,LocationID,Borough,Zone
6541,48,Manhattan,Clinton East
6542,234,Manhattan,Union Sq
6543,144,Manhattan,Little Italy/NoLiTa
6544,49,Brooklyn,Clinton Hill
6545,87,Manhattan,Financial District North
6546,261,Manhattan,World Trade Center
6547,236,Manhattan,Upper East Side North
6548,137,Manhattan,Kips Bay
6549,234,Manhattan,Union Sq
6550,114,Manhattan,Greenwich Village South
6551,166,Manhattan,Morningside Heights
6552,237,Manhattan,Upper East Side South
6553,137,Manhattan,Kips Bay
6554,113,Manhattan,Greenwich Village North
6555,100,Manhattan,Garment District
6556,48,Manhattan,Clinton East
6557,48,Manhattan,Clinton East
6558,79,Manhattan,East Village
6559,263,Manhattan,Yorkville West
6560,186,Manhattan,Penn Station/Madison Sq West
6561,82,Queens,Elmhurst
6562,151,Manhattan,Manhattan Valley
6563,132,Queens,JFK Airport
6564,237,Manhattan,Upper East Side South
6565,45,Manhattan,Chinatown
6566,90,Manhattan,Flatiron
6567,229,Manhattan,Sutton Place/Turtle Bay North
6568,262,Manhattan,Yorkville East
6569,144,Manhattan,Little Italy/NoLiTa
6570,163,Manhattan,Midtown North
6571,50,Manhattan,Clinton West
6572,113,Manhattan,Greenwich Village North
6573,162,Manhattan,Midtown East
6574,137,Manhattan,Kips Bay
6575,75,Manhattan,East Harlem South
6576,211,Manhattan,SoHo
6577,161,Manhattan,Midtown Center
6578,138,Queens,LaGuardia Airport
6579,87,Manhattan,Financial District North
6580,263,Manhattan,Yorkville West
6581,164,Manhattan,Midtown South
6582,236,Manhattan,Upper East Side North
6583,229,Manhattan,Sutton Place/Turtle Bay North
6584,162,Manhattan,Midtown East
6585,79,Manhattan,East Village
6586,142,Manhattan,Lincoln Square East
6587,162,Manhattan,Midtown East
6588,249,Manhattan,West Village
6589,237,Manhattan,Upper East Side South
6590,170,Manhattan,Murray Hill
6591,68,Manhattan,East Chelsea
6592,140,Manhattan,Lenox Hill East
6593,230,Manhattan,Times Sq/Theatre District
6594,233,Manhattan,UN/Turtle Bay South
6595,41,Manhattan,Central Harlem
6596,237,Manhattan,Upper East Side South
6597,249,Manhattan,West Village
6598,249,Manhattan,West Village
6599,237,Manhattan,Upper East Side South
6600,79,Manhattan,East Village
6601,163,Manhattan,Midtown North
6602,229,Manhattan,Sutton Place/Turtle Bay North
6603,237,Manhattan,Upper East Side South
6604,68,Manhattan,East Chelsea
6605,132,Queens,JFK Airport
6606,107,Manhattan,Gramercy
6607,164,Manhattan,Midtown South
6608,239,Manhattan,Upper West Side South
6609,113,Manhattan,Greenwich Village North
6610,164,Manhattan,Midtown South
6611,79,Manhattan,East Village
6612,132,Queens,JFK Airport
6613,142,Manhattan,Lincoln Square East
6614,138,Queens,LaGuardia Airport
6615,113,Manhattan,Greenwich Village North
