pickup_longitude,pickup_latitude,PUCensus_Tract
-73.95771027,40.77623367,14000
-73.98205566,40.75515747,9600
-73.99919891,40.73909378,8100
-73.95702362,40.76660156,12600
-73.97724915,40.75382996,9200
-73.99040222,40.74990082,10100
-73.98277283,40.76338959,13100
-73.98953247,40.73008347,4200
-73.97800446,40.77857971,15700
0,0,
-73.98100281,40.76106644,13100
-73.97211456,40.75690079,10000
-73.9883194,40.77880096,15500
-73.97905731,40.76238632,13100
-74.00520325,40.73332214,7300
-74.00505829,40.71912766,3300
-73.95516968,40.77318954,13400
-73.98635101,40.73025894,4000
-74.00609589,40.73996735,7900
-73.95474243,40.78931046,14300
-73.9908905,40.75093842,10100
-73.99494934,40.7208519,4100
-73.99667358,40.76267624,12900
-73.97774506,40.74214935,7000
-73.98551941,40.74422073,7400
-73.98271942,40.73392105,4800
-73.87332916,40.77401352,33100
-73.96695709,40.75750351,10800
-73.99968719,40.74354172,8700
-73.98058319,40.75833893,9600
-73.98790741,40.73223877,4000
-73.98573303,40.76011658,12500
-73.97899628,40.76323318,13700
-73.98180389,40.7397995,6600
-73.99552155,40.69593048,501
-73.97925568,40.75304794,9400
-73.99023438,40.7469635,9500
-73.9799881,40.74421692,7200
-73.95800781,40.77906799,14801
-73.99465942,40.72584915,5502
-73.98799133,40.74110794,5600
-73.96117401,40.801754,19300
-73.99427032,40.75110245,10300
-73.99057007,40.75622559,11500
-73.970047,40.75666809,9800
-73.98241425,40.75156403,8400
-73.98444366,40.7480011,7400
-73.98233032,40.76771164,14500
-73.98715973,40.75283813,11300
-73.99121094,40.7497406,10100
-73.99038696,40.73865128,5200
-73.96144867,40.77420044,12800
-73.98087311,40.76959991,14500
-73.95768738,40.71786118,55300
-73.98054504,40.74240494,7200
-73.89234924,40.75475693,28900
-73.9943924,40.74352264,9100
-73.96231842,40.77917862,14300
-73.98432159,40.75510025,11900
-73.97779846,40.75162506,8000
-73.9805069,40.74843597,8200
-73.98390961,40.695858,1500
-73.97584534,40.74057007,6200
-73.97796631,40.75811005,10400
-73.98365784,40.77376556,14900
-73.97719574,40.7605896,10400
-73.94723511,40.77997971,15400
-73.9600296,40.77331161,12800
-74.0078125,40.70517349,700
-73.97302246,40.75572205,9200
-73.99156952,40.73142242,5700
-73.99549103,40.73366165,6300
-73.98594666,40.76056671,12500
-73.97370148,40.75186157,9200
-74.00415802,40.75204086,9900
-73.97432709,40.76288986,11201
-73.98838806,40.73125076,4000
-73.94789124,40.78448868,15601
-73.96227264,40.7791481,14300
-73.97137451,40.75119781,9000
-73.98558044,40.73863983,6800
-73.92437744,40.81255341,5100
-73.98005676,40.76561356,13700
-73.98946381,40.72055435,3001
-73.99559784,40.75439835,11100
-73.98505402,40.77394867,15100
-73.97746277,40.77925491,16100
-73.97327423,40.77994156,16500
-73.99404144,40.74108887,5400
-73.79026031,40.64418793,71600
-73.95238495,40.76895142,13200
-73.996521,40.74277115,8700
-73.94622803,40.77299881,13600
-73.98477173,40.74821472,7600
-74.00917053,40.71686554,3900
-73.95871735,40.78072357,15001
-73.97782898,40.75837708,10400
-73.98786926,40.74900818,7600
-74.0151062,40.71652985,31703
-73.99093628,40.7504921,10100
-73.98977661,40.75674057,11300
-73.95471191,40.76740646,12400
-73.99088287,40.75653076,11500
-73.98204803,40.72374344,2601
-73.98081207,40.75856781,9600
-74.00598145,40.73146439,6700
-73.97624207,40.78095627,16100
-73.96727753,40.76356125,11402
-73.9828186,40.76127625,13100
-73.9921875,40.7493782,10100
-73.97158051,40.75761795,10000
-74.00765991,40.75160217,9900
-74.01590729,40.71497345,31703
-73.98425293,40.73740768,5000
-73.95025635,40.77124023,13200
-73.99059296,40.73061371,5700
-73.98996735,40.72966385,4200
-73.94141388,40.78777695,16200
-73.95543671,40.77681732,13800
-73.99323273,40.7424736,9100
-73.93125916,40.76565552,7700
-73.95762634,40.71459961,51900
0,0,
-73.99134827,40.75046921,10100
-73.983078,40.78191376,16300
-73.96698761,40.76076126,10800
-73.95877838,40.77498627,14000
-73.98938751,40.75669861,11300
-73.78612518,40.64722061,71600
-74.00839996,40.72117615,3900
-73.98874664,40.74027252,5600
-73.97427368,40.7469368,7800
-74.00441742,40.74210739,8300
-73.9499054,40.78056335,15400
-73.98440552,40.75248337,8400
-73.97532654,40.75270081,9200
-73.87271881,40.77442169,33100
-73.98986053,40.75701904,11300
-73.95100403,40.66997528,31702
-73.99585724,40.74900818,9700
-73.99642944,40.7531395,10300
-74.00682831,40.74248886,8300
0,0,
-73.96282196,40.76659393,11800
-73.96617889,40.76032257,10800
-73.9954071,40.74386978,9100
-73.87078094,40.77367783,33100
-73.98605347,40.75720215,11900
-73.97267914,40.74759674,8800
-73.97818756,40.75226974,8200
-73.98087311,40.74456024,7200
-73.95419312,40.77468491,13800
-73.98432922,40.76464462,13100
-73.95648193,40.76839828,12600
-74.00933075,40.71340179,2100
-73.97991943,40.7432251,7000
-73.78243256,40.64440155,71600
-74.01616669,40.71511459,31703
-73.99275208,40.70219803,2100
-73.96051788,40.7196312,55700
-73.98628998,40.72631836,3800
-74.01610565,40.70484161,1300
-74.00984192,40.71502686,2100
-73.9808197,40.75352097,9400
-73.96102142,40.76898956,12600
-73.97077179,40.76416016,11401
-73.95747375,40.67050171,32500
-73.97148132,40.75468063,9000
-73.94957733,40.78091812,15400
-73.95693207,40.7832756,15002
-73.96595764,40.76535416,12000
-73.98967743,40.76945877,13500
-73.97734833,40.78429413,16500
-73.98605347,40.75359344,11300
-73.98021698,40.74754333,8000
-73.87297058,40.77405167,33100
-74.00509644,40.7198143,3300
-73.98983002,40.74091339,5600
-73.99060059,40.76641083,13500
-73.96172333,40.77401352,13000
-73.95479584,40.78080368,14802
-73.97234344,40.76534653,14300
-73.99105072,40.73400879,6100
-73.95314026,40.77968597,14602
-74.00228882,40.73446274,7300
-73.99254608,40.74955368,10100
-73.96144867,40.76534271,11800
-73.97859192,40.75136185,8200
-73.95419312,40.76627731,12400
-73.98284912,40.76680374,13900
-73.965065,40.8065834,19900
-73.96190643,40.76368332,11800
-74.00531769,40.72317886,3700
-73.95983124,40.82003784,21900
-73.98577881,40.75457764,11300
-73.95788574,40.76134491,10602
-73.97662354,40.75843048,10200
-73.97362518,40.75716019,10000
-73.99259186,40.742836,5800
-73.7878418,40.64225006,71600
-73.98703766,40.73906708,6800
-73.99817657,40.72394943,4900
-73.98189545,40.7632637,13100
-73.97345734,40.76356125,11202
-73.86566925,40.77104187,33100
-73.9746933,40.76399994,11201
-73.95878601,40.76415634,11800
-73.99072266,40.75616074,11500
-73.95214081,40.79871368,21600
-73.9969635,40.72254181,4300
-74.00644684,40.71197128,3100
-73.97975159,40.73550034,6400
-73.97872925,40.78588104,17100
-73.99253845,40.76371384,12900
-73.96463776,40.76730347,12000
-74.00052643,40.72887421,6500
-73.95492554,40.76548767,12400
-73.97367096,40.7640419,11201
-73.96871185,40.76473999,11401
-73.98992157,40.76208115,12700
-73.97292328,40.74917603,8800
-73.9836731,40.72613144,3200
-73.95928192,40.76010132,10602
-73.98239136,40.77239609,14900
-73.98113251,40.74453354,7200
-73.99237061,40.71394348,600
-73.99794769,40.74145126,8700
-74.00941467,40.70638657,700
-73.9646759,40.80714035,20500
-73.99203491,40.71789932,1800
-74.00408173,40.71324158,3100
-73.978508,40.75739288,9600
-74.00621033,40.73404312,7300
-73.77666473,40.64535904,71600
-73.92300415,40.74378967,18102
-73.9728775,40.7806015,16500
-73.86270905,40.76878357,33100
-73.97090912,40.75808716,10000
-73.98231506,40.777565,15700
-73.95484161,40.77711105,13800
-73.99816132,40.74565125,9100
-73.98766327,40.75525284,11300
-73.92347717,40.77505493,9900
-73.99164581,40.74259567,5800
-73.9821701,40.74581146,7200
-73.98188019,40.76858139,14500
-73.99298859,40.74792099,9500
-73.95767975,40.71441269,51900
-74.00679016,40.72681046,3700
-73.98062134,40.7338829,4400
-74.00593567,40.73600388,7500
-74.0089798,40.70665359,700
-73.94589233,40.79300308,17200
-73.78382874,40.64870834,71600
-73.98074341,40.75971985,12500
0,0,
-73.99297333,40.7611618,12100
-73.9848175,40.74252701,5600
-73.99078369,40.76607513,13500
-73.98552704,40.75294113,11300
-73.87290955,40.7740097,33100
-73.99404907,40.73540878,6300
-73.78195953,40.64463806,71600
-73.99223328,40.74890137,10100
-73.91278839,40.76649475,14300
-73.96793365,40.75946808,10800
-73.9961319,40.73257065,6300
-74.0059433,40.73601151,7500
-74.00567627,40.74014282,7900
-73.98947906,40.73559952,5000
-73.97958374,40.76083755,10400
-73.98124695,40.75901794,12500
-73.95504761,40.78011703,14802
-73.99216461,40.74883652,10100
-73.98664093,40.74777603,7600
-73.95890045,40.76384354,11800
-73.99576569,40.76457977,12900
-73.94732666,40.78377914,15601
-73.96788025,40.77127457,13000
-73.95650482,40.7169838,55300
-74.00458527,40.75114441,9900
-73.95428467,40.78456879,16001
-73.98989105,40.7523613,10900
-73.96871185,40.75915527,10000
-73.99062347,40.75554276,11300
-73.99271393,40.71871948,1800
-73.98471069,40.7426796,5600
-74.00500488,40.74093246,8300
-73.96870422,40.76734924,12200
-74.0019989,40.73863983,7700
-73.98925018,40.76343918,12700
-73.99242401,40.75165176,10100
-73.98516846,40.74473953,7400
-73.98278809,40.75655746,9600
-73.9598465,40.76211929,10602
-73.91078186,40.76958466,11700
-73.98105621,40.7598381,12500
-74.01272583,40.70739365,1300
-73.99060822,40.75925064,12100
-73.98518372,40.72405243,3200
-73.94058228,40.79820251,18200
-73.95420837,40.7786026,14801
-73.99568939,40.71673965,1600
-73.96318054,40.77426529,13000
-73.95586395,40.78498077,16001
-73.98156738,40.78030014,15900
-73.9696579,40.75336838,9000
-73.98910522,40.77342606,15100
-73.99562073,40.73276138,5900
-73.98292542,40.78508377,16300
-73.87322998,40.7741394,33100
-73.96945953,40.75720978,9800
-73.97703552,40.74675751,7800
-74.00588226,40.74528885,8900
-73.9775238,40.7582016,10400
-74.00062561,40.67723083,6500
-73.96659851,40.76158524,11402
-73.97607422,40.7543602,9200
-73.97637177,40.76495361,11201
-73.98873901,40.72251511,3001
-73.94702148,40.77600861,14402
-73.97719574,40.75224686,9200
-73.99340057,40.74159241,5800
-73.98499298,40.7535553,8400
-73.97686005,40.73269653,4400
-73.96930695,40.75760269,9800
-73.97938538,40.76645279,13700
-73.97200012,40.74593735,7800
-73.96708679,40.80376053,19500
-73.9746933,40.75627136,9400
-73.99275208,40.73718643,5200
-73.97434998,40.76261139,11201
-73.98202515,40.75743866,9600
-73.99868774,40.76156616,12900
-73.97253418,40.76483154,11401
-74.00531006,40.72198105,4700
-73.97927856,40.75782013,9600
-74.00254059,40.73974609,7700
-73.98028564,40.7343483,4400
-73.95401764,40.77044678,13200
-73.9955368,40.744133,9100
-73.96831512,40.76473999,11402
-73.98175812,40.76717377,13700
-73.98080444,40.76338577,13700
-73.98883057,40.73648453,5000
-73.99398041,40.75183868,10300
-73.99597931,40.74869537,9500
-73.98210144,40.75583649,9600
-73.98208618,40.778862,15900
-73.98737335,40.72690201,3800
-73.97879028,40.76406097,13700
-73.96203613,40.80550766,19900
-74.00590515,40.75130081,9900
-73.93817902,40.79652023,18800
-73.95549011,40.7768364,14000
-73.98387146,40.75550461,11900
-73.9932785,40.74007034,5400
-73.92221069,40.70912933,45300
-73.9732666,40.75538635,9200
-73.95492554,40.76898575,12400
-73.99398041,40.71551132,1600
-73.97319794,40.75782013,10000
-73.98423004,40.73219299,4800
-73.96205902,40.81071091,20500
-73.9881134,40.72268677,3001
-73.95300293,40.7706871,13200
-74.00645447,40.7323494,7300
-73.97245026,40.75381088,9200
-74.00401306,40.72587967,3700
-73.96665192,40.68144608,20300
-73.9683609,40.76171875,11203
-73.97418213,40.76475143,11201
-73.95671082,40.76683426,12600
-73.998909,40.72828674,6500
-73.97548676,40.7455101,7800
-73.97946167,40.7461586,7200
-74.0033493,40.7334671,7300
-73.997612,40.75646973,11100
-73.95980835,40.77462387,14000
-73.97697449,40.75613022,9400
-73.9838562,40.73794174,6800
-73.98145294,40.7635231,13100
-73.95497131,40.769207,13200
-73.99356079,40.72468948,5502
-73.97072601,40.74853897,8800
-73.95043182,40.78663254,15802
-73.99373627,40.7517128,10100
-74.01050568,40.70942307,1300
-73.99279022,40.74274826,5800
-73.97122955,40.76379013,11401
-73.97174072,40.7600708,10000
-74.00740051,40.74103165,7900
-73.96929169,40.76075363,11203
-73.97534943,40.75292587,9200
-73.99200439,40.74864578,10100
-73.99108124,40.76077652,12100
-73.78794861,40.64155197,71600
-73.95878601,40.77510834,14000
-73.96629333,40.75806427,10800
-73.9584198,40.76044846,10602
-73.97636414,40.75928497,10200
-73.98657227,40.7593689,12500
-73.96663666,40.76750946,12200
-73.99308014,40.73996353,5400
-73.97119904,40.79519653,18300
-73.9855423,40.73853302,6800
-73.98423004,40.74333954,5600
-73.97280884,40.79333115,17900
-74.00707245,40.71606827,3300
-73.96967316,40.75359726,9000
-73.98383331,40.7546463,8400
-74.00707245,40.70389175,700
-73.98090363,40.76031113,13100
-73.98995209,40.73399353,6100
-73.98383331,40.7457962,7400
-74.00015259,40.73965836,8100
-74.0087738,40.71066284,1502
-73.96736145,40.7532959,9000
-73.99730682,40.72172165,4100
-74.0096283,40.70519257,700
-74.00180054,40.71959686,4700
-73.98999023,40.76978683,13500
-73.97654724,40.78050613,16100
-73.97795105,40.75225067,9200
-74.00403595,40.71690369,3300
-74.00052643,40.72887039,6500
-73.96898651,40.75657654,9800
-73.98194122,40.74002838,6600
0,0,
-74.00357819,40.74850845,9900
-73.96201324,40.80039597,19300
-73.99456024,40.7659111,13500
-73.7872467,40.64162064,71600
-73.9673996,40.75260925,9000
-74.00330353,40.7331543,7300
-73.96243286,40.77265167,12800
-73.98596191,40.75800323,11900
-73.98438263,40.78334427,16300
-73.97176361,40.75122833,8800
-73.97454071,40.7798996,16500
-73.96038055,40.7730751,12800
-73.95440674,40.76420975,11600
-73.96688843,40.76733017,12200
-74.01067352,40.70990372,1300
-73.99368286,40.75175476,10100
-73.9766922,40.76596069,14300
-73.96728516,40.79256821,18100
-73.96016693,40.77614975,14200
-73.98803711,40.75460815,11300
-73.99913025,40.74409866,8700
-73.9564743,40.78155518,15002
-73.98294067,40.74757004,7400
-73.96110535,40.76888657,12600
-73.95432281,40.7641716,11600
-73.99497223,40.73417664,6300
-73.98548126,40.76147842,12500
-73.99002838,40.73520279,5200
-73.78202057,40.64468384,71600
-73.95818329,40.77884674,14200
-73.87089539,40.77364731,33100
-73.98085785,40.75430679,9600
-73.87290192,40.7739296,33100
-74.01596069,40.71094894,31704
-73.97988129,40.76331329,13700
-74.00808716,40.73950958,7900
-73.96362305,40.77708817,14200
-73.99449158,40.74065399,8700
-73.95848083,40.78424835,14300
-73.98105621,40.75032806,8200
-73.98391724,40.7216568,3002
-74.01489258,40.71820068,31703
-74.00731659,40.74264145,8300
-73.98705292,40.76145172,12700
-73.96769714,40.80117416,19100
-73.98723602,40.75073624,10900
-73.97979736,40.74695587,7200
-73.99227142,40.74890137,10100
-73.99738312,40.74179077,8700
-73.7826767,40.64443588,71600
-73.87297821,40.77415848,33100
-73.98892975,40.75955582,12100
-73.98547363,40.76345825,13300
-73.96644592,40.77049637,12200
-73.99604034,40.71646881,4100
-73.98220825,40.77143478,14900
-73.9670105,40.76682281,12200
-73.9638443,40.75305557,8603
-73.98271179,40.7568512,11900
-74.00165558,40.73219299,6700
-73.97819519,40.75210571,8200
-73.97327423,40.7607193,10200
0,0,
-74.00756836,40.74108887,7900
-73.97939301,40.7766037,15700
-73.95976257,40.77102661,12800
-73.94971466,40.77234268,13600
0,0,
-73.98747253,40.73282623,4000
-73.96593475,40.76876068,12200
-73.98875427,40.74450684,5800
-73.87291718,40.77381897,33100
-73.98262024,40.76832962,14500
-73.96536255,40.76319122,11000
-73.96178436,40.7597847,10602
-73.99105072,40.75569153,11500
-73.96560669,40.7743187,13000
-74.00301361,40.73314667,7300
-73.92627716,40.77192688,8300
-74.00192261,40.7406311,8300
-74.01004791,40.72069168,3900
0,0,
-73.98854828,40.72280121,3001
-73.95109558,40.80018616,21600
-73.98052979,40.78259277,16300
-73.98723602,40.71961594,1800
-73.9974823,40.73636627,6300
-73.97228241,40.76521301,11401
-73.97821045,40.75231171,8200
-73.98013306,40.74641418,7200
0,0,
-74.00328827,40.73168182,6700
-73.96376038,40.75725174,10800
-73.87302399,40.77407837,33100
-73.98715973,40.75848007,11900
-73.99373627,40.75192261,10300
-73.98847961,40.7276001,3800
-73.98124695,40.7807045,16300
-73.78218079,40.64474869,71600
-73.99146271,40.74066544,5800
-73.96685791,40.76419067,11402
-73.9648056,40.75750732,10800
-73.98210144,40.7715416,14900
-73.94091797,40.81427383,22800
-73.98877716,40.74864578,10100
-73.94593811,40.77349091,13600
-73.97361755,40.76261139,11202
0,0,
-73.97522736,40.76536179,14300
-73.97801971,40.752491,9200
-73.97779846,40.75440979,9400
-73.97309113,40.7802124,16500
-73.97138977,40.79526138,18300
-73.99658966,40.72565079,5501
-73.99227142,40.71271896,600
-73.9524765,40.77693939,14601
-73.99840546,40.73465729,6300
-73.97634888,40.75972366,10400
-74.00434113,40.75246429,9900
-73.962883,40.71718597,55500
-73.96856689,40.78639603,17300
-73.97189331,40.75795746,10000
-74.00816345,40.73855972,7900
-73.98486328,40.74836731,7600
-73.99144745,40.75026703,10100
-73.98203278,40.7366066,6400
-73.97770691,40.78396225,16500
-73.95185852,40.76962662,13200
-73.98019409,40.77555847,15300
-73.98960876,40.75789642,12100
-73.99252319,40.74321747,5800
-73.98996735,40.7514801,10900
-73.99760437,40.72101212,4500
-73.99190521,40.73529434,5200
-73.95127106,40.71098709,51300
-73.98526764,40.72758865,3200
-73.99062347,40.75608444,11300
-73.87445831,40.77403641,33100
-73.97179413,40.76347733,11202
-73.94734955,40.77598953,14401
-74.00392914,40.74184799,8300
-73.98268127,40.72739029,3400
-73.98735046,40.73366165,5000
-73.9794693,40.77098083,14300
-73.97283173,40.75866318,10000
-74.00496674,40.72028351,3300
-73.98692322,40.75099945,10900
-73.98754883,40.72134018,3001
-73.95354462,40.77988434,14802
-73.788414,40.64180756,71600
-73.95375061,40.77514267,13800
-73.99887085,40.73975372,8100
-73.98988342,40.75618362,11300
-73.99459839,40.75057983,10100
-73.98809052,40.73824692,5200
-73.99489594,40.72499847,5502
-73.97304535,40.78538132,16900
-73.97812653,40.76660919,14300
-73.96165466,40.75973511,10602
-73.99342346,40.75246429,11100
-73.98847961,40.75348282,11300
-73.98786163,40.76475525,13300
-73.9881897,40.75320053,10900
-73.97163391,40.74642181,7800
-73.99288177,40.74297714,9100
-73.99563599,40.73194122,5900
-73.9805603,40.78329849,16700
-73.98968506,40.74655151,7600
-73.96560669,40.76195145,11000
-73.95478058,40.77763367,14601
-73.98976898,40.7336235,4200
-73.99237061,40.74934006,10100
-73.99743652,40.72158813,4500
-73.99452209,40.75072861,10100
-73.98258972,40.77214813,14900
-73.99547577,40.72496033,4300
-73.99340057,40.73319626,6100
-73.95391846,40.78805542,16002
-74.00269318,40.74486542,8900
-73.96440125,40.75629807,9800
-73.95805359,40.76507568,11800
-73.97389984,40.75049973,8800
-73.9631958,40.77752304,14200
-74.0040741,40.74779129,9300
-73.99547577,40.75961685,11500
-73.99087524,40.7701149,13500
-73.95531464,40.76866531,12400
-73.9896698,40.7334137,4200
-73.9523468,40.7686615,13200
-74.00933075,40.73813629,7900
-73.95859528,40.75996399,10602
-73.99117279,40.74225235,5800
-73.98290253,40.74212646,6800
-73.99084473,40.7657814,13300
-73.98606873,40.73096848,4000
-73.98857117,40.71855545,1800
-73.97227478,40.79411697,18300
-73.98921204,40.74375534,5800
-73.99152374,40.75974655,12100
-73.9859314,40.72672653,3200
-73.98781586,40.75507355,11300
-73.99897003,40.73462677,7100
-73.99089813,40.74404144,5800
-73.99045563,40.75142288,10900
-73.98266602,40.76131821,13100
-73.98708344,40.76131439,12700
-73.99651337,40.73638153,6300
-73.96883392,40.76291656,11402
-73.98730469,40.75566864,11300
-73.98316193,40.73816299,6400
-74.01199341,40.7077713,1300
-73.97542572,40.75096512,8000
-73.95384216,40.78199387,14802
-73.98584747,40.73109055,4000
-73.78827667,40.64174271,71600
-73.94599152,40.77798843,15200
-73.97086334,40.76282501,11202
-73.98474884,40.74565125,7400
-73.98758698,40.7654953,13300
-74.0146637,40.70960236,1300
-73.99180603,40.75043106,10100
-73.98757935,40.74435806,5800
-73.99992371,40.72672653,4900
-73.98287964,40.7314682,4000
-74.01293182,40.70797348,1300
-73.87310028,40.77399826,33100
-73.96225739,40.7791481,14300
-73.99468231,40.72472382,4300
-73.99164581,40.75469208,11100
-73.99127197,40.73601913,5200
-73.87457275,40.77408218,33100
-73.98062897,40.73793411,6400
-73.99826813,40.75082397,9700
-73.97143555,40.76369858,11401
-73.98248291,40.76225662,13100
-73.98033905,40.78031158,16100
-73.97373199,40.7920723,17900
-73.9914856,40.74252319,5800
-73.98594666,40.77806854,15500
-73.98939514,40.74739838,7600
-73.99867249,40.73989105,8100
-73.96772003,40.79301071,18100
-73.98511505,40.75947571,12500
-73.98767853,40.71852493,1800
-73.99153137,40.76542282,13500
-73.96311951,40.77502823,14200
-73.97219849,40.75688934,10000
-73.98404694,40.75540161,11900
-74.00225067,40.72946167,6500
-73.98841858,40.77459335,15100
-73.97676849,40.7554512,9400
-73.99346924,40.73264694,6100
-73.94749451,40.77626419,14402
-73.97574615,40.78881836,17500
-73.99766541,40.75653076,11100
-73.96897125,40.67733002,20500
-73.98238373,40.77080154,14900
-73.78240204,40.64461899,71600
-73.99407959,40.76168823,12900
-73.96595764,40.76221848,11000
-73.94800568,40.77638626,14402
-73.9702301,40.78424454,16900
-73.97975922,40.76061249,10400
-74.00222015,40.73039627,6700
-73.98999023,40.74671173,7600
-74.01007843,40.70487213,900
-73.95612335,40.76750183,12400
-74.01526642,40.70478439,1300
-73.98823547,40.74327469,5600
-73.9779892,40.77188873,14300
-73.9860611,40.77875137,15900
-74.00783539,40.70534134,700
-73.99954224,40.68746948,4900
-73.95587158,40.78081894,14802
-73.95018768,40.80221939,21800
-73.97994232,40.7586174,9600
-73.98458862,40.74855423,7600
-74.01119232,40.71567917,2100
-73.97870636,40.7518692,8200
-73.9577179,40.78206635,15002
-73.97132111,40.7550354,9000
-73.98477936,40.74352264,5600
-73.96802521,40.76234436,11402
-73.97161865,40.79533386,18300
-73.97859192,40.7526207,9400
-73.98820496,40.77939606,15500
-73.97142792,40.75802994,10000
-74.01462555,40.71164322,31703
-73.99308014,40.74153137,5800
-73.95384979,40.76719666,12400
-73.97518158,40.73721313,6200
-73.99376678,40.73868942,5400
-73.97065735,40.77972031,14300
-73.96845245,40.75503159,9800
-74.00211334,40.71916199,3300
-73.98760986,40.75281143,10900
-73.98236084,40.73163986,4800
-73.96923828,40.80077362,19100
-73.99302673,40.75320816,11100
-73.98843384,40.74604797,7600
-74.00505066,40.71923447,3300
-73.98600006,40.74322128,5600
-73.97725677,40.76416016,11201
-73.98179626,40.7732811,14900
-73.99036407,40.75647354,11500
-73.99063873,40.75627136,11500
-73.99340057,40.74164963,5800
-73.98693085,40.75454712,11300
-73.95269775,40.80303574,21800
-73.99507904,40.74552155,9100
-73.98005676,40.75169373,8200
-73.9952774,40.7598381,12100
-73.99176788,40.73846817,5200
-73.97319031,40.76430893,11201
-73.99256134,40.72390366,3601
-73.99327087,40.75211716,10900
-73.97126007,40.79554749,18300
-73.99645996,40.74451447,9100
-73.94940186,40.78436279,15601
-73.95709991,40.77732849,14000
-73.99210358,40.74957657,10100
-73.97971344,40.77623367,15700
-73.98416138,40.74252701,6800
-73.96398163,40.8030777,19900
-73.8625946,40.76898575,33100
-73.98750305,40.73310852,4200
-73.97657776,40.74188232,7000
-73.97921753,40.78186035,16100
-73.99768066,40.76525879,12900
-74.00601196,40.74219131,8300
-73.95694733,40.71739197,55300
-73.99155426,40.73923874,5400
-73.78864288,40.64699554,71600
-73.99132538,40.7556076,11500
-73.9944458,40.74075699,8700
-73.99080658,40.75530624,11300
-73.97738647,40.7426796,7000
-74.00706482,40.72734451,3700
-73.99414063,40.75118256,10100
-74.01604462,40.71499634,31703
-73.98254395,40.77500916,15300
-73.78202057,40.64468765,71600
-73.98351288,40.75006866,8400
-73.99142456,40.75061035,10100
-73.96880341,40.7575531,9800
-73.99004364,40.74695969,9500
-73.9824295,40.73960114,6600
-73.94496155,40.71791077,49700
-73.99923706,40.72661209,5501
-73.96611023,40.75849915,10800
-73.97346497,40.76337051,11202
-73.97919464,40.76727295,14300
-73.98588562,40.75891113,11900
-73.9776535,40.7532959,9200
-73.99085236,40.75538635,11300
-73.95793915,40.77331161,13400
-74.00762939,40.7409935,7900
-73.97923279,40.76199722,13100
-73.98135376,40.77938461,15900
-73.97060394,40.76386642,11401
-73.96881866,40.76441574,11401
-73.99319458,40.72782135,5502
-73.97718811,40.75105667,8000
-74.00499725,40.72114944,3300
-73.99024963,40.76997375,13500
-74.01335144,40.70804214,1300
-73.96120453,40.81190872,21100
-73.95513153,40.77322769,13400
-73.99475098,40.75032043,10100
-73.98097229,40.76391602,13700
-73.98709869,40.75567245,11300
-73.98534393,40.7291069,4000
-73.99282074,40.74861908,9500
-73.9968338,40.7627182,12900
-73.97280884,40.74473953,8601
-73.95511627,40.77729416,14000
0,0,
-73.96634674,40.76490784,12000
-73.99224091,40.73067856,5700
-74.00379944,40.65473938,8400
-73.97879791,40.77256775,15300
-73.96191406,40.75940323,10601
-73.98733521,40.72242737,3001
-73.96783447,40.75943375,10800
-73.98826599,40.75149536,10900
-74.01296997,40.7075882,1300
-73.9807663,40.77950668,15700
-73.98903656,40.73081207,4200
-74.01219177,40.70138931,900
-73.9683609,40.76203537,11203
-73.95231628,40.77712631,14601
-73.98277283,40.77721786,15500
-73.99398041,40.7352066,6100
-74.00081635,40.73186874,6500
-73.98010254,40.73239517,4400
-73.87293243,40.77431107,33100
-73.95642853,40.76715088,12400
0,0,
-73.97260284,40.74343872,8601
-73.98985291,40.76723862,13900
-73.99047852,40.75543594,11300
-73.78371429,40.64858627,71600
-73.96811676,40.76237106,11402
-73.99380493,40.74150848,5400
-73.95043945,40.71105957,51300
-73.98433685,40.74241257,6800
-74.00191498,40.73545837,7300
-73.99462891,40.74023819,5400
0,0,
-73.98268127,40.7747879,15300
-73.98770142,40.73878098,5200
-73.99957275,40.74357605,8700
-73.99381256,40.75675964,11500
-73.98236084,40.7763176,15300
-73.95417023,40.76672363,12400
-73.97621918,40.76000977,10400
-73.98101807,40.75030899,8200
-73.78987122,40.64683151,71600
-73.9608078,40.765522,11800
-73.97371674,40.74749374,7800
-73.97624969,40.76094437,10400
0,0,
-73.98647308,40.73031998,4000
-73.98465729,40.73683929,5000
-73.9756012,40.74958038,8000
-73.99220276,40.76158905,12100
-74.00691223,40.73014832,6900
-73.94821167,40.78294373,15400
-73.9885025,40.76412582,13300
-73.99508667,40.72063828,4100
-73.95594788,40.78472519,16001
-73.97286987,40.78070068,16500
-73.95002747,40.72252655,56900
-74.00020599,40.73780441,7100
-74.00254059,40.73390961,7300
-73.98118591,40.78123093,16300
-73.98783875,40.7324791,4200
-74.00458527,40.73788071,7700
-73.98242188,40.77371216,14900
-73.98482513,40.75386429,11300
-73.95916748,40.77521133,14000
-73.87322235,40.77402878,33100
-73.98524475,40.7599144,12500
-73.9950943,40.74482346,9100
-73.99146271,40.75006866,10100
-73.99461365,40.74531174,9100
-73.97331238,40.75556183,9200
-73.99474335,40.7402916,8700
-73.99570465,40.72477722,4300
-73.99756622,40.74139023,8700
-73.9984436,40.76150131,12900
-73.95669556,40.77829742,14801
-73.98187256,40.75790024,9600
-73.97859192,40.7450943,7200
-73.98888397,40.74499512,5800
