pickup_longitude,pickup_latitude,PUcity,PUdistrict
-73.99407959,40.75138092,New York,Chelsea
-73.99073792,40.76096725,New York,Clinton
-73.98699951,40.75851822,New York,Theater District-Times Square
-73.9839325,40.73765945,New York,Gramercy Park
-73.99297333,40.76810837,New York,Clinton
-73.99078369,40.75666428,New York,Garment District
-73.97641754,40.76374435,New York,Midtown Center
-73.99620056,40.74341583,New York,Chelsea
-73.99434662,40.75082779,New York,Chelsea
-73.97918701,40.78514099,New York,Upper West Side
-73.96664429,40.76709747,New York,Upper East Side
-73.9630127,40.76679993,New York,Upper East Side
-73.97054291,40.76445389,New York,Upper East Side
-73.96035767,40.77294159,New York,Upper East Side
-74.00465393,40.74188232,New York,Chelsea
-73.97190857,40.75734329,New York,Midtown Center
-73.97319794,40.76436615,New York,Midtown Center
-73.99247742,40.75590134,New York,Garment District
-74.0035553,40.73245621,New York,West Village
-73.78186035,40.64473343,Jamaica,
-73.97175598,40.78715134,New York,Upper West Side
-73.93927002,40.75733566,Long Island City,Long Island City
-73.95498657,40.76521683,New York,Upper East Side
-73.97568512,40.79178619,New York,Upper West Side
-73.98711395,40.75567627,New York,Theater District-Times Square
-73.98786163,40.73526001,New York,Gramercy Park
-73.95891571,40.76378632,New York,Upper East Side
-73.97940063,40.77759933,New York,Lincoln Square
-73.99889374,40.72621918,New York,Soho
-73.96548462,40.77466202,New York,Upper East Side
-73.9947052,40.73164368,New York,Greenwich Village
-73.97763062,40.7649498,New York,Clinton
-73.96131134,40.77480698,New York,Upper East Side
-73.97523499,40.7879982,New York,Upper West Side
0,0,,
-73.97624969,40.74916077,New York,Murray Hill
-74.00942993,40.70628738,New York,Financial District
-73.95375061,40.7793808,New York,Upper East Side
-73.98626709,40.72629547,New York,East Village
-73.96204376,40.76767731,New York,Upper East Side
-73.99781036,40.76396561,New York,Clinton
-73.97286987,40.7585144,New York,Midtown Center
-73.9885788,40.73811722,New York,Flatiron District
-74.00704193,40.74374008,New York,Chelsea
-73.98648834,40.74761963,New York,Koreatown
-73.9355011,40.76094055,Astoria,Astoria
-73.95916748,40.77767181,New York,Upper East Side
-73.95202637,40.76937485,New York,Upper East Side
-73.96354675,40.76254654,New York,Upper East Side
-73.98776245,40.7589798,New York,Theater District-Times Square
-73.98352814,40.74954605,New York,Midtown South Central
-73.87159729,40.77413177,Flushing,East Elmhurst
-74.0134964,40.71334839,New York,Financial District
-73.98075104,40.78227615,New York,Upper West Side
-73.99084473,40.75079727,New York,Chelsea
-73.97338104,40.76358032,New York,Midtown Center
-73.98776245,40.76147079,New York,Clinton
-73.96617126,40.78961182,New York,Upper West Side
-73.97773743,40.76364517,New York,Clinton
-73.97856903,40.77267838,New York,Lincoln Square
-73.9646759,40.7748909,New York,Upper East Side
-73.97072601,40.74772263,New York,Murray Hill
-73.96520233,40.75944519,New York,Turtle Bay
-73.98833466,40.75850677,New York,Theater District-Times Square
-73.9572525,40.77025604,New York,Upper East Side
-74.00398254,40.7480011,New York,Chelsea
-73.99629211,40.72673416,New York,Greenwich Village
-73.97393799,40.78411102,New York,Upper West Side
-73.97671509,40.79261398,New York,Upper West Side
-73.97589874,40.76107788,New York,Midtown Center
-73.99708557,40.74715805,New York,Chelsea
-73.97289276,40.75320816,New York,Midtown Center
-73.96524048,40.7960434,New York,Upper West Side
-73.99304199,40.74314117,New York,Chelsea
-73.99159241,40.73865509,New York,Flatiron District
-73.98036957,40.76369095,New York,Clinton
-73.98660278,40.76272964,New York,Clinton
-73.97600555,40.74500656,New York,Murray Hill
-73.99660492,40.72718811,New York,Greenwich Village
-73.9960556,40.76732635,New York,Clinton
-73.94350433,40.70816422,Brooklyn,East Williamsburg
-73.99357605,40.73050308,New York,Greenwich Village
-73.86328888,40.76990128,Flushing,
-73.99140167,40.76510239,New York,Clinton
-73.95343781,40.77130127,New York,Upper East Side
-73.9907074,40.75614548,New York,Garment District
-73.97035217,40.75630951,New York,Turtle Bay
-73.96131134,40.76089859,New York,Upper East Side
-73.95303345,40.780159,New York,Upper East Side
-73.96109772,40.81775665,New York,Morningside Heights
-73.95295715,40.67457199,Brooklyn,Bedford-Stuyvesant
-73.98780823,40.73244476,New York,Greenwich Village
-73.99495697,40.74015045,New York,Chelsea
-73.97219849,40.74570847,New York,Tudor City
-73.97438049,40.76294327,New York,Midtown Center
-73.98999023,40.73255157,New York,Greenwich Village
-73.97490692,40.75838089,New York,Midtown Center
-73.99045563,40.75143814,New York,Garment District
-73.98603058,40.76941299,New York,Clinton
-73.96829987,40.75844574,New York,Turtle Bay
-74.01595306,40.71522141,New York,Battery Park City
-73.95331573,40.78004074,New York,Upper East Side
-73.97784424,40.75194168,New York,Murray Hill
-73.96608734,40.7580452,New York,Turtle Bay
-73.96727753,40.76937485,New York,Upper East Side
-73.99346161,40.72148895,New York,Lower East Side
-73.97548676,40.79217911,New York,Upper West Side
-73.98126221,40.76221085,New York,Theater District-Times Square
-73.96502686,40.75941086,New York,Turtle Bay
-73.95816803,40.76918793,New York,Upper East Side
-74.00250244,40.72178268,New York,Soho
-74.00022888,40.72145844,New York,Soho
-73.99009705,40.75147247,New York,Garment District
-73.99697113,40.72288132,New York,Soho
-74.00515747,40.71945953,New York,Tribeca
-74.00331116,40.75293732,New York,Chelsea
-73.98204803,40.77246094,New York,Lincoln Square
-73.9848938,40.76841736,New York,Clinton
-73.82693481,40.72192383,Flushing,Kew Garden Hills
-73.97419739,40.78874207,New York,Upper West Side
-74.00570679,40.74033356,New York,West Village
-73.87444305,40.774086,Flushing,
-73.95588684,40.77189636,New York,Upper East Side
-73.98899078,40.7536087,New York,Garment District
-73.97664642,40.73968506,New York,Kips Bay
-73.99105835,40.73392868,New York,Greenwich Village
-73.95658875,40.76810837,New York,Upper East Side
-73.94080353,40.83988953,New York,Washington Heights South
-73.97380829,40.78437042,New York,Upper West Side
-74.00590515,40.73633194,New York,West Village
-73.91795349,40.75759125,Astoria,Astoria
-73.98166656,40.77373123,New York,Lincoln Square
-73.95315552,40.78310394,New York,Upper East Side
-73.96392059,40.76515198,New York,Upper East Side
-73.87446594,40.77401352,Flushing,
-73.96684265,40.76138687,New York,Midtown Center
-73.96842957,40.75492096,New York,Turtle Bay
-74.01512146,40.7142067,New York,Battery Park City
-73.98983002,40.75662613,New York,Theater District-Times Square
-73.95640564,40.7171669,Brooklyn,Greenpoint
-73.99550629,40.73920059,New York,Chelsea
-73.98854065,40.7537117,New York,Garment District
-73.98266602,40.72725296,New York,East Village
-73.99066162,40.73062515,New York,Greenwich Village
-73.98661041,40.76140213,New York,Theater District-Times Square
-73.95431519,40.76414871,New York,Upper East Side
-73.99774933,40.75652313,New York,Hells Kitchen
-74.00987244,40.70571518,New York,Financial District
-74.00437927,40.74238586,New York,Chelsea
-73.86335754,40.76996994,Flushing,
-73.98698425,40.73299026,New York,East Village
-73.97950745,40.76216125,New York,Clinton
-73.98564911,40.74216461,New York,Midtown South Central
-73.98101807,40.77956772,New York,Upper West Side
-73.99203491,40.7353096,New York,Greenwich Village
-73.96269226,40.77853012,New York,Upper East Side
-73.98077393,40.76432419,New York,Clinton
-73.98300171,40.75675583,New York,Theater District-Times Square
-73.98330688,40.77589798,New York,Lincoln Square
-74.0105896,40.71722794,New York,Tribeca
-73.99143219,40.75,New York,Chelsea
-73.9854126,40.73861313,New York,Gramercy Park
-74.00920105,40.71331787,New York,Tribeca
-73.94535828,40.80780029,New York,Harlem
-73.965271,40.7718811,New York,Upper East Side
-73.99437714,40.75096893,New York,Chelsea
-73.99484253,40.73477936,New York,Greenwich Village
-73.97544861,40.74136353,New York,Kips Bay
-73.99749756,40.72127914,New York,Soho
-73.95233154,40.77704239,New York,Yorkville
-73.97875977,40.7241745,New York,East Village
-73.96800995,40.75959015,New York,Midtown Center
-73.78943634,40.64688492,Jamaica,
-74.01046753,40.71382523,New York,Tribeca
-74.00479889,40.7072258,New York,Financial District
-73.86292267,40.76867676,Flushing,
-74.00597382,40.75046158,New York,Chelsea
-74.00666809,40.74932098,New York,Chelsea
-73.95413971,40.77461243,New York,Yorkville
-73.97586823,40.78145599,New York,Upper West Side
-73.99045563,40.74067688,New York,Flatiron District
-73.95716858,40.74349594,Long Island City,Hunters Point
-73.95723724,40.78008652,New York,Upper East Side
-73.94822693,40.78531265,New York,East Harlem
0,0,,
-73.98376465,40.73815918,New York,Gramercy Park
-73.97315979,40.75467682,New York,Midtown Center
-73.97793579,40.78303909,New York,Upper West Side
-73.95983887,40.77096558,New York,Upper East Side
-73.97559357,40.75270844,New York,Midtown Center
-73.98667908,40.76656723,New York,Clinton
-73.96434021,40.8076973,New York,Morningside Heights
-74.00411224,40.72544861,New York,Soho
-73.94998932,40.72235107,Brooklyn,Greenpoint
-73.99438477,40.71928406,New York,Lower East Side
-74.00492859,40.75141907,New York,Chelsea
-74.00661469,40.74427032,New York,Chelsea
-73.97861481,40.78327179,New York,Upper West Side
-73.97272491,40.76145935,New York,Midtown Center
-73.95562744,40.76409531,New York,Upper East Side
-73.9641037,40.76126099,New York,Upper East Side
-73.96050262,40.76992416,New York,Upper East Side
-73.99488068,40.76036072,New York,Clinton
-73.96806335,40.7348938,New York,
-73.98907471,40.73691559,New York,Flatiron District
-74.00643921,40.70760727,New York,Financial District
-73.99497223,40.76052094,New York,Clinton
-73.99169159,40.75031662,New York,Chelsea
-73.9740448,40.77865601,New York,Upper West Side
-73.98519897,40.73569107,New York,Gramercy Park
-73.98062134,40.74862671,New York,Midtown South Central
-73.95766449,40.7178688,Brooklyn,Greenpoint
-73.99047852,40.75632858,New York,Garment District
-73.99107361,40.7536087,New York,Garment District
-73.99507141,40.73995972,New York,Chelsea
-73.98195648,40.76451874,New York,Clinton
-73.96786499,40.80069351,New York,Upper West Side
-73.99636078,40.72958755,New York,Greenwich Village
-73.98812103,40.72805023,New York,East Village
-73.96781921,40.76280212,New York,Upper East Side
-73.97580719,40.74154282,New York,Kips Bay
-73.97289276,40.75292206,New York,Midtown Center
-73.95567322,40.76771545,New York,Upper East Side
-73.98258209,40.76696777,New York,Clinton
-73.99436951,40.75024033,New York,Chelsea
-73.99533081,40.74969482,New York,Chelsea
-73.97483063,40.76499557,New York,Midtown Center
-73.9774704,40.73391724,New York,Stuyvesant Town
-73.99234772,40.74892426,New York,Chelsea
-73.97987366,40.76646042,New York,Clinton
-73.99235535,40.76877975,New York,Clinton
-73.97840118,40.72484207,New York,East Village
-73.98155212,40.72882843,New York,East Village
-73.98235321,40.77443314,New York,Lincoln Square
-73.98156738,40.76528931,New York,Clinton
0,0,,
-73.9593811,40.7828598,New York,Upper East Side
-73.99542999,40.74493408,New York,Chelsea
-73.99027252,40.75095749,New York,Garment District
-74.00315857,40.72346878,New York,Soho
-73.96475983,40.76013184,New York,Turtle Bay
-73.78183746,40.64470291,Jamaica,
-74.00759888,40.70513153,New York,Financial District
-73.97901917,40.76176453,New York,Theater District-Times Square
-74.00270844,40.73078537,New York,West Village
-73.97801208,40.75261307,New York,Midtown Center
-73.97875977,40.76298904,New York,Clinton
-73.98662567,40.76197052,New York,Clinton
-73.96701813,40.76981354,New York,Upper East Side
-73.95773315,40.71783829,Brooklyn,Greenpoint
-74.00623322,40.7336731,New York,West Village
-73.97933197,40.75579834,New York,Midtown Center
-73.9477005,40.78210068,New York,Yorkville
-73.97559357,40.75171661,New York,Midtown Center
-73.97296906,40.76440811,New York,Upper East Side
-73.99124146,40.74975586,New York,Chelsea
-73.98683167,40.76164246,New York,Clinton
-74.01522827,40.71466827,New York,Battery Park City
-74.0046463,40.7306366,New York,West Village
-73.98046112,40.75454712,New York,Midtown Center
-73.96588135,40.75849915,New York,Turtle Bay
-73.99428558,40.75011063,New York,Chelsea
-73.9924469,40.69432831,Brooklyn,
-74.0041275,40.73129654,New York,West Village
-73.9630661,40.71031952,Brooklyn,Williamsburg
-73.98716736,40.72919083,New York,East Village
-73.95704651,40.78620911,New York,Upper East Side
0,0,,
-74.00743866,40.74105072,New York,Meatpacking District
-73.9808197,40.7716217,New York,Lincoln Square
-73.9887085,40.77388382,New York,Lincoln Square
-73.94329071,40.8365593,New York,Washington Heights South
-73.98406982,40.75650787,New York,Theater District-Times Square
-73.99613953,40.73820114,New York,Flatiron District
-73.96232605,40.76073074,New York,Upper East Side
-74.00627136,40.74042511,New York,Meatpacking District
-73.95277405,40.81056595,New York,Morningside Heights
-73.99723816,40.74157715,New York,Chelsea
-73.98303223,40.75634003,New York,Midtown Center
-73.98775482,40.77957153,New York,Lincoln Square
-73.97973633,40.78374863,New York,Upper West Side
-74.00073242,40.72724533,New York,Soho
-74.00539398,40.7407074,New York,West Village
-73.98749542,40.73808289,New York,Gramercy Park
-73.98210907,40.77624893,New York,Lincoln Square
-73.96260071,40.77907944,New York,Central Park
-74.00699615,40.70533752,New York,Financial District
-73.97828674,40.74834061,New York,Murray Hill
-74.00421143,40.74752808,New York,Chelsea
-73.98992157,40.73334503,New York,Greenwich Village
-74.00550842,40.71809387,New York,Tribeca
-74.00067902,40.75820541,New York,Hells Kitchen
-73.97318268,40.7609787,New York,Midtown Center
-73.98042297,40.76491165,New York,Clinton
-73.95869446,40.76363373,New York,Upper East Side
-73.94864655,40.78900909,New York,East Harlem
-73.97128296,40.75982666,New York,Midtown Center
-73.96633911,40.79465866,New York,Upper West Side
-73.95919037,40.77447891,New York,Upper East Side
-73.9681778,40.79980469,New York,Upper West Side
-73.97528839,40.75503159,New York,Midtown Center
-73.98584747,40.77832031,New York,Lincoln Square
-73.95442963,40.78118134,New York,Upper East Side
-73.97048187,40.76491165,New York,Upper East Side
-73.97652435,40.76456833,New York,Midtown Center
-73.97613525,40.7444458,New York,Kips Bay
-73.97939301,40.75281525,New York,Midtown South Central
-73.97512817,40.75201416,New York,Midtown Center
-73.99073792,40.73645782,New York,Flatiron District
-73.98753357,40.74840546,New York,Koreatown
-73.95626068,40.7717514,New York,Upper East Side
-73.95169067,40.77360916,New York,Yorkville
-73.98046112,40.76489258,New York,Clinton
-73.96398163,40.76543045,New York,Upper East Side
-73.97621918,40.77632141,New York,Lincoln Square
-73.96215057,40.76039505,New York,Upper East Side
-73.99034882,40.76151657,New York,Clinton
-73.97171021,40.76554871,New York,Upper East Side
-73.98931885,40.71832657,New York,Lower East Side
-73.98531342,40.74729538,New York,Midtown South Central
-73.96433258,40.77343369,New York,Upper East Side
-73.97979736,40.76522064,New York,Clinton
-74.00247955,40.73978043,New York,Chelsea
-73.99397278,40.7202301,New York,Lower East Side
-73.9883194,40.75996399,New York,Clinton
-73.97271729,40.79351044,New York,Upper West Side
-73.80490875,40.68149567,Jamaica,South Jamaica
-73.97953796,40.74661255,New York,Murray Hill
-73.98231506,40.76207733,New York,Theater District-Times Square
-73.99033356,40.75669861,New York,Garment District
-73.98664856,40.72569656,New York,East Village
-74.00682068,40.73032761,New York,West Village
-73.97450256,40.79118729,New York,Upper West Side
-73.98815155,40.74372101,New York,Midtown South Central
-74.00267029,40.73942184,New York,West Village
-74.0074234,40.70449066,New York,Financial District
-74.01486969,40.71406174,New York,Battery Park City
-73.98290253,40.78198624,New York,Upper West Side
-73.94782257,40.79008865,New York,East Harlem
-73.98864746,40.74780655,New York,Koreatown
-73.97921753,40.76156235,New York,Midtown Center
-73.99481201,40.75027084,New York,Chelsea
-74.0067749,40.73030853,New York,West Village
-73.9848938,40.74543381,New York,Midtown South Central
-73.95581818,40.77967834,New York,Upper East Side
-73.97467804,40.75326157,New York,Midtown Center
-74.00240326,40.73428726,New York,West Village
-73.9851532,40.76858139,New York,Clinton
-73.98083496,40.75034332,New York,Midtown South Central
-73.97402954,40.74272156,New York,Kips Bay
-73.95070648,40.77937698,New York,Yorkville
-74.00798035,40.74787521,New York,Chelsea
-73.95700836,40.78079224,New York,Upper East Side
-73.98170471,40.75681686,New York,Midtown Center
-73.98453522,40.75853348,New York,Theater District-Times Square
-74.01286316,40.70229721,New York,Financial District
-73.99903107,40.76160812,New York,Clinton
-73.97357941,40.7796402,New York,Upper West Side
-73.98596191,40.66953278,Brooklyn,Park Slope
-74.00862885,40.74059677,New York,Meatpacking District
-73.97392273,40.78402328,New York,Upper West Side
-74.0025177,40.74752426,New York,Chelsea
-73.99427032,40.75118256,New York,Chelsea
-73.96509552,40.7594986,New York,Turtle Bay
-73.99210358,40.74923325,New York,Chelsea
-73.99133301,40.77048874,New York,Clinton
-73.96509552,40.76371765,New York,Upper East Side
-73.96208954,40.77373886,New York,Upper East Side
-73.9989624,40.72656631,New York,Greenwich Village
-73.96989441,40.764431,New York,Upper East Side
-73.95498657,40.80501938,New York,Morningside Heights
-73.9712677,40.74419785,New York,Tudor City
-73.99957275,40.76139832,New York,Clinton
-73.80684662,40.65359879,Jamaica,
-73.99060822,40.76136017,New York,Clinton
-74.00135803,40.73384094,New York,West Village
-73.9513092,40.77415848,New York,Yorkville
-73.99508667,40.71829605,New York,Chinatown
-73.99265289,40.75071335,New York,Chelsea
-73.99739838,40.74676132,New York,Chelsea
-73.9908371,40.75793076,New York,Clinton
-74.00097656,40.72108078,New York,Soho
-73.95141602,40.76970291,New York,Upper East Side
-73.97522736,40.72999573,New York,Stuyvesant Town
-73.99852753,40.7232666,New York,Soho
-73.95920563,40.77747726,New York,Upper East Side
-73.9885025,40.74850845,New York,Koreatown
-73.94458771,40.78004074,New York,Yorkville
-73.96486664,40.77407074,New York,Upper East Side
-73.99128723,40.75035858,New York,Chelsea
-73.98867035,40.74851227,New York,Koreatown
-73.9927063,40.75831223,New York,Garment District
-73.98257446,40.76821136,New York,Clinton
-73.9935379,40.7420845,New York,Flatiron District
-73.79134369,40.6458168,Jamaica,
-73.97263336,40.75577164,New York,Midtown Center
-73.97923279,40.77188492,New York,Lincoln Square
-73.95900726,40.78350067,New York,Upper East Side
-73.86322784,40.77007675,Flushing,
-73.96928406,40.75961685,New York,Midtown Center
-73.96704865,40.75642395,New York,Turtle Bay
-73.96804047,40.80252075,New York,Upper West Side
-73.99147034,40.75094604,New York,Chelsea
-74.00858307,40.71865082,New York,Tribeca
-73.99571991,40.74982834,New York,Chelsea
-73.97964478,40.74302292,New York,Kips Bay
-73.98865509,40.71655273,New York,Lower East Side
-73.97288513,40.79592133,New York,Upper West Side
-73.96670532,40.80437469,New York,Morningside Heights
-73.96944427,40.79983902,New York,Upper West Side
-73.98854065,40.74869919,New York,Koreatown
-73.96942139,40.76602554,New York,Upper East Side
-73.95767212,40.77932739,New York,Upper East Side
-73.79153442,40.64589691,Jamaica,
-73.87101746,40.77372742,Flushing,East Elmhurst
-73.97173309,40.75434113,New York,Turtle Bay
-73.98643494,40.75059128,New York,Koreatown
-73.9852829,40.76940918,New York,Clinton
-73.99356079,40.72198105,New York,Nolita
-73.97279358,40.76206207,New York,Midtown Center
-73.78202057,40.64467621,Jamaica,
-73.93891144,40.81580734,New York,Harlem
-73.98534393,40.74409485,New York,Midtown South Central
-73.97483826,40.75496674,New York,Midtown Center
-73.98455811,40.73687363,New York,Gramercy Park
-73.96154022,40.76845169,New York,Upper East Side
-73.9853363,40.72195053,New York,Lower East Side
-73.9959259,40.74377441,New York,Chelsea
-73.95719147,40.76607132,New York,Upper East Side
-73.80773926,40.68704605,Jamaica,Jamaica
-73.95168304,40.77819061,New York,Yorkville
-73.98053741,40.7419281,New York,Kips Bay
-73.78299713,40.64428329,Jamaica,
-73.9621582,40.79494858,New York,Upper West Side
-73.99169922,40.74954224,New York,Chelsea
-73.96688843,40.79394531,New York,Upper West Side
-74.00057983,40.7374115,New York,West Village
-73.98480225,40.75030136,New York,Midtown South Central
-73.97315979,40.76367569,New York,Midtown Center
-73.97277832,40.78091812,New York,Upper West Side
-73.98596954,40.75830841,New York,Theater District-Times Square
-74.00369263,40.7474823,New York,Chelsea
-73.83659363,40.70754242,Richmond Hill,Kew Gardens
-73.99071503,40.74573517,New York,Chelsea
-73.98864746,40.76899719,New York,Clinton
-73.95278931,40.72723007,Brooklyn,Greenpoint
-74.00689697,40.74367142,New York,Chelsea
-73.9960022,40.75896072,New York,Hells Kitchen
-73.98757172,40.71987534,New York,Lower East Side
-73.9778595,40.72938919,New York,East Village
-73.95409393,40.77873611,New York,Upper East Side
-73.9671936,40.79342651,New York,Upper West Side
-73.97846222,40.74526978,New York,Kips Bay
-73.98216248,40.76825714,New York,Clinton
-73.99797821,40.74679565,New York,Chelsea
-73.99118042,40.73503876,New York,Flatiron District
-73.99921417,40.74973679,New York,Chelsea
-73.98325348,40.74988937,New York,Midtown South Central
-73.9807663,40.73379517,New York,Gramercy Park
0,0,,
-73.99263,40.72417831,New York,Noho
-73.93778229,40.80411148,New York,East Harlem
-73.97931671,40.7818718,New York,Upper West Side
-73.98222351,40.77105331,New York,Lincoln Square
-74.009552,40.71329117,New York,Tribeca
-73.95305634,40.76787186,New York,Upper East Side
-73.97844696,40.75149155,New York,Midtown South Central
-73.97676849,40.78779602,New York,Upper West Side
-73.98126984,40.73334885,New York,Gramercy Park
-74.00508118,40.74108505,New York,Chelsea
-73.99674225,40.72560883,New York,Greenwich Village
-73.9818573,40.73661041,New York,Gramercy Park
-73.98162079,40.73696136,New York,Gramercy Park
-74.00656891,40.71577835,New York,Tribeca
-73.95391846,40.76728058,New York,Upper East Side
-73.9746933,40.76246643,New York,Midtown Center
-74.01023865,40.71093369,New York,Financial District
-73.98872375,40.72725677,New York,East Village
-73.98252869,40.77254105,New York,Lincoln Square
-74.00258636,40.73962021,New York,West Village
-73.95539093,40.78294373,New York,Upper East Side
-73.95833588,40.76441574,New York,Upper East Side
-73.98576355,40.76271057,New York,Clinton
-74.00780487,40.70503616,New York,Financial District
-73.97416687,40.74721146,New York,Murray Hill
-73.96645355,40.75378036,New York,Turtle Bay
-73.96045685,40.76987076,New York,Upper East Side
-73.99729919,40.75719452,New York,Hells Kitchen
-73.97914124,40.7496109,New York,Murray Hill
-73.99494934,40.73555756,New York,Greenwich Village
-73.99098969,40.73381042,New York,Greenwich Village
-73.77664185,40.64504623,Jamaica,
-73.98158264,40.73698044,New York,Gramercy Park
-73.98033142,40.75416565,New York,Midtown Center
-74.00115967,40.76191711,New York,Clinton
-73.98060608,40.76216125,New York,Theater District-Times Square
-74.01390839,40.71294022,New York,Financial District
-73.9910965,40.75047302,New York,Chelsea
-73.97948456,40.7598381,New York,Midtown Center
-73.99471283,40.7537384,New York,Garment District
-74.00659943,40.74406052,New York,Chelsea
-73.79059601,40.64420319,Jamaica,
-73.97170258,40.75134659,New York,Turtle Bay
-73.97777557,40.78375244,New York,Upper West Side
-73.95180511,40.7735672,New York,Yorkville
-73.9757309,40.75872421,New York,Midtown Center
-73.95658875,40.766922,New York,Upper East Side
-73.9752121,40.78923035,New York,Upper West Side
-73.96683502,40.7573204,New York,Turtle Bay
-73.98661041,40.725811,New York,East Village
-73.98983765,40.75779724,New York,Clinton
-73.98236847,40.7682457,New York,Clinton
-73.95989227,40.77641296,New York,Upper East Side
-73.9887619,40.73101807,New York,East Village
-73.98391724,40.77545166,New York,Lincoln Square
-73.95922852,40.67747498,Brooklyn,Prospect Heights
-73.9622345,40.77646255,New York,Upper East Side
-74.00559235,40.7491188,New York,Chelsea
-74.00173187,40.73775864,New York,West Village
-73.97068024,40.75125122,New York,Turtle Bay
-73.96188354,40.77619553,New York,Upper East Side
-73.97931671,40.75299072,New York,Midtown Center
-73.95378113,40.778759,New York,Yorkville
-73.99372864,40.74613571,New York,Chelsea
-73.97846222,40.74573898,New York,Kips Bay
-73.99468231,40.73472977,New York,Greenwich Village
-74.01081085,40.71475601,New York,Tribeca
-73.99134064,40.74979019,New York,Chelsea
-73.98686218,40.73925018,New York,Gramercy Park
-73.98856354,40.72149658,New York,Lower East Side
-73.96921539,40.75750351,New York,Turtle Bay
-73.97634125,40.78591537,New York,Upper West Side
-73.98461914,40.75914383,New York,Theater District-Times Square
-73.97226715,40.78126526,New York,Upper West Side
-73.99423218,40.74355316,New York,Chelsea
-74.01683807,40.70482254,New York,Battery Park City
-73.95880127,40.76389694,New York,Upper East Side
-73.80114746,40.67243576,Jamaica,South Ozone Park
-73.98842621,40.74780273,New York,Koreatown
-73.9786377,40.75324631,New York,Midtown Center
-73.95178223,40.76955795,New York,Upper East Side
-74.01223755,40.7027092,New York,Financial District
-73.97457886,40.7912674,New York,Upper West Side
-73.99256134,40.71453857,New York,Chinatown
-73.86355591,40.77011871,Flushing,
-73.9708786,40.76750183,New York,Central Park
-73.94760895,40.77508163,New York,Yorkville
-73.958992,40.77481842,New York,Upper East Side
-73.99042511,40.76758575,New York,Clinton
-73.97705078,40.75096893,New York,Murray Hill
-73.94135284,40.74777222,Long Island City,Long Island City
-73.97000122,40.75326157,New York,Turtle Bay
-73.98110199,40.77933121,New York,Upper West Side
-73.97934723,40.7468338,New York,Murray Hill
-73.96692657,40.75749969,New York,Turtle Bay
-73.99673462,40.72696686,New York,Greenwich Village
-73.99082947,40.76112366,New York,Clinton
-73.95642853,40.7715416,New York,Upper East Side
-74.00099182,40.73931122,New York,Chelsea
-73.98200226,40.75602341,New York,Midtown Center
-73.99349976,40.75249481,New York,Garment District
-73.95256805,40.78353119,New York,Upper East Side
-73.96395111,40.75867844,New York,Turtle Bay
-73.95314789,40.78614426,New York,Upper East Side
-74.00484467,40.74663925,New York,Chelsea
-73.98651123,40.76217651,New York,Clinton
0,0,,
-73.98821259,40.74362946,New York,Midtown South Central
-73.96770477,40.78767776,New York,Upper West Side
-73.97389984,40.78303146,New York,Upper West Side
-73.86294556,40.7691803,Flushing,
-73.96515656,40.75522614,New York,Turtle Bay
-73.87445068,40.77413559,Flushing,
-73.97574615,40.76517105,New York,Midtown Center
-73.78921509,40.64185333,Jamaica,
-73.99423981,40.75115967,New York,Chelsea
-73.99150848,40.75003433,New York,Chelsea
-74.00278473,40.76059341,New York,Hells Kitchen
-73.9977951,40.7410965,New York,Chelsea
-73.96955109,40.76597595,New York,Upper East Side
-73.79035187,40.64387894,Jamaica,
-74.01499176,40.71813202,New York,Battery Park City
-73.98162079,40.7407608,New York,Kips Bay
-73.98994446,40.77233124,New York,Lincoln Square
-74.00611115,40.74215317,New York,Chelsea
-73.97386932,40.76311874,New York,Midtown Center
-73.97421265,40.74223328,New York,Kips Bay
-73.95124817,40.77429581,New York,Yorkville
-73.9536438,40.77923203,New York,Yorkville
-73.98704529,40.73884583,New York,Gramercy Park
-73.94231415,40.83778763,New York,Washington Heights South
-73.95427704,40.78828812,New York,East Harlem
-73.99133301,40.74636078,New York,Chelsea
-73.97997284,40.73497391,New York,Gramercy Park
-73.99261475,40.73875046,New York,Flatiron District
-74.00788116,40.74555588,New York,Chelsea
-73.98898315,40.75289154,New York,Garment District
-73.96304321,40.77243423,New York,Upper East Side
-73.99571991,40.75924683,New York,Hells Kitchen
-73.951828,40.77383041,New York,Yorkville
-73.9881134,40.74602127,New York,Midtown South Central
-73.7904129,40.6437912,Jamaica,
-73.98497009,40.75194168,New York,Midtown South Central
-74.00363159,40.73225021,New York,West Village
-73.96837616,40.75500488,New York,Turtle Bay
-73.97018433,40.79389572,New York,Upper West Side
-74.00384521,40.73172379,New York,West Village
-73.99520874,40.73985672,New York,Chelsea
-73.97411346,40.75302124,New York,Midtown Center
-73.98568726,40.74082184,New York,Kips Bay
-73.99358368,40.74153137,New York,Flatiron District
-73.97151947,40.7568512,New York,Midtown Center
-73.99047852,40.7663765,New York,Clinton
-74.00195313,40.72445297,New York,Soho
-74.00281525,40.73995209,New York,Chelsea
-73.98188019,40.77883911,New York,Lincoln Square
-73.96208191,40.76777649,New York,Upper East Side
-74.01154327,40.6015358,Brooklyn,Bath Beach
-73.97148132,40.74626541,New York,Tudor City
-73.96625519,40.75840378,New York,Turtle Bay
-73.98605347,40.75868607,New York,Theater District-Times Square
-73.96797943,40.75863266,New York,Turtle Bay
