dropoff_longitude,dropoff_latitude,DOCensus_Tract
-73.95990753,40.77931595,14200
-73.97809601,40.78338242,16500
-74.0054245,40.72785568,3700
-73.96674347,40.80099869,19500
-73.99200439,40.6802597,7500
-73.93250275,40.79557037,17800
-73.98186493,40.74899673,8200
-74.00152588,40.71713638,3100
-73.98248291,40.77246094,14900
-73.97422028,40.75970078,10200
-73.97732544,40.78949738,17500
-73.98970032,40.73569107,5200
-74.00527191,40.72849655,3700
-73.95302582,40.76796341,12400
-73.98062134,40.76556778,13700
-74.01432037,40.71443176,31703
-73.95817566,40.72167969,55700
0,0,
-73.98640442,40.74332809,5600
-73.98807526,40.74383545,5800
-73.86563873,40.83339691,7600
-73.98920441,40.75792313,11900
-73.94759369,40.7793808,15400
-73.94947815,40.78489685,15601
-73.96451569,40.75807571,10800
-73.87371826,40.76004028,35300
-73.98152924,40.7145195,1200
-73.95719147,40.77515793,14000
-73.87301636,40.77441406,33100
-73.99117279,40.75827026,12100
-73.99927521,40.73002243,6500
-74.00035858,40.75751877,9900
-74.00553894,40.73884583,7900
-73.97927856,40.75910568,10400
-74.00637054,40.74381638,8300
-73.990448,40.71405411,600
-73.97478485,40.75315475,9200
-73.94660187,40.79235077,17200
-73.97271729,40.78575134,16900
-73.86177063,40.7684288,33100
-73.99106598,40.74232864,5800
-74.00887299,40.70614624,700
-73.99682617,40.68065643,6500
-74.00624084,40.74046326,7900
0,0,
-73.97453308,40.76483917,11201
-73.97420502,40.73974228,6200
-73.95498657,40.69303131,24100
-73.99643707,40.72680664,5501
-73.99140167,40.73912811,5400
-73.99268341,40.75681305,11500
-73.8755188,40.76422119,36100
-73.93993378,40.81525803,21200
-73.98766327,40.76553345,13300
-73.98019409,40.7542305,9400
-74.0161438,40.71487808,31703
-73.95760345,40.80126572,21600
-73.98033142,40.76368713,13700
-73.97135925,40.74864197,8800
-73.95489502,40.76534271,12400
-73.91725922,40.7428894,25301
-73.96689606,40.77064896,12200
-73.99341583,40.71375656,800
-73.95584869,40.77031326,13400
-73.97849274,40.75595856,9400
-73.98827362,40.72790909,3800
-73.95764923,40.78123474,15002
-73.99047089,40.74606323,7600
-73.9814682,40.73006821,3400
-74.01441956,40.71735382,31703
-73.96292877,40.76242828,11000
-73.97805023,40.78050232,16100
-73.98935699,40.76955032,13500
0,0,
-73.96369171,40.76838684,12000
-73.96334839,40.75733185,10601
-73.98077393,40.73780441,6400
-74.00756073,40.7430687,9900
-73.97110748,40.79348373,18300
-73.91028595,40.69189835,41300
-74.00576019,40.71751022,3300
-73.8968277,40.74298096,26300
-73.92579651,40.74542618,17900
-73.98657227,40.76691437,13900
-73.99098206,40.75130463,10900
-73.98869324,40.72726059,3800
-73.98896027,40.7231102,3602
-73.97309113,40.68937302,18100
0,0,
-73.78379822,40.64377594,71600
-73.98079681,40.72135925,2202
-73.98680878,40.76676178,13900
-73.86455536,40.77017212,33100
0,0,
-73.97422028,40.75639725,9200
-73.91845703,40.69923019,43100
-73.78633881,40.64421844,71600
-73.98059845,40.67235184,13500
-74.00791931,40.73118591,6900
-73.99034882,40.73458099,6100
-73.97691345,40.75806808,10200
-73.94654083,40.77269363,13600
-73.95780182,40.71770096,55300
-73.99520111,40.74507904,9100
-73.98698425,40.75167084,10900
-74.00908661,40.71866226,3900
-73.98760986,40.75059891,10900
-73.98324585,40.75035095,8400
-73.87236786,40.77412033,33100
-73.97481537,40.79024124,17500
-73.98805237,40.77386093,15100
-73.98436737,40.72890472,4000
-73.95666504,40.7712059,13400
-74.02987671,40.61434555,16200
-73.98918152,40.76369095,13300
-73.98760223,40.71358109,600
-73.95365906,40.77183151,13400
-73.9675293,40.75949097,10800
-73.97878265,40.75185013,8200
-73.99158478,40.75005341,10100
-73.98257446,40.74559402,7400
-73.9646759,40.75564194,8603
-73.95404816,40.78154373,14802
-73.95500946,40.7859993,16001
-73.96085358,40.7780304,14200
-73.96296692,40.77045822,12800
-73.95586395,40.77277374,13400
-73.95384216,40.78473663,15801
-73.97969055,40.75593185,9600
-73.98685455,40.73973083,5600
-73.94910431,40.79603195,17401
-73.91355133,40.75814056,15300
-73.9855957,40.71980667,3001
-74.01234436,40.71693802,3900
-73.95298004,40.81521988,21303
-73.97086334,40.79627991,18700
-73.97991943,40.74297333,7000
-73.97510529,40.76341629,11201
-74.0029068,40.73363876,7300
-73.98236847,40.7709465,14900
-73.97354889,40.75514221,9200
-73.98963165,40.74383163,5800
-73.99852753,40.71551132,2900
-74.00701141,40.70849609,1502
-73.98474884,40.72889328,4000
-73.98719788,40.74473953,7400
-73.90831757,40.7231636,53100
-74.00391388,40.72096634,4700
-73.99143219,40.74430084,5800
-73.98983002,40.73370361,4200
-73.9892807,40.7476387,7600
-73.98009491,40.74296951,7000
-73.99880981,40.76114273,12900
-73.9892807,40.75800705,12100
-73.96104431,40.76111221,11000
-73.97531128,40.75518417,9200
-73.99025726,40.7731514,15100
-73.95596313,40.77898026,14801
-73.97922516,40.76122665,10400
-74.00445557,40.74240494,8300
-73.99034882,40.72583008,3800
-73.97124481,40.75770187,10000
-73.98303986,40.75547791,9600
-73.9822464,40.74766159,7400
-73.98835754,40.7373085,5000
-73.95140076,40.76988602,13200
-73.9373703,40.80858612,20600
-73.9468689,40.78031921,15400
-73.96849823,40.76307678,11402
0,0,
-73.93722534,40.82078171,23200
-73.97647095,40.76418686,11201
-73.99491882,40.71816254,1600
-73.98525238,40.74720383,7400
-73.90744019,40.81759644,7500
-73.98241425,40.76377106,13100
-73.98867798,40.76504517,13300
-74.00475311,40.73983765,7700
-73.97246552,40.75918961,10000
-73.98320007,40.72437286,3200
-73.97867584,40.77228928,14300
-74.01404572,40.71709824,31703
-74.00828552,40.74889755,9900
-74.00569916,40.74018097,7900
-73.93997192,40.74570465,17100
-73.99504852,40.7414093,8700
-73.98363495,40.76217651,13100
-73.9655304,40.80799103,20500
-73.97727966,40.77245712,14300
-73.99200439,40.72603989,5502
0,0,
-73.96859741,40.64933395,17700
-73.96472168,40.7701149,13000
-73.96768188,40.77156067,13000
-73.98664093,40.76668549,13900
-73.95774078,40.76865768,12600
-73.96243286,40.77019501,12800
-73.99234772,40.74349594,5800
-73.97985077,40.77548218,15300
-73.97200012,40.79185867,17900
0,0,
-73.98551178,40.74959946,7600
-73.98870087,40.75370407,11300
-73.95782471,40.71112823,52300
-73.98375702,40.74914169,8200
-73.9796524,40.73291016,4400
-73.97345734,40.75572968,9200
-73.95178223,40.79125595,16800
-73.99629211,40.68247223,6700
-73.98097229,40.78765869,17100
-73.99266815,40.66585159,11700
-73.98945618,40.75782013,12100
-74.0030899,40.75630951,9900
-73.99508667,40.7562294,11500
-73.87670135,40.75997162,35100
-73.95706177,40.76628113,12400
-73.9908371,40.73182678,6100
-73.96485901,40.7641716,12000
-73.95703888,40.76836014,12600
-73.9707489,40.79666138,18700
-73.99230957,40.74271011,5800
-73.98181915,40.76831818,14500
-73.96828461,40.76685715,12200
-73.9673233,40.75342941,9000
-73.96650696,40.77312469,13000
-73.87114716,40.77426147,33100
-73.95697021,40.71251678,52300
-73.99938965,40.73369217,6300
-73.98758698,40.74115372,5600
-73.9797821,40.76128006,13100
-73.98667145,40.68598175,4100
-73.9672699,40.76937866,12200
-74.0017395,40.71970749,4700
-73.99996185,40.73460388,7100
-73.78447723,40.64356232,71600
-73.98159027,40.76547623,13700
-73.95381165,40.76692581,12400
-73.97006989,40.78930664,17700
-73.79030609,40.6438446,71600
-73.98777771,40.73262024,4200
-73.99581909,40.76446152,12900
-73.96858215,40.75785446,9800
-73.96287537,40.68854523,19700
-73.74394226,40.60978699,411600
-73.87068939,40.77389526,33100
-73.94403839,40.77642059,14402
-73.98457336,40.75417328,8400
-73.98765564,40.73556137,5000
0,0,
-74.01652527,40.71019363,31704
-73.97871399,40.75908279,10400
-73.97212219,40.75973511,10200
-73.99076843,40.73478317,6100
-73.98095703,40.78009415,16300
-73.9552002,40.7199707,51700
-73.99588013,40.76079941,12900
-73.95650482,40.77474594,13800
-73.94744873,40.82531738,23100
-73.8559494,40.75834274,37300
-73.98143768,40.7630806,13100
-73.97245026,40.75748062,10000
-73.98409271,40.76745987,13900
-73.99084473,40.77121353,15100
-73.98339844,40.75870132,12500
-74.01157379,40.70811844,1300
-74.00428009,40.74221039,8300
-74.01154327,40.70962906,1300
-73.98716736,40.73953629,5600
-73.97675323,40.77508163,14300
-73.97012329,40.76245499,11203
-73.95098877,40.7776413,14602
-73.98152161,40.75540161,9600
-73.9807663,40.75746918,9600
-73.37373352,40.68688583,124102
-73.96403503,40.77092743,13000
-73.96220398,40.76146317,11000
-73.99271393,40.7338829,6100
-73.97395325,40.76420975,11201
-73.97126007,40.74971008,8800
-73.97691345,40.74774551,8000
-73.9588623,40.7723999,12800
0,0,
-73.97921753,40.77348709,15300
-73.99542999,40.76218033,12900
-73.9822998,40.77170944,14900
-73.97921753,40.73553085,6000
-74.00843048,40.70391846,700
-73.97940063,40.7495079,8000
-73.99058533,40.70278931,2100
-73.95995331,40.79844284,19300
-73.87123871,40.77428055,33100
-73.99373627,40.75164413,10100
-73.96956635,40.8012085,19100
-73.96592712,40.76583099,12000
-74.00283813,40.76054001,11700
-73.98371887,40.75566101,11900
-73.98188019,40.7694931,14500
-73.98822784,40.75432587,11300
-73.97815704,40.75125885,8000
-74.00701141,40.7039566,700
0,0,
-73.95986176,40.77073669,12600
-73.97855377,40.75062943,8000
-73.96511841,40.77494431,13000
-73.98355865,40.75857162,12500
-73.98120117,40.75344086,8400
-73.79105377,40.64632034,71600
-73.87155914,40.77437973,33100
-73.99100494,40.75080109,10100
-73.97470856,40.758564,10200
0,0,
-74.01060486,40.71396255,2100
-73.98493195,40.75608826,11900
-73.97034454,40.76221085,11202
-73.98112488,40.78109741,16300
-73.95464325,40.77485275,13800
-73.84919739,40.67683029,5400
-73.9444809,40.77970886,15200
-74.00549316,40.72698975,3700
-73.97670746,40.75874329,10200
-73.9556427,40.76427078,11600
-73.9899292,40.72946548,3800
-73.98284912,40.72284317,3200
-74.02106476,40.63247299,13000
-73.98158264,40.76097488,13100
-74.01446533,40.70399857,31900
-73.95323181,40.78173065,14802
-74.00871277,40.73751068,7900
-73.99315643,40.73671722,5400
-73.9991684,40.76132584,12900
-73.9998703,40.76136398,11700
-73.95978546,40.76773834,12600
-73.96963501,40.76104355,11203
-73.89566803,40.75064468,29100
-73.86492157,40.77046967,33100
-73.98685455,40.74436569,5600
-73.95664978,40.76903152,12600
-73.99589539,40.75918961,11700
-73.97898865,40.75605774,9400
-73.99356842,40.73258591,5900
-73.99358368,40.74322128,9100
-74.01289368,40.70217896,900
-73.99205017,40.74923706,10100
-74.0038681,40.75907898,9900
-74.00919342,40.70980835,1502
-73.96286774,40.77059937,12800
-73.97016144,40.75383377,9000
-74.00882721,40.70413971,700
-73.98464966,40.73551178,4800
-74.00080872,40.76179123,11700
-73.97884369,40.74069214,6600
-74.00868988,40.71294403,2100
-73.98518372,40.72385788,3200
-74.00769806,40.72587967,3700
-73.95706177,40.77401352,13400
-73.89995575,40.72603226,51100
-73.99008179,40.74845123,10100
-73.98995972,40.73551178,5200
-73.99404907,40.74964905,10100
-73.97317505,40.75491714,9200
-73.97438049,40.69588089,18501
-73.94958496,40.77237701,13600
-73.99028778,40.76654053,13300
-73.98875427,40.74678802,7600
-74.00885773,40.73163223,6900
-73.9838028,40.73009872,4000
-73.96707916,40.79362106,18500
-73.99075317,40.73476028,6100
-73.96012115,40.67105484,21300
-73.98204041,40.76951599,14500
-73.96219635,40.77622986,14200
-73.95336914,40.77963257,14602
-73.99192047,40.74977493,10100
-74.00684357,40.71509171,2100
-73.9783783,40.77813339,15700
-74.00971222,40.72219849,3900
-73.96766663,40.79449844,18500
-73.98098755,40.73809433,6400
-73.99342346,40.74308014,9100
-73.96838379,40.75613022,9800
-73.98451996,40.72638321,3200
-73.99487305,40.76003265,12100
-73.981987,40.76538086,13700
-74.00240326,40.73321533,7100
-73.96053314,40.76184845,11000
-73.98229218,40.76249695,13100
-73.9834137,40.74829865,7400
-73.99375153,40.7518959,10300
-73.96524811,40.62962341,53000
-73.99079895,40.77014923,13500
-74.01048279,40.73228836,6900
-73.99298859,40.73728943,5400
-74.00180054,40.7336235,7100
-73.98575592,40.77807617,15500
-73.990242,40.74782562,10100
-73.97462463,40.67999649,16100
-73.99474335,40.76599121,13500
-73.9852066,40.7469635,7400
-74.00390625,40.7481575,9900
-73.9704895,40.75325775,9000
-73.98448944,40.74840164,7400
-73.99957275,40.72618866,4900
-73.97479248,40.78816605,17500
-73.94953156,40.77684021,14601
-73.98883057,40.72018051,1800
-73.97286987,40.7531395,9200
-73.9757309,40.75184631,9200
-73.98109436,40.7628212,13100
-73.98568726,40.75295639,11300
-74.01696777,40.70953751,31704
-73.96061707,40.65386963,50803
-74.17720032,40.69504547,980200
-73.99189758,40.74899673,10100
-73.86127472,40.76799774,33100
-73.99829102,40.7358017,7100
-74.00583649,40.73619843,7700
-73.97280884,40.74893188,8800
-73.94820404,40.77874374,14602
-73.99165344,40.74980545,10100
-73.99075317,40.74536133,5800
-74.00534821,40.7379837,7700
-73.98718262,40.75336838,11300
-73.97058868,40.75177765,9000
-73.97213745,40.76574326,14300
-73.9535675,40.77946091,14802
-73.94970703,40.73389053,57900
-74.00000763,40.73843384,7700
-73.97468567,40.76242828,11201
-73.98912048,40.74850845,10100
-73.85521698,40.84014893,21002
-73.99745941,40.76454544,12900
-73.9595871,40.77194977,12800
-73.99840546,40.72372055,4900
-73.96333313,40.76919556,12800
-73.99871826,40.75383377,10300
-73.97090912,40.75871658,10000
-73.99393463,40.73120499,5900
-73.98595428,40.75091934,8400
-73.97145844,40.79266357,17900
-73.99274445,40.73728561,5400
-73.96157837,40.7804451,14300
-73.99085236,40.73448563,6100
-73.8658371,40.77106857,33100
-73.97451782,40.75493622,9200
-74.00125122,40.73927689,8100
-73.97621155,40.76564026,11201
-73.96157837,40.77150345,12800
-73.99385834,40.72841263,5700
-73.97893524,40.72365952,2602
-73.97962952,40.78807068,17100
-73.9486618,40.78615189,15802
-73.97861481,40.75119019,8200
-73.96266174,40.76697159,12000
-73.94702911,40.72288513,57100
-73.95823669,40.77316666,14000
-73.98225403,40.7726326,14900
-73.98207092,40.72393036,3200
-73.97811127,40.75397873,9400
-73.96659088,40.79344177,18500
-74.01670074,40.7096405,31704
-73.97451019,40.77827072,16100
-74.00775909,40.75234604,9900
-73.97566223,40.75521088,9400
-73.99865723,40.75357437,10300
-73.96909332,40.75799561,9800
-73.97851563,40.74802017,8000
-73.97969055,40.76166916,13100
-74.00537109,40.7417717,8300
-73.98889923,40.73402786,5000
-74.00680542,40.72016907,3300
-74.00430298,40.74230576,8300
-73.97138977,40.78622055,17300
-73.98762512,40.71970367,1800
-73.98609924,40.77767944,15500
-73.96240234,40.76372147,11000
-74.00388336,40.73181152,6700
-73.95456696,40.76951981,13200
-73.95349884,40.76464844,11600
-73.98921967,40.74766922,7600
-73.95367432,40.7870369,16002
-73.95876312,40.77293396,12800
-73.99198151,40.75940704,12100
-74.00458527,40.74209976,8300
-73.7949295,40.6445961,71600
-73.97680664,40.75882721,10200
-73.74632263,40.73503876,129102
-73.95674896,40.77537155,14000
-74.00373077,40.71913528,3300
-73.97093964,40.80012131,19100
-74.00098419,40.74175644,8100
-73.99375916,40.724617,5502
-73.7824173,40.6486969,71600
-73.96126556,40.75875854,10601
-73.98348999,40.74446106,7400
-73.97864532,40.74474716,7000
-74.00675964,40.73371887,7500
-73.97592926,40.73061752,4400
-73.97418213,40.75665283,10000
-73.95467377,40.76713943,12400
-73.96788025,40.79260254,18100
-74.01325989,40.70573425,900
-73.96427155,40.80789566,20500
-73.97342682,40.75261307,9200
-74.00286865,40.73020935,6700
-73.9914093,40.74985123,10100
-73.95669556,40.77985001,14801
-74.01550293,40.71120834,31704
-73.97100067,40.76581573,11401
-73.98508453,40.75645065,11900
-73.9640274,40.77096176,13000
-73.92771149,40.86109543,28500
-73.96369934,40.80279541,19300
-73.99136353,40.74494171,9500
-74.00917816,40.7259903,3700
-73.99015808,40.75195313,10900
-73.96333313,40.76886368,12000
-73.95038605,40.68394089,24500
-73.96308899,40.76926041,12800
-73.78890228,40.64728928,71600
-73.99541473,40.76938248,13500
-73.98123169,40.75276184,8200
-73.98108673,40.75038528,8200
-72.71173859,41.77233887,504200
-73.98983765,40.73868561,5200
-73.98709106,40.71485519,1401
-73.94877625,40.78504562,15602
-74.00621033,40.73378754,7300
-73.9670105,40.76516724,12000
-73.96775818,40.76270676,11402
-73.954216,40.77316666,13800
-73.96614838,40.75843048,10800
-73.97406006,40.7638092,11201
-73.90691376,40.76296616,14500
-73.9937439,40.75214386,10300
-74.00379944,40.70581055,1502
-74.01002502,40.70991135,1300
-73.99091339,40.76097488,12100
-73.98731995,40.75847626,11900
-73.97975159,40.76601791,13700
-73.96285248,40.80979156,20500
-74.01441956,40.71551895,31703
-73.97788239,40.78366089,16500
-73.98146057,40.72878265,3400
-73.95277405,40.78346634,15801
-73.98270416,40.77219772,14900
-74.01676941,40.7062912,31704
0,0,
-73.9666748,40.76172638,11402
-74.00443268,40.7073555,1502
-73.99212646,40.75925064,12100
-74.00460052,40.71617889,3100
-73.98117828,40.76335526,13100
-73.98252869,40.7682991,14500
0,0,
-73.99266815,40.73549271,6100
-73.99461365,40.75056076,10100
-73.98034668,40.76197433,13100
-73.99012756,40.75076294,10100
-73.97853088,40.77745819,15700
-73.96073914,40.77412033,14000
-73.99422455,40.72836685,5502
-73.95281219,40.7783699,14602
-73.98691559,40.73498535,5000
-73.98607635,40.74646759,7600
-73.99363708,40.72174835,4300
-73.98207855,40.7723732,14900
-73.98401642,40.74339676,7200
-73.98271942,40.77809906,15900
-73.98686218,40.73944092,6800
-73.98840332,40.757267,11900
-73.95749664,40.77853012,14000
-73.99172974,40.75799942,11500
-73.99381256,40.76206589,12900
-73.97681427,40.75509644,9400
-73.95417023,40.77846527,14601
-73.99179077,40.76005173,12100
-73.94804382,40.80409241,20000
-74.00910187,40.73471069,7500
-73.98261261,40.69609833,1500
-73.97499847,40.75798035,10200
-73.99761963,40.67635345,7700
-73.98677826,40.76031876,12500
-73.82230377,40.72799683,77906
-73.9936142,40.73583603,6100
-73.96253967,40.76741028,12000
-73.98974609,40.75756454,12100
-74.00251007,40.74990463,9700
-73.99667358,40.73471832,6300
-73.98891449,40.76343918,12700
-73.98862457,40.75410461,11300
-73.97727203,40.78433228,16500
-73.95790863,40.76863098,12600
-73.95669556,40.7792244,14801
-73.98054504,40.77228165,14900
-73.98284149,40.75844574,12500
-73.96112061,40.75925446,10601
-73.95438385,40.78393936,15801
-73.99613953,40.73809052,5400
-73.95552826,40.76388168,11600
-73.9895401,40.73975372,5200
-74.00931549,40.72065353,3900
-73.98233032,40.76663971,13700
-73.98899841,40.73823929,5200
-74.00629425,40.74383545,8300
-73.98191833,40.72937393,3400
-73.98471069,40.74232864,6800
-73.98188019,40.76845551,14500
-73.971138,40.76018143,10000
-73.95519257,40.80606079,25700
-73.87722778,40.82480621,5001
-73.98127747,40.74153137,6800
-73.9497757,40.7816925,15400
-74.00965118,40.72267151,3900
-74.00366211,40.75656128,9900
-73.95174408,40.72745895,57300
-73.99688721,40.72882843,5501
-74.00601959,40.70819092,1502
-73.98700714,40.7147789,1401
-73.87250519,40.77430725,33100
-73.99103546,40.73399353,6100
-74.01213837,40.70777512,1300
-73.96487427,40.7639389,11402
-73.78161621,40.64697647,71600
-74.00565338,40.73317719,7300
-73.97399139,40.7639389,11201
-73.97360992,40.7627182,11202
-73.96012115,40.80796814,20101
-73.98685455,40.77601242,15500
-73.99360657,40.73571396,6100
-73.861763,40.76842117,33100
-73.96164703,40.79851913,18900
-73.94378662,40.70179749,50700
-73.9440155,40.80101013,18400
-73.95111084,40.77257919,13600
-73.99723816,40.71422577,1600
-73.99369812,40.73921967,5400
-73.98877716,40.72299576,3602
-73.97836304,40.74534988,7000
-74.00063324,40.72995377,6500
-73.98019409,40.7625618,13100
-73.93504333,40.79644012,17800
-74.00547791,40.75115967,9900
0,0,
-73.99066162,40.75631332,11500
-73.9592514,40.77468872,14000
-73.9932251,40.71536636,1600
-73.99723816,40.73740005,7100
-73.95530701,40.80454254,20102
-73.99091339,40.73461914,6100
-73.97229767,40.76295853,11202
-73.97896576,40.76422501,13700
-74.01374054,40.71504211,31703
-74.00080872,40.73989868,8100
-73.99466705,40.75008774,10100
-73.9668808,40.75274658,8603
-73.95290375,40.76753235,12400
-73.98184204,40.77864838,15900
-73.99035645,40.75225067,10900
-73.97229767,40.69036865,18300
-73.98698425,40.72829437,3800
-73.9928894,40.73693085,5200
-73.95887756,40.77414703,14000
-73.94677734,40.77583694,14402
-73.98717499,40.7504425,8400
-73.98876953,40.68608093,4300
-73.86162567,40.76829147,33100
-73.98381805,40.74349976,7200
-73.97703552,40.7859993,17100
-73.99009705,40.7395668,5200
-73.98145294,40.74223709,7200
-73.99137115,40.74505234,9500
-73.95117188,40.78284836,15801
-73.97369385,40.75123215,8800
-73.98887634,40.73695374,5200
-73.96813202,40.68965912,19500
-73.99401093,40.73258972,5900
-73.87232208,40.77432632,33100
-73.96788788,40.75622177,9800
-73.93041992,40.76282883,4500
-73.93933868,40.79766846,18800
-73.98867798,40.71931076,1800
-73.98072815,40.75806808,9600
-74.00807953,40.73934174,7900
-73.97307587,40.78266525,16500
-73.99573517,40.76931381,13500
-73.89579773,40.74116516,48300
-73.94707489,40.77179337,13600
-73.9851532,40.72441483,3200
-73.95956421,40.69643021,123700
-73.86144257,40.76812363,33100
-73.94945526,40.78196716,15400
-73.99105072,40.75042725,10100
-73.99478149,40.74533844,9100
-73.97551727,40.7611618,10400
-73.98764801,40.72699738,3800
-73.967453,40.79032516,17700
-73.98599243,40.73089218,4000
-73.92794037,40.75576401,5700
-73.97554779,40.76022339,10200
-73.97420502,40.74951172,8800
-73.97628021,40.78878784,17500
-73.96880341,40.7519455,9000
-73.98439026,40.71311569,202
-73.98674774,40.77907562,15900
-73.97189331,40.74968338,8800
-73.94429779,40.71414566,49700
-73.87410736,40.73078156,68700
-73.98162842,40.78367615,16700
-74.01236725,40.70110703,900
-73.9887619,40.73225021,4200
-73.97176361,40.75709534,10000
-73.98373413,40.76013565,12500
-73.97314453,40.75881195,10200
-73.97917938,40.77693939,15700
-73.95711517,40.77455521,14000
-73.98525238,40.7638588,13300
-73.98108673,40.78840256,17100
-73.98168945,40.74232483,7200
-73.9928894,40.74250412,5800
-73.98484039,40.74581146,7400
-73.95867157,40.74369812,100
-74.00551605,40.71110916,1501
-74.00832367,40.73566055,7500
-73.94933319,40.7767601,14401
-73.9802475,40.75302887,8200
-73.87055206,40.75702667,37700
-73.96679688,40.62950134,46000
-73.98898315,40.69483948,1100
-73.98815155,40.74084854,5600
-73.98176575,40.76747513,13700
-73.91120911,40.81938171,7100
-73.98332977,40.72647476,3200
-73.97359467,40.76182556,10200
-73.97981262,40.74322891,7000
-73.96808624,40.76234436,11402
-73.98509979,40.75760269,11900
-74.00906372,40.7136116,2100
-73.95441437,40.7694931,13200
-73.99874878,40.73198318,6500
-74.00260925,40.73381042,7300
-73.94068146,40.7932663,18000
-73.95187378,40.76956177,13200
-73.91799927,40.75614929,15900
-73.99821472,40.7457428,9300
-73.96238708,40.75458145,8603
-73.9677887,40.79111481,17700
-73.97559357,40.78969193,17500
-73.98348999,40.73014832,4000
-73.97894287,40.76183319,10400
-73.95841217,40.7899704,14300
-73.98413849,40.72917557,3400
-73.96687317,40.7570076,9800
-73.95215607,40.77787018,14601
-73.98847198,40.74874878,7600
-74.00247192,40.68577194,4700
-73.91666412,40.76861954,6501
-73.97920227,40.73719025,6400
-74.00171661,40.73558807,7300
-73.97970581,40.72722244,3400
-74.04457092,40.73498154,7800
-73.97451019,40.75381088,9200
-73.99091339,40.71492767,1600
-74.04019928,40.74174881,19000
-73.98826599,40.72337723,3002
-73.95509338,40.77729416,13800
-73.9745636,40.77983856,16100
-74.01341248,40.71512604,31703
-73.99743652,40.73268509,6300
-73.98361206,40.75450134,8400
-73.96460724,40.76150513,11000
-73.98893738,40.76856232,13900
-73.95869446,40.76067352,10602
-73.98854828,40.73297119,4200
-73.95991516,40.76282883,11000
-73.95625305,40.76357269,11600
-73.98322296,40.66262054,14900
-73.97754669,40.75799179,10200
-73.98941803,40.74060822,5600
-74.00526428,40.70710373,1502
-73.96841431,40.7617836,11203
-73.88169098,40.82709503,5200
-73.99371338,40.74576187,9100
-74.00700378,40.73485184,7500
-73.97521973,40.7640419,11201
-73.97288513,40.76171875,11202
-73.97133636,40.75611115,10000
-73.97022247,40.79489517,18300
-73.91549683,40.81507874,4300
-73.96472168,40.80140305,19300
-73.99581146,40.74911118,9700
-73.97029877,40.75254059,9000
-73.92053986,40.73949814,18502
-73.99088287,40.75582886,11500
-73.99180603,40.72669601,5502
-73.98990631,40.73464966,5000
-73.99388885,40.75025558,10100
-73.87091827,40.7718811,33100
-74.00985718,40.77974319,15801
-73.97203827,40.76458359,11401
-73.99614716,40.75355148,11100
-73.95201874,40.77470016,13800
-73.98028564,40.74430466,7200
-73.99079132,40.75086212,10100
-73.99362946,40.74619675,9500
-73.98139954,40.72494888,3200
-73.95574951,40.77954102,14801
-73.97234344,40.74911118,8800
-73.98714447,40.74322128,5600
-73.9782486,40.75270844,9400
-73.99542999,40.72805786,5501
-73.99304962,40.75131989,10100
-73.99389648,40.72875214,5700
-73.98953247,40.75896072,12100
-73.86113739,40.76793289,33100
-74.01724243,40.7053833,31704
-73.98529816,40.73875046,6800
-73.96641541,40.75336456,8603
-73.96657562,40.76970291,12200
-73.95162964,40.78496933,15801
-73.93195343,40.79536819,17800
-74.0058136,40.71487045,3300
-73.94563293,40.78204727,15601
-74.00302887,40.76033401,11700
-73.98739624,40.7359314,5000
-73.96572876,40.76121521,11000
-73.99577332,40.74378586,9100
-73.97451782,40.75085449,9200
-73.99971771,40.72877121,6500
-74.01511383,40.70996094,31704
-73.98403168,40.75473022,8400
-73.98686218,40.73675156,5000
-74.0117569,40.70824051,1300
-73.98421478,40.76320648,13100
-73.84146118,40.72006226,73700
-73.95088959,40.78606033,15802
-73.9863739,40.76231766,12700
-73.94727325,40.78423309,15601
-73.9822464,40.76914215,14500
-73.87026978,40.77346802,33100
-74.00759888,40.74093246,7900
-73.99473572,40.72475052,4300
-73.98912048,40.75676727,11300
-73.95853424,40.81623077,21900
-73.9907608,40.66802216,11700
-73.98615265,40.71869659,1402
-74.0011673,40.75704956,9900
-73.97212982,40.74907684,8800
-74.00429535,40.74250031,8300
-73.97364044,40.7628212,11202
-73.97904968,40.77219009,14900
-73.96699524,40.79825592,18900
-73.98402405,40.74630737,7400
-73.97464752,40.74760056,7800
-73.78973389,40.64304733,71600
-73.99398041,40.74328232,9100
-73.97990417,40.67616272,13300
-73.99279785,40.73088837,5900
-73.98995209,40.74643326,7600
-73.98209381,40.77911758,15900
-73.98378754,40.72560501,3200
-73.974617,40.75349426,9200
-74.00595093,40.70625305,1502
-73.92684937,40.83087158,6300
-73.99333191,40.66489029,14300
-74.00454712,40.73278046,7300
-74.00025177,40.73030853,6500
-73.99416351,40.74607468,9500
-73.97416687,40.76252365,11202
-73.99146271,40.76021576,12100
-73.9850769,40.7567749,11900
-74.00291443,40.74864197,9300
-73.98235321,40.75434875,9600
-74.00914764,40.72603607,3700
-74.01148987,40.7229805,3900
-73.96935272,40.76185989,11203
-73.98182678,40.74079132,6800
-73.98547363,40.76958847,14500
-73.95207977,40.7746315,13800
-73.89021301,40.74074173,48500
-73.95204163,40.81061172,25700
-73.98451996,40.73212814,4000
-73.98739624,40.72908401,3800
-74.00401306,40.74271011,8300
-73.95349121,40.77251053,13400
-73.98065186,40.7369957,6400
