dropoff_longitude,dropoff_latitude,DOcity,DOborough
-73.96946716,40.76693344,New York,Upper East Side
-74.01007843,40.72021103,New York,Tribeca
-73.95520782,40.73514938,Brooklyn,Greenpoint
-73.91548157,40.8393898,Bronx,Concourse
-73.98200226,40.76239014,New York,Theater District-Times Square
-74.00396729,40.75300598,New York,Chelsea
-73.98615265,40.74522018,New York,Midtown South Central
-73.9818573,40.76294327,New York,Clinton
-73.97428894,40.75180435,New York,Midtown Center
-73.98364258,40.76280975,New York,Theater District-Times Square
-74.00791931,40.71710587,New York,Tribeca
-73.99093628,40.7395401,New York,Flatiron District
-73.95879364,40.76383972,New York,Upper East Side
-73.78305054,40.64388657,Jamaica,
-73.97515106,40.74567795,New York,Murray Hill
-73.9888916,40.74258041,New York,Midtown South Central
-74.01015472,40.71436691,New York,Tribeca
-74.00084686,40.69272995,Brooklyn,
-73.99656677,40.73761749,New York,Greenwich Village
-73.95187378,40.77206039,New York,Yorkville
-74.00106812,40.7430954,New York,Chelsea
-73.95400238,40.79017258,New York,East Harlem
-73.94782257,40.78804016,New York,East Harlem
0,0,,
-73.96209717,40.75626373,New York,Sutton Place
-73.98077393,40.74436188,New York,Kips Bay
-73.97525024,40.64070511,Brooklyn,Kensington & Parkville
-73.99085999,40.74541855,New York,Midtown South Central
-73.95007324,40.77542877,New York,Yorkville
-73.94978333,40.77369308,New York,Yorkville
-74.00415039,40.73543549,New York,West Village
-73.9499588,40.80213547,New York,Harlem
-73.98072815,40.75331116,New York,Midtown Center
-73.98947144,40.76031876,New York,Clinton
-73.98750305,40.74457932,New York,Midtown South Central
-73.98292542,40.76794434,New York,Clinton
-73.95038605,40.78354263,New York,Yorkville
-73.96173096,40.72036362,Brooklyn,Greenpoint
-73.99584198,40.74892807,New York,Chelsea
-73.97376251,40.75620651,New York,Midtown Center
-73.98548126,40.74336243,New York,Midtown South Central
-73.93309784,40.74463654,Long Island City,Sunnyside
-73.98587036,40.71945953,New York,Lower East Side
-74.00798798,40.71718597,New York,Tribeca
-73.96820831,40.76171875,New York,Midtown Center
-73.78150177,40.72973633,Fresh Meadows,Fresh Meadows
-73.92441559,40.74312592,Sunnyside,Sunnyside
-73.998909,40.74388123,New York,Chelsea
-73.97345734,40.75967407,New York,Midtown Center
-74.00281525,40.72481537,New York,Soho
-73.96003723,40.77057648,New York,Upper East Side
0,0,,
-73.99565125,40.64546967,Brooklyn,Sunset Park
-73.96034241,40.76002121,New York,Upper East Side
-74.01018524,40.70344162,New York,Financial District
-73.99076843,40.74451828,New York,Midtown South Central
-73.98314667,40.72143173,New York,East Village
-73.98693848,40.7574501,New York,Theater District-Times Square
-73.98296356,40.75632095,New York,Midtown Center
-73.99042511,40.75118637,New York,Garment District
-74.00041962,40.74642181,New York,Chelsea
-73.986763,40.7684288,New York,Clinton
-73.99220276,40.76425171,New York,Clinton
-73.98944092,40.76037979,New York,Clinton
-73.9862442,40.73066711,New York,East Village
-73.96147919,40.7962532,New York,Upper West Side
-73.99384308,40.73894119,New York,Flatiron District
-73.94002533,40.84121704,New York,Washington Heights South
-74.00591278,40.70684814,New York,Financial District
-74.00743103,40.73986053,New York,West Village
-73.96376038,40.71651077,Brooklyn,Williamsburg
-73.94896698,40.77318573,New York,Yorkville
-73.99604034,40.72661591,New York,Greenwich Village
-73.96389008,40.80382538,New York,Morningside Heights
-73.98395538,40.73197937,New York,Gramercy Park
-73.98635101,40.73548889,New York,Gramercy Park
-73.97816467,40.75206375,New York,Midtown South Central
-73.99671936,40.76011658,New York,Hells Kitchen
-73.86084747,40.82883453,Bronx,Unionport
-73.98803711,40.73202896,New York,East Village
-73.96513367,40.7682991,New York,Upper East Side
-73.98318481,40.73881149,New York,Gramercy Park
-74.00270081,40.75192642,New York,Chelsea
-73.98191071,40.77131653,New York,Lincoln Square
-73.97941589,40.7555542,New York,Midtown Center
-73.94725037,40.78336716,New York,Yorkville
-73.954422,40.76581192,New York,Upper East Side
-73.98086548,40.74217606,New York,Kips Bay
-73.98085785,40.75955963,New York,Theater District-Times Square
-74.00931549,40.70905304,New York,Financial District
-73.95478821,40.77585983,New York,Yorkville
-73.99505615,40.7392807,New York,Flatiron District
-73.98343658,40.76732635,New York,Clinton
-73.97380829,40.73777771,New York,Kips Bay
-73.98292542,40.78070068,New York,Upper West Side
-73.95750427,40.72952271,Brooklyn,Greenpoint
-73.99146271,40.73527145,New York,Greenwich Village
-73.95497131,40.76602173,New York,Upper East Side
-73.98136139,40.76448441,New York,Clinton
-73.9853363,40.69185638,Brooklyn,Downtown Brooklyn
-73.95110321,40.77178192,New York,Yorkville
-73.99012756,40.69018555,Brooklyn,Downtown Brooklyn
-73.98142242,40.74098587,New York,Kips Bay
-73.99382019,40.75183868,New York,Chelsea
-73.97190094,40.76562119,New York,Upper East Side
-73.95804596,40.77616501,New York,Upper East Side
-73.96320343,40.77491379,New York,Upper East Side
-73.92007446,40.74513626,Sunnyside,Sunnyside
-74.01558685,40.70999146,New York,Battery Park City
-73.9723053,40.76498413,New York,Upper East Side
-73.96975708,40.78479767,New York,Upper West Side
-73.98692322,40.72947693,New York,East Village
-73.94088745,40.79831314,New York,East Harlem
-73.95505524,40.76570892,New York,Upper East Side
-73.99098206,40.7494278,New York,Chelsea
-73.97841644,40.7596817,New York,Midtown Center
-73.9859848,40.74062729,New York,Kips Bay
-73.98913574,40.75770569,New York,Theater District-Times Square
-74.00814819,40.7479744,New York,Chelsea
-74.00262451,40.75517654,New York,Chelsea
0,0,,
-73.95381165,40.80644608,New York,Harlem
-73.98238373,40.73598862,New York,Gramercy Park
-73.95684052,40.78013992,New York,Upper East Side
-73.97650146,40.74095917,New York,Kips Bay
-73.99766541,40.75152969,New York,Chelsea
-73.99982452,40.7358551,New York,West Village
-73.98117065,40.74464035,New York,Kips Bay
-73.94573975,40.77679062,New York,Yorkville
-73.98537445,40.75268555,New York,Midtown South Central
-73.97148132,40.75769043,New York,Midtown Center
-73.95722961,40.71205902,Brooklyn,Williamsburg
-73.97412872,40.75547028,New York,Midtown Center
-73.9509201,40.77165985,New York,Yorkville
-74.00319672,40.71466827,New York,Civic Center
-73.98232269,40.76882172,New York,Clinton
-73.98241425,40.77352524,New York,Lincoln Square
0,0,,
-73.95043182,40.70681,Brooklyn,East Williamsburg
-73.97706604,40.74200058,New York,Kips Bay
-73.9382782,40.84290314,New York,Washington Heights South
-74.00097656,40.72907257,New York,Greenwich Village
-73.96833801,40.79695129,New York,Upper West Side
-73.91400146,40.77513123,Astoria,Ditmars Steinway
-73.95213318,40.77466583,New York,Yorkville
-73.98475647,40.74783707,New York,Midtown South Central
-73.9936676,40.75641632,New York,Garment District
-73.94741058,40.80955887,New York,Harlem
-74.00004578,40.72357941,New York,Soho
-73.97523499,40.75068665,New York,Murray Hill
-73.97853088,40.74597931,New York,Murray Hill
-73.95638275,40.74742889,Long Island City,Hunters Point
-73.9485321,40.78640747,New York,East Harlem
-74.01364136,40.70236588,New York,Financial District
-73.98497009,40.7689743,New York,Clinton
-73.85462189,40.75204468,Corona,North Corona
-73.96065521,40.76954269,New York,Upper East Side
-73.98712921,40.73681259,New York,Gramercy Park
-73.97985077,40.7462616,New York,Kips Bay
-73.974823,40.73294067,New York,Stuyvesant Town
-73.99469757,40.75024033,New York,Chelsea
-73.98770142,40.72153473,New York,Lower East Side
-73.9751358,40.76130676,New York,Midtown Center
-73.97106934,40.75167465,New York,Turtle Bay
-73.95993042,40.76605606,New York,Upper East Side
-73.96133423,40.76502228,New York,Upper East Side
-73.97856903,40.75257111,New York,Midtown Center
-73.97332001,40.75671387,New York,Midtown Center
-73.96198273,40.76776886,New York,Upper East Side
-74.00406647,40.74776459,New York,Chelsea
-73.99301147,40.73048019,New York,Greenwich Village
-73.94087982,40.7506218,Long Island City,Long Island City
-74.00632477,40.73310471,New York,West Village
-73.98348236,40.77526093,New York,Lincoln Square
-73.98188782,40.74340057,New York,Kips Bay
-73.95230103,40.78676224,New York,East Harlem
-73.99398041,40.72477341,New York,Noho
-73.98777008,40.7293396,New York,East Village
-73.97838593,40.75102615,New York,Midtown South Central
-73.94625092,40.79043961,New York,East Harlem
-74.01269531,40.70185089,New York,Financial District
-73.98693848,40.71832657,New York,Lower East Side
-73.94570923,40.77780533,New York,Yorkville
-73.95554352,40.76862335,New York,Upper East Side
-73.9597168,40.77111053,New York,Upper East Side
-73.89189148,40.74367142,Woodside,Elmhurst
-73.88204193,40.8705864,Bronx,Jeromes Park
-73.98858643,40.73410797,New York,Gramercy Park
-73.99330139,40.69139481,Brooklyn,
-73.98921204,40.74788666,New York,Chelsea
-73.98658752,40.74458313,New York,Midtown South Central
-73.98841095,40.74591064,New York,Midtown South Central
-73.99149323,40.69155121,Brooklyn,Downtown Brooklyn
-73.95674896,40.7798996,New York,Upper East Side
-73.97592163,40.75556564,New York,Midtown Center
-73.99424744,40.75003052,New York,Chelsea
-73.97874451,40.78424072,New York,Upper West Side
-73.95394897,40.77543259,New York,Yorkville
-73.98764801,40.73526001,New York,Gramercy Park
-73.97994995,40.75205231,New York,Midtown South Central
-73.99971771,40.73418808,New York,West Village
-73.9760437,40.74462509,New York,Kips Bay
-74.00831604,40.7118454,New York,Tribeca
-73.95659637,40.76834488,New York,Upper East Side
-73.98168182,40.74641418,New York,Kips Bay
-73.94230652,40.72584152,Brooklyn,Greenpoint
-73.95049286,40.78656769,New York,East Harlem
-73.99134064,40.74803162,New York,Chelsea
-73.93778229,40.80870819,New York,East Harlem
-73.96878815,40.67863083,Brooklyn,Prospect Heights
-73.97987366,40.66600418,Brooklyn,Park Slope
-73.99706268,40.72660065,New York,Greenwich Village
-73.96620178,40.76508713,New York,Upper East Side
-73.98226166,40.76986694,New York,Lincoln Square
-73.96709442,40.76586533,New York,Upper East Side
-73.98918152,40.72683334,New York,East Village
-73.9721756,40.75088882,New York,Turtle Bay
-73.95088196,40.77584457,New York,Yorkville
0,0,,
-73.96547699,40.76437378,New York,Upper East Side
-73.99343109,40.74898911,New York,Chelsea
-73.96440887,40.75474548,New York,Turtle Bay
-73.94351959,40.84047318,New York,Washington Heights South
-73.98626709,40.72628021,New York,East Village
-73.97190857,40.79478455,New York,Upper West Side
0,0,,
-74.00466919,40.73435974,New York,West Village
-73.99491882,40.75005722,New York,Chelsea
-73.95935059,40.78030014,New York,Upper East Side
-73.99383545,40.73511124,New York,Greenwich Village
-73.99842834,40.73395538,New York,Greenwich Village
-73.96303558,40.77531815,New York,Upper East Side
-74.00462341,40.7362175,New York,West Village
0,0,,
-73.98484802,40.74783325,New York,Midtown South Central
-73.98643494,40.71833038,New York,Lower East Side
-73.95805359,40.71326065,Brooklyn,Williamsburg
-73.98792267,40.75572205,New York,Theater District-Times Square
-73.95220947,40.77802658,New York,Yorkville
-73.97853088,40.75114441,New York,Midtown South Central
-73.97023773,40.76799011,New York,Upper East Side
-73.95934296,40.76324844,New York,Upper East Side
-73.97425079,40.75683975,New York,Midtown Center
-73.98448181,40.77482986,New York,Lincoln Square
-73.96279144,40.77486801,New York,Upper East Side
-73.99140167,40.74913025,New York,Chelsea
-73.98870087,40.77782822,New York,Lincoln Square
-73.95104218,40.77074432,New York,Upper East Side
-73.97540283,40.755867,New York,Midtown Center
-73.97737122,40.75899506,New York,Midtown Center
-73.97545624,40.74133682,New York,Kips Bay
-73.98199463,40.77443695,New York,Lincoln Square
-73.98119354,40.78421021,New York,Upper West Side
-73.99035645,40.75579071,New York,Garment District
-73.98565674,40.7231636,New York,East Village
-73.99304199,40.734272,New York,Greenwich Village
-73.87316132,40.77438736,Flushing,
-73.99878693,40.71484375,New York,Chinatown
-73.91893768,40.82762527,Bronx,East Concourse-Concourse Village
-73.82698059,40.70920181,Kew Gardens,Kew Gardens
-73.98188019,40.76624298,New York,Clinton
-73.96343994,40.75603867,New York,Sutton Place
-73.97423553,40.76248932,New York,Midtown Center
-73.97021484,40.76562119,New York,Upper East Side
-73.97202301,40.7582016,New York,Midtown Center
-74.00914764,40.70743179,New York,Financial District
-73.96593475,40.80230713,New York,Upper West Side
-73.99742126,40.72232819,New York,Soho
0,0,,
-73.97722626,40.75231934,New York,Midtown Center
-73.98714447,40.76589584,New York,Clinton
-74.00029755,40.72706985,New York,Greenwich Village
-73.9879303,40.75954819,New York,Theater District-Times Square
-73.94968414,40.77376175,New York,Yorkville
-73.99740601,40.73348618,New York,Greenwich Village
-73.9492569,40.77357483,New York,Yorkville
-73.99342346,40.72002792,New York,Lower East Side
-73.9578476,40.7685051,New York,Upper East Side
-73.9696579,40.78548813,New York,Upper West Side
-74.00606537,40.73472977,New York,West Village
-73.98932648,40.73601151,New York,Gramercy Park
-73.99115753,40.75038147,New York,Chelsea
-74.01396179,40.71424103,New York,Battery Park City
-73.93644714,40.80285263,New York,East Harlem
-73.98268127,40.77676773,New York,Lincoln Square
-73.91848755,40.7448082,Sunnyside,Sunnyside
-73.98786163,40.75023651,New York,Garment District
-73.97418976,40.7440033,New York,Kips Bay
-73.98971558,40.7521286,New York,Garment District
-73.9727478,40.78336716,New York,Upper West Side
-73.98303223,40.74914169,New York,Midtown South Central
-73.92854309,40.82334518,Bronx,Concourse
-73.99021149,40.76190567,New York,Clinton
-73.99040985,40.74873352,New York,Chelsea
-73.98948669,40.75762177,New York,Theater District-Times Square
-73.96333313,40.75759125,New York,Sutton Place
-73.98693085,40.73931885,New York,Flatiron District
-73.99072266,40.74536896,New York,Midtown South Central
-73.93534851,40.80049515,New York,East Harlem
-74.00409698,40.71294022,New York,Civic Center
-73.95022583,40.82695007,New York,Harlem
0,0,,
-74.01313019,40.71734619,New York,Battery Park City
-73.95871735,40.77787781,New York,Upper East Side
-73.99783325,40.76073074,New York,Clinton
-73.94891357,40.8274765,New York,Harlem
0,0,,
-73.99145508,40.75975418,New York,Clinton
-73.94915771,40.78020096,New York,Yorkville
-73.99186707,40.72615814,New York,Noho
-73.97012329,40.76238251,New York,Midtown Center
-73.9925766,40.75671005,New York,Garment District
-73.99640656,40.72203827,New York,Nolita
-73.97090149,40.79520798,New York,Upper West Side
-74.00533295,40.7408905,New York,Chelsea
-73.97984314,40.76564026,New York,Clinton
-73.99195862,40.75955582,New York,Clinton
-73.97991943,40.74610519,New York,Kips Bay
-73.9914856,40.74926758,New York,Chelsea
-74.00221252,40.73469543,New York,West Village
-73.95870972,40.76911163,New York,Upper East Side
-73.99939728,40.74394989,New York,Chelsea
-74.00261688,40.76074219,New York,Hells Kitchen
-73.97877502,40.74522781,New York,Kips Bay
-73.97399139,40.76330948,New York,Midtown Center
-73.98677826,40.72223282,New York,Lower East Side
-74.00504303,40.71918869,New York,Tribeca
-73.97367859,40.75463104,New York,Midtown Center
-73.99732971,40.73667908,New York,West Village
-73.98900604,40.76592255,New York,Clinton
-74.0014267,40.73921204,New York,West Village
-73.94603729,40.77362061,New York,Yorkville
-74.00523376,40.72926331,New York,West Village
-74.00762939,40.74274826,New York,Chelsea
-73.98175812,40.76758194,New York,Clinton
-73.9750061,40.7868309,New York,Upper West Side
-73.94143677,40.83932877,New York,Washington Heights South
-73.98310089,40.76272583,New York,Theater District-Times Square
-74.00634003,40.7157135,New York,Tribeca
-73.95078278,40.77471542,New York,Yorkville
-73.95339203,40.71086502,Brooklyn,East Williamsburg
-73.95755768,40.78266144,New York,Upper East Side
-73.97438049,40.75766754,New York,Midtown Center
-73.99076843,40.76106262,New York,Clinton
-73.97637939,40.6827507,Brooklyn,Prospect Heights
-73.94585419,40.79871368,New York,East Harlem
-73.96497345,40.7556076,New York,Turtle Bay
-73.97702026,40.76485062,New York,Clinton
0,0,,
-73.96833038,40.77056885,New York,Upper East Side
-73.98130035,40.73643112,New York,Gramercy Park
-73.99378967,40.75143433,New York,Chelsea
-73.97792053,40.76399231,New York,Clinton
-73.94507599,40.80834579,New York,Harlem
-73.95381165,40.77886581,New York,Yorkville
-73.99150848,40.75129318,New York,Chelsea
-73.98071289,40.7476387,New York,Murray Hill
-73.9732132,40.75527954,New York,Midtown Center
-73.94047546,40.80301666,New York,East Harlem
-74.00287628,40.72702026,New York,Soho
-73.97332764,40.78793716,New York,Upper West Side
-73.93022156,40.76279449,Astoria,Astoria
-73.98720551,40.75313187,New York,Garment District
-73.99113464,40.76590347,New York,Clinton
-74.00734711,40.74174881,New York,Meatpacking District
-73.98704529,40.76267624,New York,Clinton
-73.98329926,40.73845291,New York,Gramercy Park
-73.99997711,40.72032928,New York,Chinatown
-73.99042511,40.71790314,New York,Lower East Side
-73.99204254,40.71997452,New York,Lower East Side
-73.97130585,40.75652313,New York,Midtown Center
-73.97134399,40.79453278,New York,Upper West Side
-73.95580292,40.75597382,New York,Roosevelt Island
-73.99436188,40.75829697,New York,Hells Kitchen
-73.96799469,40.79993057,New York,Upper West Side
-73.9686203,40.76150894,New York,Midtown Center
-74.00379944,40.74038696,New York,Chelsea
-73.98852539,40.75349808,New York,Garment District
-73.96594238,40.77208328,New York,Upper East Side
0,0,,
-73.96230316,40.80512619,New York,Morningside Heights
-73.97483826,40.79285812,New York,Upper West Side
-73.97883606,40.76197815,New York,Midtown Center
-73.99018097,40.71940613,New York,Lower East Side
-73.95079803,40.82581329,New York,Hamilton Heights
-73.97792816,40.7514267,New York,Murray Hill
-73.95345306,40.77346039,New York,Yorkville
-73.95205688,40.70725632,Brooklyn,East Williamsburg
-73.98786163,40.73229218,New York,East Village
-73.98745728,40.77622986,New York,Lincoln Square
-73.96656036,40.76480103,New York,Upper East Side
-73.94753265,40.79030991,New York,East Harlem
-73.97096252,40.7611084,New York,Midtown Center
-73.96053314,40.77396011,New York,Upper East Side
-73.97257996,40.75562286,New York,Midtown Center
-73.95397949,40.770298,New York,Upper East Side
-74.00552368,40.74013901,New York,West Village
-73.94480896,40.77917862,New York,Yorkville
-73.96862793,40.79066086,New York,Upper West Side
-73.94452667,40.80757141,New York,Harlem
-73.97763824,40.79142761,New York,Upper West Side
-73.98231506,40.7625618,New York,Theater District-Times Square
-73.97211456,40.68910217,Brooklyn,Fort Greene
-73.96018219,40.76374054,New York,Upper East Side
-74.00134277,40.73652267,New York,West Village
-74.00888062,40.71472931,New York,Tribeca
-73.95146942,40.7740097,New York,Yorkville
-73.98944855,40.75081253,New York,Garment District
-73.96128845,40.7643013,New York,Upper East Side
-73.9797287,40.79062271,New York,Upper West Side
-73.98516846,40.75450134,New York,Theater District-Times Square
-73.96170044,40.76274109,New York,Upper East Side
-73.98951721,40.72923279,New York,East Village
-73.991539,40.75017929,New York,Chelsea
-73.991539,40.7552681,New York,Garment District
-73.97658539,40.75574875,New York,Midtown Center
-73.96418762,40.7923584,New York,Upper West Side
-73.95025635,40.78052139,New York,Yorkville
-73.95664215,40.76713943,New York,Upper East Side
-73.89530182,40.76221848,East Elmhurst,Jackson Heights
-73.95500183,40.76917648,New York,Upper East Side
-73.99501801,40.75917816,New York,Hells Kitchen
-73.96712494,40.77002335,New York,Upper East Side
-73.94633484,40.78121185,New York,Yorkville
-73.95802307,40.7653923,New York,Upper East Side
-74.00061035,40.73989105,New York,Chelsea
-73.95476532,40.76529694,New York,Upper East Side
-73.95115662,40.77447891,New York,Yorkville
-73.98155212,40.67523193,Brooklyn,Park Slope
-73.98197937,40.77173615,New York,Lincoln Square
-73.98223114,40.76236343,New York,Theater District-Times Square
-73.98456573,40.75929642,New York,Theater District-Times Square
-73.99581909,40.74393082,New York,Chelsea
-73.98051453,40.76489639,New York,Clinton
-73.94915009,40.7774353,New York,Yorkville
-73.96372223,40.7035408,Brooklyn,Williamsburg
-73.94516754,40.75091934,Long Island City,Long Island City
-74.00092316,40.71789551,New York,Chinatown
-74.00231934,40.75618362,New York,Hells Kitchen
-73.98136139,40.76370621,New York,Clinton
-73.97079468,40.79513931,New York,Upper West Side
-73.98033142,40.73533249,New York,Gramercy Park
-73.95703125,40.76229095,New York,Upper East Side
-73.94543457,40.77865219,New York,Yorkville
-73.95062256,40.77912903,New York,Yorkville
-73.92042542,40.7413063,Woodside,Sunnyside
-73.97528839,40.74985504,New York,Murray Hill
-73.98103333,40.78694153,New York,Upper West Side
-73.98188019,40.78004837,New York,Upper West Side
-73.96549988,40.76914597,New York,Upper East Side
-73.9080658,40.83698654,Bronx,East Concourse-Concourse Village
-73.96405029,40.7679863,New York,Upper East Side
-73.96822357,40.68790817,Brooklyn,Clinton Hill
-73.99565887,40.74652863,New York,Chelsea
-73.93776703,40.79201126,New York,East Harlem
-73.96570587,40.76382446,New York,Upper East Side
-73.98175049,40.75405502,New York,Midtown Center
-73.96324158,40.77436066,New York,Upper East Side
-73.9627533,40.76284027,New York,Upper East Side
-73.95233917,40.76661682,New York,Upper East Side
-74.01409912,40.71395874,New York,Battery Park City
-73.95536804,40.77700043,New York,Upper East Side
0,0,,
-73.95373535,40.77613831,New York,Yorkville
-73.99113464,40.73018265,New York,Greenwich Village
-73.97834778,40.7414093,New York,Kips Bay
-74.00136566,40.73377609,New York,West Village
-73.99550629,40.67934799,Brooklyn,Carroll Gardens
-74.0171051,40.70490646,New York,Battery Park City
-73.9493103,40.72631454,Brooklyn,Greenpoint
-73.97902679,40.76209641,New York,Clinton
0,0,,
-73.98243713,40.76697922,New York,Clinton
-73.97551727,40.74457932,New York,Kips Bay
-73.97584534,40.75503922,New York,Midtown Center
-74.00382996,40.72240067,New York,Soho
-73.94062805,40.76332855,Astoria,Astoria
-73.95774841,40.71168518,Brooklyn,Williamsburg
-73.99102783,40.75028992,New York,Chelsea
0,0,,
-73.77748108,40.64466095,Jamaica,
-73.99035645,40.73157883,New York,Greenwich Village
-73.97544098,40.74477386,New York,Murray Hill
-73.96856689,40.7748909,New York,Central Park
-73.97180939,40.79717636,New York,Upper West Side
-73.88509369,40.66270065,Brooklyn,East New York
-73.82772827,40.84505081,Bronx,Middletown-Pelham Bay
-73.96962738,40.76181793,New York,Midtown Center
-73.97577667,40.79210281,New York,Upper West Side
-73.98213196,40.76237869,New York,Theater District-Times Square
-73.98873901,40.70189667,Brooklyn,Dumbo
-74.01667023,40.70661926,New York,Battery Park City
-73.95648193,40.74671936,Long Island City,Hunters Point
-73.98880005,40.74370575,New York,Midtown South Central
-73.98695374,40.76871872,New York,Clinton
-73.99088287,40.73320007,New York,Greenwich Village
-73.95346069,40.77082825,New York,Upper East Side
-73.99407959,40.75708771,New York,Hells Kitchen
-73.97293854,40.75558853,New York,Midtown Center
-73.99517822,40.76201248,New York,Clinton
-73.98753357,40.74134445,New York,Midtown South Central
-73.97319031,40.68737793,Brooklyn,Fort Greene
-73.97463989,40.75654984,New York,Midtown Center
-73.96861267,40.75978088,New York,Midtown Center
-73.97705078,40.65173721,Brooklyn,Windsor Terrace
-73.96018219,40.65680313,Brooklyn,Prospect Lefferts Gardens
-73.98496246,40.76912689,New York,Clinton
-73.78263855,40.6440506,Jamaica,
-73.95121765,40.80181122,New York,Harlem
-73.95641327,40.71715164,Brooklyn,Greenpoint
-73.95568848,40.78112411,New York,Upper East Side
-73.96508026,40.79428864,New York,Upper West Side
0,0,,
-73.96556854,40.7608223,New York,Turtle Bay
-74.01119995,40.70835876,New York,Financial District
-73.98290253,40.68988037,Brooklyn,Downtown Brooklyn
-73.98313904,40.75630951,New York,Theater District-Times Square
-73.97488403,40.74186325,New York,Kips Bay
-73.98309326,40.75695038,New York,Theater District-Times Square
-73.97103882,40.76440048,New York,Upper East Side
-73.95533752,40.76848984,New York,Upper East Side
-73.98595428,40.76793671,New York,Clinton
-73.98583221,40.73508072,New York,Gramercy Park
-73.99772644,40.75653076,New York,Hells Kitchen
-74.00482941,40.73144531,New York,West Village
-73.98252869,40.77153015,New York,Lincoln Square
-73.94309235,40.71701431,Brooklyn,Greenpoint
-73.95033264,40.71099472,Brooklyn,East Williamsburg
-73.97232056,40.75590515,New York,Midtown Center
-73.98278809,40.73144531,New York,Gramercy Park
-73.97825623,40.72943497,New York,East Village
-74.00393677,40.75679016,New York,Hells Kitchen
-74.00595856,40.71470261,New York,Tribeca
-73.97631836,40.76575089,New York,Clinton
-73.99382019,40.75494385,New York,Garment District
-73.95684814,40.74446869,Long Island City,Hunters Point
-74.00955963,40.71497345,New York,Tribeca
-73.98672485,40.74266815,New York,Midtown South Central
-73.96370697,40.71039963,Brooklyn,Williamsburg
-73.96578979,40.79047394,New York,Upper West Side
-73.95541382,40.78572845,New York,Upper East Side
-73.97714996,40.72646332,New York,East Village
-73.99909973,40.7334404,New York,Greenwich Village
-73.96258545,40.77486801,New York,Upper East Side
-73.99620819,40.73802948,New York,Flatiron District
-73.99253082,40.69636536,Brooklyn,
-73.99182892,40.76614761,New York,Clinton
-73.94825745,40.70743179,Brooklyn,East Williamsburg
-74.00596619,40.73993301,New York,West Village
-73.99266052,40.73013306,New York,Noho
-73.94621277,40.78372955,New York,Yorkville
-73.97615051,40.79475021,New York,Upper West Side
-73.98451233,40.73210526,New York,East Village
-73.987854,40.77946854,New York,Lincoln Square
-73.96281433,40.67908859,Brooklyn,Prospect Heights
-73.9901886,40.76189041,New York,Clinton
-73.97418213,40.74979019,New York,Murray Hill
-73.98724365,40.75645828,New York,Theater District-Times Square
-73.98432159,40.76070023,New York,Theater District-Times Square
0,0,,
-73.98771667,40.7703743,New York,Clinton
-73.97856903,40.75416946,New York,Midtown Center
-73.99079132,40.74528503,New York,Midtown South Central
-73.97783661,40.72605515,New York,East Village
-73.9631958,40.75869751,New York,Turtle Bay
-73.95703125,40.61064911,Brooklyn,Manhattan Terrace
-73.98225403,40.76568604,New York,Clinton
-73.98327637,40.73536301,New York,Gramercy Park
-74.00413513,40.74274826,New York,Chelsea
-73.99164581,40.7492485,New York,Chelsea
-74.01607513,40.71578217,New York,Battery Park City
-73.98197937,40.76843262,New York,Clinton
-73.97298431,40.76448059,New York,Central Park
-73.9875946,40.73561478,New York,Gramercy Park
-73.98730469,40.75585556,New York,Theater District-Times Square
-73.97657776,40.74856186,New York,Murray Hill
-73.98175812,40.7579155,New York,Midtown Center
-73.98841095,40.76583862,New York,Clinton
-73.98228455,40.74293137,New York,Kips Bay
-73.93666077,40.7999115,New York,East Harlem
-73.94268036,40.81150818,New York,Harlem
-73.97889709,40.72432327,New York,East Village
-73.96847534,40.80176163,New York,Upper West Side
-73.97427368,40.75654602,New York,Midtown Center
-73.98993683,40.72972107,New York,Greenwich Village
-73.99422455,40.75020599,New York,Chelsea
-73.99041748,40.73041153,New York,Greenwich Village
-73.97944641,40.75587463,New York,Midtown Center
-73.96913147,40.76091385,New York,Midtown Center
-73.97027588,40.79922104,New York,Upper West Side
-73.96772003,40.75988388,New York,Turtle Bay
-73.9743576,40.78997803,New York,Upper West Side
-73.97811127,40.73587036,New York,Stuyvesant Town
-74.0096817,40.72159576,New York,Tribeca
-73.98878479,40.75689697,New York,Theater District-Times Square
-73.96913147,40.7627182,New York,Upper East Side
-73.98180389,40.77113724,New York,Lincoln Square
-74.00809479,40.71189117,New York,Financial District
-73.98648071,40.73703384,New York,Gramercy Park
-73.96643829,40.80406189,New York,Upper West Side
-73.95615387,40.76721573,New York,Upper East Side
-73.98429871,40.69161606,Brooklyn,Downtown Brooklyn
-73.92690277,40.86001205,New York,Washington Heights North
0,0,,
-73.96054077,40.75902939,New York,Upper East Side
-73.96557617,40.7657547,New York,Upper East Side
-73.95178986,40.8237648,New York,Hamilton Heights
-73.90309143,40.77071381,Astoria,Ditmars Steinway
-73.98216248,40.72381973,New York,East Village
-73.9810791,40.7253418,New York,East Village
-73.97049713,40.76171494,New York,Midtown Center
-73.97486877,40.74169159,New York,Kips Bay
-73.98217773,40.74978638,New York,Midtown South Central
-73.9821701,40.76943588,New York,Lincoln Square
-73.97324371,40.75322723,New York,Midtown Center
-73.95490265,40.78336334,New York,Upper East Side
-73.95786285,40.73157883,Brooklyn,Greenpoint
