dropoff_longitude,dropoff_latitude,DOcity,DOborough
-74.00177765,40.72047806,New York,Soho
-74.01366425,40.71507263,New York,Battery Park City
-73.96640015,40.80173111,New York,Upper West Side
-73.99687195,40.72534943,New York,Soho
-73.96419525,40.68557358,Brooklyn,Clinton Hill
-73.98699188,40.72956848,New York,East Village
-73.97952271,40.78538513,New York,Upper West Side
-73.95869446,40.71475601,Brooklyn,Williamsburg
-73.97335052,40.78993988,New York,Upper West Side
-73.96439362,40.75630951,New York,Turtle Bay
-73.98893738,40.74134445,New York,Flatiron District
-73.98545837,40.76320267,New York,Clinton
-73.95557404,40.7641716,New York,Upper East Side
-73.97351837,40.76458359,New York,Central Park
-73.97987366,40.75480652,New York,Midtown Center
-73.99401093,40.75255203,New York,Garment District
-73.96897125,40.7860527,New York,Upper West Side
-73.95779419,40.7787323,New York,Upper East Side
-73.97623444,40.75709534,New York,Midtown Center
-73.98529816,40.73202133,New York,East Village
-73.9808197,40.76596069,New York,Clinton
-73.97268677,40.75294113,New York,Turtle Bay
-73.95570374,40.78287888,New York,Upper East Side
-73.97718048,40.76507568,New York,Clinton
-73.98963165,40.72590637,New York,East Village
-73.99034882,40.74185562,New York,Flatiron District
-74.00052643,40.76273727,New York,Clinton
-73.96279907,40.75873184,New York,Turtle Bay
-73.97935486,40.78664017,New York,Upper West Side
-73.94928741,40.7818985,New York,Yorkville
-73.98678589,40.72143173,New York,Lower East Side
0,0,,
-73.99014282,40.73500061,New York,Gramercy Park
-73.98592377,40.75677109,New York,Theater District-Times Square
-73.99074554,40.72442627,New York,East Village
-73.98684692,40.72578049,New York,East Village
-73.96199036,40.81074905,New York,Morningside Heights
-73.97886658,40.75413132,New York,Midtown Center
-73.95993042,40.67677307,Brooklyn,Prospect Heights
-73.99763489,40.72441864,New York,Soho
-73.9754715,40.74639511,New York,Murray Hill
-73.87004852,40.77259827,Flushing,East Elmhurst
-73.94791412,40.59145355,Brooklyn,Sheepshead Bay
-73.98976898,40.74171829,New York,Midtown South Central
-74.17712402,40.69474792,Newark,
-73.9813385,40.76836395,New York,Central Park
-73.96740723,40.800354,New York,Upper West Side
-73.97193909,40.79415131,New York,Upper West Side
-73.95492554,40.77924347,New York,Upper East Side
-73.97536469,40.74917221,New York,Murray Hill
-74.00376129,40.73759079,New York,West Village
-73.98654175,40.7495079,New York,Koreatown
-73.94719696,40.76462173,New York,Roosevelt Island
-73.9879837,40.74879074,New York,Koreatown
-73.97541046,40.7878418,New York,Upper West Side
-73.99118805,40.73812103,New York,Flatiron District
-73.96592712,40.63926315,Brooklyn,Flatbush-Ditmas Park
-74.00230408,40.76056671,New York,Hells Kitchen
-73.83986664,40.71998596,Forest Hills,Forest Hills
-73.97975159,40.7502861,New York,Midtown South Central
-74.00749207,40.70483398,New York,Financial District
-73.95265198,40.77830887,New York,Yorkville
-73.98239136,40.75659561,New York,Midtown Center
-74.00049591,40.74146652,New York,Chelsea
-73.98716736,40.75624084,New York,Theater District-Times Square
-73.97969818,40.75445175,New York,Midtown Center
-73.96907043,40.76277542,New York,Upper East Side
-73.96392059,40.75472641,New York,Turtle Bay
-73.92408752,40.81494904,Bronx,Mott Haven
-73.98257446,40.72701645,New York,East Village
-73.98503876,40.75824356,New York,Theater District-Times Square
-73.98636627,40.72653961,New York,East Village
-73.99146271,40.75003052,New York,Chelsea
-73.99378967,40.73128891,New York,Greenwich Village
-73.97546387,40.75983047,New York,Midtown Center
-73.98021698,40.7206459,New York,East Village
-73.98329163,40.7476387,New York,Midtown South Central
-73.96260071,40.76702118,New York,Upper East Side
-73.97841644,40.75111771,New York,Midtown South Central
-73.97467804,40.74409103,New York,Kips Bay
-74.00661469,40.7440033,New York,Chelsea
-73.9669342,40.7610054,New York,Turtle Bay
-74.00171661,40.74110413,New York,Chelsea
-73.97957611,40.68791199,Brooklyn,Fort Greene
-73.95814514,40.81144333,New York,Morningside Heights
-73.9536972,40.78475189,New York,Upper East Side
-73.95270538,40.73483276,Brooklyn,Greenpoint
-73.97211456,40.76578522,New York,Upper East Side
-73.95813751,40.67160416,Brooklyn,Crown Heights
-73.96137238,40.76417542,New York,Upper East Side
-73.95639038,40.74788666,Long Island City,Hunters Point
-73.88197327,40.74241257,Elmhurst,Elmhurst
-73.98350525,40.72606659,New York,East Village
-73.97479248,40.78294373,New York,Upper West Side
-73.97902679,40.7623558,New York,Clinton
-73.97976685,40.75238037,New York,Midtown South Central
-73.97484589,40.75716019,New York,Midtown Center
-73.95844269,40.77228928,New York,Upper East Side
-74.00283051,40.73334122,New York,West Village
-74.0002594,40.73885345,New York,Chelsea
-74.00924683,40.7044754,New York,Financial District
-73.98586273,40.78030014,New York,Lincoln Square
-73.94566345,40.8352356,New York,Washington Heights South
-73.96126556,40.81201172,New York,Morningside Heights
-73.85080719,40.72113419,Forest Hills,Forest Hills
-73.9879837,40.76549911,New York,Clinton
-73.91628265,40.77940369,Astoria,Ditmars Steinway
-73.99921417,40.72016525,New York,Chinatown
-73.95825958,40.77301407,New York,Upper East Side
0,0,,
-73.99255371,40.71983719,New York,Lower East Side
-73.98266602,40.78157806,New York,Upper West Side
-74.00126648,40.73373413,New York,West Village
-73.97372437,40.76454544,New York,Midtown Center
-73.96987915,40.75714874,New York,Midtown Center
-73.97802734,40.79209137,New York,Upper West Side
-73.99402618,40.68172455,Brooklyn,Carroll Gardens
-73.97044373,40.76781082,New York,Central Park
-74.01535034,40.70810318,New York,Financial District
-73.97955322,40.74061584,New York,Kips Bay
-74.00225067,40.7153511,New York,Chinatown
-73.99900055,40.71447372,New York,Chinatown
-73.98177338,40.77972031,New York,Upper West Side
-73.99226379,40.73442078,New York,Greenwich Village
-74.00858307,40.71123123,New York,Financial District
-73.9900589,40.73534012,New York,Flatiron District
-73.96699524,40.76058197,New York,Turtle Bay
-73.98213959,40.76940918,New York,Lincoln Square
-73.98239136,40.77315521,New York,Lincoln Square
-74.00270081,40.75037003,New York,Chelsea
-73.9903183,40.75135803,New York,Garment District
-73.75511169,40.66109467,Springfield Gardens,Brookville
-73.95580292,40.77238083,New York,Upper East Side
-74.01695251,40.70467758,New York,Battery Park City
-73.97975922,40.75470734,New York,Midtown Center
-73.97624207,40.75570679,New York,Midtown Center
-73.97076416,40.75808334,New York,Midtown Center
-74.00218964,40.72645187,New York,Soho
-74.00393677,40.75174332,New York,Chelsea
-73.96250916,40.75891113,New York,Turtle Bay
-73.9719162,40.78683853,New York,Upper West Side
-73.99725342,40.7298317,New York,Greenwich Village
-74.0113678,40.70291519,New York,Financial District
-73.98017883,40.75083542,New York,Midtown South Central
-73.95404053,40.78709412,New York,Upper East Side
-73.97932434,40.75016403,New York,Midtown South Central
-73.98008728,40.7490387,New York,Midtown South Central
-73.94745636,40.772686,New York,Yorkville
-73.9630661,40.71160889,Brooklyn,Williamsburg
-73.98852539,40.72613144,New York,East Village
-73.99442291,40.74113846,New York,Chelsea
-73.98949432,40.75294113,New York,Garment District
-73.89878845,40.73881149,Woodside,Maspeth
-73.95474243,40.76536942,New York,Upper East Side
-74.00455475,40.72553253,New York,Soho
-73.95635223,40.77378082,New York,Upper East Side
-73.94719696,40.77254105,New York,Yorkville
-73.99767303,40.7613678,New York,Clinton
-74.01464844,40.70458984,New York,Financial District
-73.99969482,40.73332214,New York,Greenwich Village
-73.98156738,40.74702454,New York,Midtown South Central
-74.00432587,40.75185013,New York,Chelsea
-74.00606537,40.73563385,New York,West Village
-73.94538879,40.8181076,New York,Harlem
-73.94023895,40.83703613,New York,Washington Heights South
-73.97249603,40.7917099,New York,Upper West Side
-73.98040771,40.76454163,New York,Clinton
-73.97266388,40.78581619,New York,Upper West Side
-73.94717407,40.79262924,New York,East Harlem
-73.95363617,40.80387878,New York,Harlem
-73.98728943,40.74457169,New York,Midtown South Central
-73.78032684,40.64612579,Jamaica,
-73.93939972,40.80516052,New York,East Harlem
-73.98801422,40.73189545,New York,East Village
-73.97151184,40.76605606,New York,Upper East Side
-73.97353363,40.75738907,New York,Midtown Center
-73.98518372,40.78023911,New York,Upper West Side
-73.87120819,40.77417374,Flushing,East Elmhurst
-73.9752121,40.75743103,New York,Midtown Center
-73.955513,40.73365402,Brooklyn,Greenpoint
-74.0061264,40.74372482,New York,Chelsea
-73.9779129,40.77344131,New York,Lincoln Square
-73.88545227,40.75553513,Jackson Heights,Jackson Heights
-73.99227905,40.74951172,New York,Chelsea
-73.98573303,40.74158859,New York,Midtown South Central
-73.93827057,40.83517838,New York,Washington Heights South
-73.97742462,40.76314545,New York,Midtown Center
-73.95659637,40.76285172,New York,Upper East Side
-73.94571686,40.82794571,New York,Harlem
-73.97522736,40.76541138,New York,Midtown Center
-73.99753571,40.76057053,New York,Clinton
-73.99150848,40.6981163,Brooklyn,
-73.97978973,40.77951813,New York,Upper West Side
-74.00443268,40.74305725,New York,Chelsea
-73.98625183,40.7306633,New York,East Village
-74.01353455,40.71470261,New York,Battery Park City
-73.98664093,40.76832199,New York,Clinton
-74.00626373,40.71709061,New York,Tribeca
-73.97641754,40.77655411,New York,Upper West Side
-73.97706604,40.74736404,New York,Murray Hill
-73.97938538,40.76205444,New York,Clinton
-73.97225952,40.75902176,New York,Midtown Center
-73.97970581,40.73915863,New York,Kips Bay
-73.98477936,40.75512314,New York,Theater District-Times Square
-74.00004578,40.74351501,New York,Chelsea
-73.99181366,40.72585297,New York,East Village
-73.96017456,40.78137589,New York,Upper East Side
-73.99810028,40.74355316,New York,Chelsea
-73.98983765,40.75670242,New York,Theater District-Times Square
-73.9622345,40.77462387,New York,Upper East Side
-74.00814819,40.74780273,New York,Chelsea
-73.98111725,40.76590729,New York,Clinton
-73.98653412,40.75032043,New York,Koreatown
-73.97442627,40.7502327,New York,Murray Hill
-73.9773941,40.77674866,New York,Lincoln Square
-73.95944977,40.77991104,New York,Upper East Side
-73.95942688,40.75997543,New York,Upper East Side
-73.99698639,40.7602005,New York,Hells Kitchen
-74.00260162,40.74304962,New York,Chelsea
-73.87284851,40.77436829,Flushing,
-73.88523865,40.77241516,Flushing,
-73.95922089,40.78033066,New York,Upper East Side
-73.97045135,40.75747681,New York,Midtown Center
-73.99616241,40.72101974,New York,Little Italy
-74.00769806,40.74100876,New York,Meatpacking District
-73.9907608,40.76115799,New York,Clinton
-73.98248291,40.73591995,New York,Gramercy Park
-73.99272919,40.74953842,New York,Chelsea
-73.97932434,40.7559967,New York,Midtown Center
-73.97542572,40.75121307,New York,Murray Hill
-73.97090149,40.80014038,New York,Upper West Side
-73.98964691,40.71677017,New York,Chinatown
-73.98749542,40.75950623,New York,Theater District-Times Square
-73.97345734,40.78623962,New York,Upper West Side
-73.98960114,40.76965714,New York,Clinton
-73.86168671,40.76832581,Flushing,
-73.99513245,40.73844528,New York,Flatiron District
-73.58740234,40.72377014,Uniondale,
-73.98651886,40.73860168,New York,Gramercy Park
-73.99459076,40.69102478,Brooklyn,
-73.97227478,40.7813797,New York,Upper West Side
-73.96684265,40.76977539,New York,Upper East Side
-73.99434662,40.75081635,New York,Chelsea
-73.98679352,40.75777054,New York,Theater District-Times Square
-73.99079132,40.71918106,New York,Lower East Side
-73.99105835,40.74982452,New York,Chelsea
-73.94970703,40.77356339,New York,Yorkville
-73.98918152,40.739151,New York,Flatiron District
-73.9641037,40.7678566,New York,Upper East Side
-73.96593475,40.80392838,New York,Morningside Heights
-73.98699951,40.69015503,Brooklyn,Downtown Brooklyn
-73.99650574,40.76015854,New York,Clinton
-73.967659,40.76313019,New York,Upper East Side
-73.96141052,40.80030823,New York,Upper West Side
-73.95832825,40.77467346,New York,Upper East Side
-73.99821472,40.7237854,New York,Soho
-74.00198364,40.75582886,New York,Hells Kitchen
-73.96988678,40.7922554,New York,Upper West Side
-73.98847198,40.7500267,New York,Chelsea
-73.9678421,40.76605988,New York,Upper East Side
-74.00202179,40.75157547,New York,Chelsea
-74.01289368,40.71728134,New York,Battery Park City
-74.01541901,40.71633148,New York,Battery Park City
-73.9885025,40.77857971,New York,Lincoln Square
-73.9903717,40.74036407,New York,Flatiron District
-74.003685,40.74912262,New York,Chelsea
-73.98491669,40.7691803,New York,Clinton
-73.98352051,40.75899124,New York,Theater District-Times Square
-74.00305939,40.73328018,New York,West Village
-74.00737762,40.74269104,New York,Chelsea
-73.98654938,40.76244736,New York,Clinton
-73.9907074,40.74571609,New York,Midtown South Central
-73.99729919,40.75467682,New York,Hells Kitchen
-73.98673248,40.75548553,New York,Theater District-Times Square
-73.99507141,40.74997711,New York,Chelsea
-73.98065948,40.72171021,New York,East Village
-73.95598602,40.76616287,New York,Upper East Side
-73.95999146,40.81386185,New York,Morningside Heights
-73.97851563,40.7826767,New York,Upper West Side
-73.93476105,40.84787369,New York,Washington Heights South
-73.95442963,40.80052567,New York,Harlem
-73.95297241,40.82424927,New York,Hamilton Heights
-73.97434998,40.75728607,New York,Midtown Center
-73.98571014,40.75688171,New York,Theater District-Times Square
-73.92062378,40.76652145,Astoria,Astoria
-74.1769104,40.69446182,Newark,
-73.95684052,40.76467133,New York,Upper East Side
-74.00289154,40.74731064,New York,Chelsea
-74.00454712,40.74069977,New York,Chelsea
-73.99560547,40.73915482,New York,Chelsea
-73.87088776,40.77413559,Flushing,East Elmhurst
-73.96942139,40.78704071,New York,Upper West Side
-73.99082184,40.76086044,New York,Clinton
-73.97738647,40.76283646,New York,Midtown Center
-74.00289917,40.76037979,New York,Hells Kitchen
-74.01257324,40.70157623,New York,Financial District
-73.99885559,40.73229599,New York,Greenwich Village
-73.94822693,40.7813797,New York,Yorkville
-73.98245239,40.77373886,New York,Lincoln Square
-73.97249603,40.75670624,New York,Midtown Center
-73.98413849,40.74943161,New York,Koreatown
-73.97994232,40.7857666,New York,Upper West Side
-73.95333099,40.7734108,New York,Yorkville
-73.97518921,40.7547226,New York,Midtown Center
-73.98523712,40.75801086,New York,Theater District-Times Square
-73.97619629,40.78126144,New York,Upper West Side
-73.95829773,40.76047134,New York,Upper East Side
-73.96903229,40.76961899,New York,Upper East Side
-73.95443726,40.76588058,New York,Upper East Side
-73.95672607,40.65863419,Brooklyn,Prospect Lefferts Gardens
-73.92805481,40.70201874,Brooklyn,Bushwick
-73.99655151,40.69343948,Brooklyn,
-73.99311066,40.75107193,New York,Chelsea
-73.8870697,40.7387886,Elmhurst,Elmhurst
0,0,,
-73.98770142,40.73295212,New York,Greenwich Village
-74.00443268,40.7187767,New York,Tribeca
-74.01460266,40.71411896,New York,Battery Park City
-73.98745728,40.74436569,New York,Midtown South Central
-73.9797287,40.76584244,New York,Clinton
-73.98576355,40.7472229,New York,Koreatown
-73.93386078,40.67071152,Brooklyn,Crown Heights
-73.95483398,40.77912521,New York,Upper East Side
-73.95258331,40.81072235,New York,Morningside Heights
-73.97944641,40.77272034,New York,Lincoln Square
-73.97411346,40.75017166,New York,Murray Hill
-73.97992706,40.73247147,New York,Stuyvesant Town
