STT,pickup_longitude,pickup_latitude,PUcity,PUdistrict
4657,-74.00275,40.7606,New York,Hells Kitchen
4658,-73.99639,40.7636,New York,Clinton
4659,-74.00392,40.70777,New York,Financial District
4660,-73.99804,40.72048,New York,Chinatown
4661,-73.96331,40.76889,New York,Upper East Side
4662,-74.01269,40.70687,New York,Financial District
4663,-73.94476,40.77931,New York,Yorkville
4664,-73.9854,40.7316,New York,East Village
4665,-73.96931,40.76144,New York,Midtown Center
4666,-74.01385,40.71527,New York,Battery Park City
4667,-73.97107,40.75844,New York,Midtown Center
4668,-73.96768,40.76883,New York,Upper East Side
4669,-73.95588,40.76396,New York,Upper East Side
4670,-73.94311,40.70814,Brooklyn,East Williamsburg
4671,-73.9864,40.75878,New York,Theater District-Times Square
4672,-73.99516,40.71993,New York,Little Italy
4673,-74.00108,40.73172,New York,West Village
4674,-73.78444,40.64865,Jamaica,
4675,-73.95457,40.77393,New York,Yorkville
4676,-73.79042,40.64366,Jamaica,
4677,-73.96956,40.75388,New York,Turtle Bay
4678,-73.997,40.73721,New York,West Village
4679,-73.99426,40.69044,Brooklyn,
4680,-73.9904,40.75614,New York,Theater District-Times Square
4681,-73.99231,40.72889,New York,Noho
4682,-73.99018,40.73457,New York,Gramercy Park
4683,-73.98202,40.76018,New York,Theater District-Times Square
4684,-73.97353,40.76384,New York,Midtown Center
4685,-73.9854,40.7787,New York,Lincoln Square
4686,-73.95441,40.76556,New York,Upper East Side
4687,-73.99197,40.7593,New York,Clinton
4688,-73.98901,40.7487,New York,Chelsea
4689,-73.98077,40.72991,New York,East Village
4690,-74.00393,40.74788,New York,Chelsea
4691,-73.98969,40.75686,New York,Theater District-Times Square
4692,-73.96392,40.77667,New York,Upper East Side
4693,-73.98745,40.73675,New York,Gramercy Park
4694,-73.97376,40.75112,New York,Turtle Bay
4695,-73.94983,40.77115,New York,Yorkville
4696,-73.98664,40.72594,New York,East Village
4697,-73.95766,40.78521,New York,Upper East Side
4698,-73.99304,40.69752,Brooklyn,
4699,-73.96769,40.76243,New York,Upper East Side
4700,-74.01498,40.71417,,
4701,-73.99212,40.74248,New York,Flatiron District
4702,-73.98828,40.75635,New York,Theater District-Times Square
4703,-73.95519,40.77983,New York,Upper East Side
4704,-73.79152,40.64588,Jamaica,
4705,-73.99241,40.71976,New York,Lower East Side
4706,-73.96584,40.76951,New York,Upper East Side
4707,-74.02873,40.66235,New York,
4708,-73.9494,40.77301,New York,Yorkville
4709,-73.98998,40.7256,New York,East Village
4710,0,0,,
4711,-73.78183,40.64474,Jamaica,
4712,-73.98179,40.71451,New York,Lower East Side
4713,-73.97473,40.75912,New York,Midtown Center
4714,-73.98186,40.77896,New York,Lincoln Square
4715,-73.99098,40.73611,New York,Flatiron District
4716,-73.94563,40.77952,New York,Yorkville
4717,-73.96965,40.76073,New York,Midtown Center
4718,-74.00756,40.72558,New York,Soho
4719,-73.96715,40.80376,New York,Upper West Side
4720,-73.98501,40.7397,New York,Kips Bay
4721,-74.00385,40.73184,New York,West Village
4722,-73.95959,40.71622,Brooklyn,Greenpoint
4723,-73.95503,40.70743,Brooklyn,East Williamsburg
4724,-73.99431,40.75099,New York,Chelsea
4725,-73.98409,40.74627,New York,Midtown South Central
4726,-73.97245,40.76393,New York,Midtown Center
4727,-73.98784,40.72857,New York,East Village
4728,-73.95991,40.77328,New York,Upper East Side
4729,-73.96158,40.7602,New York,Upper East Side
4730,-73.98814,40.73199,New York,Greenwich Village
4731,-74.00645,40.75136,New York,Chelsea
4732,-74.00277,40.73967,New York,West Village
4733,-73.9819,40.75834,New York,Theater District-Times Square
4734,-73.98684,40.74039,New York,Midtown South Central
4735,-73.98514,40.74294,New York,Midtown South Central
4736,-73.97397,40.784,New York,Upper West Side
4737,-73.96674,40.75327,New York,Turtle Bay
4738,-73.97156,40.74638,New York,Tudor City
4739,-73.98447,40.74723,New York,Midtown South Central
4740,-73.95274,40.7272,Brooklyn,Greenpoint
4741,-73.97222,40.75389,New York,Midtown Center
4742,-73.99908,40.73827,New York,West Village
4743,-73.97033,40.75561,New York,Turtle Bay
4744,-73.98214,40.77583,New York,Lincoln Square
4745,-73.98239,40.76752,New York,Clinton
4746,-74.01597,40.7048,New York,Financial District
4747,-73.94725,40.78028,New York,Yorkville
4748,-73.99058,40.76999,New York,Clinton
4749,-73.98683,40.72557,New York,East Village
4750,-73.98375,40.74367,New York,Kips Bay
4751,-73.97698,40.75895,New York,Midtown Center
4752,0,0,,
4753,-74.00218,40.74573,New York,Chelsea
4754,-73.99213,40.72543,New York,Noho
4755,-74.00428,40.70721,New York,Financial District
4756,-73.98609,40.74362,New York,Midtown South Central
4757,-73.95552,40.76473,New York,Upper East Side
4758,-73.99803,40.72268,New York,Soho
4759,-73.98121,40.7842,New York,Upper West Side
4760,-74.01355,40.71441,New York,Battery Park City
4761,-73.98763,40.73262,New York,East Village
4762,-73.96147,40.76506,New York,Upper East Side
4763,-74.00181,40.71547,New York,Chinatown
4764,-73.98587,40.76779,New York,Clinton
4765,-73.9936,40.76709,New York,Clinton
4766,-73.95122,40.77047,New York,Upper East Side
4767,0,0,,
4768,-74.00451,40.74307,New York,Chelsea
4769,-73.98064,40.74259,New York,Kips Bay
4770,-73.96368,40.76858,New York,Upper East Side
4771,-74.00344,40.72501,New York,Soho
4772,-73.98871,40.74124,New York,Flatiron District
4773,-74.00817,40.71137,New York,Financial District
4774,-73.98844,40.71851,New York,Lower East Side
4775,-73.99361,40.72114,New York,Lower East Side
4776,-73.96868,40.75723,New York,Turtle Bay
4777,-74.0074,40.72579,New York,Soho
4778,-74.00556,40.70678,New York,Financial District
4779,-73.97181,40.76108,New York,Midtown Center
4780,-73.96217,40.77053,New York,Upper East Side
4781,-73.95775,40.76875,New York,Upper East Side
4782,-73.95154,40.76641,New York,Upper East Side
4783,-73.97578,40.74485,New York,Murray Hill
4784,-73.97562,40.75167,New York,Midtown Center
4785,-74.0069,40.74086,New York,Meatpacking District
4786,-73.99044,40.73491,New York,Flatiron District
4787,-73.95928,40.78023,New York,Upper East Side
4788,-74.00047,40.73552,New York,West Village
4789,-73.99353,40.72736,New York,Noho
4790,-73.97204,40.74952,New York,Murray Hill
4791,-73.99484,40.73992,New York,Flatiron District
4792,-73.98873,40.75051,New York,Garment District
4793,-73.99342,40.75219,New York,Garment District
4794,-74.01045,40.72927,New York,West Village
4795,-73.99299,40.75274,New York,Garment District
4796,-73.99988,40.73448,New York,West Village
4797,-73.97526,40.74334,New York,Kips Bay
4798,-73.98334,40.7473,New York,Midtown South Central
4799,-73.98698,40.77138,New York,Lincoln Square
4800,-73.8643,40.77035,Flushing,
4801,-73.97353,40.76387,New York,Midtown Center
4802,-74.00832,40.72587,New York,Soho
4803,-73.86319,40.76926,Flushing,
4804,-73.98243,40.76828,New York,Clinton
4805,-73.99721,40.76686,New York,Clinton
4806,-73.96709,40.7586,New York,Turtle Bay
4807,-73.9861,40.7582,New York,Theater District-Times Square
4808,-73.98557,40.76303,New York,Clinton
4809,-73.94504,40.77882,New York,Yorkville
4810,-73.97599,40.74558,New York,Murray Hill
4811,-73.97469,40.7591,New York,Midtown Center
4812,-73.96699,40.76664,New York,Upper East Side
4813,-73.94944,40.8019,New York,Harlem
4814,-73.97916,40.76525,New York,Clinton
4815,-73.8748,40.77403,Flushing,
4816,-73.98431,40.74266,New York,Kips Bay
4817,-74.01679,40.70922,New York,Battery Park City
4818,-73.95685,40.74472,Long Island City,Hunters Point
4819,-73.95634,40.78166,New York,Upper East Side
4820,-73.98694,40.73417,New York,Gramercy Park
4821,-73.9532,40.78278,New York,Upper East Side
4822,-73.98234,40.77637,New York,Lincoln Square
4823,-73.98633,40.76081,New York,Theater District-Times Square
4824,-73.98904,40.73681,New York,Flatiron District
4825,-74.00347,40.73211,New York,West Village
4826,-73.9998,40.71961,New York,Chinatown
4827,-74.01411,40.71771,New York,Battery Park City
4828,-73.98598,40.76387,New York,Clinton
4829,-73.9741,40.75134,New York,Midtown Center
4830,-73.97878,40.7499,New York,Murray Hill
4831,-73.99099,40.75481,New York,Garment District
4832,-73.9785,40.76188,New York,Midtown Center
4833,0,0,,
4834,-73.99185,40.74252,New York,Midtown South Central
4835,-74.00006,40.74311,New York,Chelsea
4836,-73.78836,40.64225,Jamaica,
4837,-73.98771,40.74363,New York,Midtown South Central
4838,-73.97331,40.76384,New York,Midtown Center
4839,-73.96039,40.7699,New York,Upper East Side
4840,-73.95346,40.71796,Brooklyn,Greenpoint
4841,0,0,,
4842,-73.96703,40.75742,New York,Turtle Bay
4843,-73.96661,40.76121,New York,Turtle Bay
4844,-74.00237,40.73972,New York,Chelsea
4845,-73.9816,40.73272,New York,Gramercy Park
4846,-73.97499,40.76057,New York,Midtown Center
4847,-73.95338,40.77992,New York,Upper East Side
4848,-73.99082,40.72438,New York,East Village
4849,-73.98004,40.74337,New York,Kips Bay
4850,-73.99063,40.71838,New York,Lower East Side
4851,-73.98598,40.75769,New York,Theater District-Times Square
4852,-74.00634,40.72282,New York,Soho
4853,-73.98658,40.757,New York,Theater District-Times Square
4854,-73.7819,40.64463,Jamaica,
4855,-73.99165,40.7272,New York,Noho
4856,-73.9631,40.75769,New York,Sutton Place
4857,-73.96791,40.79318,New York,Upper West Side
4858,-74.00856,40.70648,New York,Financial District
4859,-74.00749,40.72512,New York,Soho
4860,-73.7901,40.64659,Jamaica,
4861,-73.96129,40.758,New York,Sutton Place
4862,-73.97368,40.79463,New York,Upper West Side
4863,-73.96786,40.76548,New York,Upper East Side
4864,-73.98689,40.76113,New York,Clinton
4865,0,0,,
4866,-73.87454,40.77405,Flushing,
4867,-73.99411,40.75274,New York,Garment District
4868,-73.99105,40.75631,New York,Garment District
4869,-73.94845,40.77398,New York,Yorkville
4870,-73.98867,40.73637,New York,Gramercy Park
4871,-74.00329,40.74744,New York,Chelsea
4872,-73.98768,40.75255,New York,Garment District
4873,-73.95702,40.76626,New York,Upper East Side
4874,-73.97216,40.74728,New York,Murray Hill
4875,-73.95445,40.7642,New York,Upper East Side
4876,-73.98669,40.72148,New York,Lower East Side
4877,-74.00174,40.72286,New York,Soho
4878,-73.9465,40.77822,New York,Yorkville
4879,-73.99846,40.72001,New York,Chinatown
4880,-73.95768,40.77449,New York,Upper East Side
4881,-73.98805,40.72264,New York,Lower East Side
4882,-74.00014,40.69023,Brooklyn,Columbia Street Waterfront District
4883,-73.98734,40.76124,New York,Clinton
4884,-74.00296,40.70844,New York,Financial District
4885,-73.96458,40.77148,New York,Upper East Side
4886,-73.99114,40.73823,New York,Flatiron District
4887,-73.78224,40.64462,Jamaica,
4888,-74.00835,40.72198,New York,Tribeca
4889,-73.98471,40.73238,New York,Gramercy Park
4890,-73.97008,40.75826,New York,Midtown Center
4891,-73.99591,40.76459,New York,Clinton
4892,-73.9841,40.74912,New York,Koreatown
4893,-73.99289,40.68859,Brooklyn,Boerum Hill
4894,-73.97674,40.76063,New York,Midtown Center
4895,-73.98776,40.73832,New York,Flatiron District
4896,-73.97634,40.74831,New York,Murray Hill
4897,-74.06266,40.83801,Moonachie,
4898,-74.00898,40.71315,New York,Tribeca
4899,-74.00338,40.73194,New York,West Village
4900,-73.97971,40.75308,New York,Midtown Center
4901,-73.7818,40.64467,Jamaica,
4902,-73.96403,40.79779,New York,Upper West Side
4903,-73.97724,40.75395,New York,Midtown Center
4904,-73.97666,40.75202,New York,Midtown Center
4905,-73.91886,40.75889,Astoria,Astoria
4906,-73.98809,40.73374,New York,Gramercy Park
4907,-74.0057,40.74117,New York,Chelsea
4908,-73.9723,40.75503,New York,Midtown Center
4909,-73.96939,40.67317,Brooklyn,Prospect Heights
4910,-73.98884,40.74174,New York,Midtown South Central
4911,-73.97725,40.75421,New York,Midtown Center
4912,-73.97614,40.78616,New York,Upper West Side
4913,-73.8711,40.77387,Flushing,East Elmhurst
4914,-73.98085,40.78239,New York,Upper West Side
4915,-73.99872,40.73482,New York,West Village
4916,-73.86313,40.76884,Flushing,
4917,-73.99765,40.75677,New York,Hells Kitchen
4918,-73.97039,40.75879,New York,Midtown Center
4919,-73.96397,40.80815,New York,Morningside Heights
4920,-74.01408,40.70833,New York,Financial District
4921,0,0,,
4922,-74.01568,40.70592,New York,Financial District
4923,-73.95134,40.76987,New York,Upper East Side
4924,-73.98201,40.74167,New York,Kips Bay
4925,-74.01684,40.70587,New York,Battery Park City
4926,-73.98548,40.74135,New York,Kips Bay
4927,-73.94863,40.78907,New York,East Harlem
4928,-74.00769,40.70623,New York,Financial District
4929,-73.98089,40.7631,New York,Clinton
4930,-73.99629,40.72624,New York,Greenwich Village
4931,-73.9882,40.74342,New York,Midtown South Central
4932,-73.97591,40.78883,New York,Upper West Side
4933,-73.98411,40.74886,New York,Midtown South Central
4934,-73.98507,40.75778,New York,Theater District-Times Square
4935,-73.86269,40.7692,Flushing,
4936,-73.98698,40.75856,New York,Theater District-Times Square
4937,-73.9976,40.71394,New York,Two Bridges
4938,-73.99079,40.72429,New York,East Village
4939,-73.95435,40.76971,New York,Upper East Side
4940,-73.98695,40.73359,New York,Gramercy Park
4941,-73.98345,40.73013,New York,East Village
4942,-73.97576,40.75827,New York,Midtown Center
4943,-73.98036,40.78362,New York,Upper West Side
4944,-73.98601,40.75385,New York,Garment District
4945,-73.99456,40.75063,New York,Chelsea
4946,-73.97361,40.75111,New York,Turtle Bay
4947,-73.97604,40.74453,New York,Kips Bay
4948,-74.0019,40.71959,New York,Soho
4949,-73.95557,40.78268,New York,Upper East Side
4950,-73.9947,40.7504,New York,Chelsea
4951,-73.96268,40.77841,New York,Upper East Side
4952,-73.98167,40.76768,New York,Clinton
4953,-73.99342,40.74721,New York,Chelsea
4954,-73.98586,40.76244,New York,Theater District-Times Square
4955,-74.0149,40.71441,New York,Battery Park City
4956,-74.00186,40.73774,New York,West Village
4957,-73.99019,40.73257,New York,Greenwich Village
4958,-73.97127,40.7826,New York,Upper West Side
4959,-73.98725,40.73604,New York,Gramercy Park
4960,-73.91646,40.74317,Woodside,Sunnyside
4961,0,0,,
4962,-73.80106,40.67049,Jamaica,South Ozone Park
4963,-73.98396,40.78067,New York,Upper West Side
4964,-73.86261,40.73048,Rego Park,Rego Park
4965,-73.98962,40.77617,New York,Lincoln Square
4966,-73.96828,40.76786,New York,Upper East Side
4967,-73.96737,40.76342,New York,Upper East Side
4968,-73.99904,40.75484,New York,Hells Kitchen
4969,0,0,,
4970,-73.99088,40.73463,New York,Greenwich Village
4971,-73.94954,40.78078,New York,Yorkville
4972,-73.92954,40.75692,Astoria,Astoria
4973,-73.97685,40.76531,New York,Clinton
4974,-73.99368,40.73258,New York,Greenwich Village
4975,-73.98551,40.73827,New York,Gramercy Park
4976,-73.96623,40.76188,New York,Upper East Side
4977,-73.97155,40.76086,New York,Midtown Center
4978,-73.91213,40.74721,Woodside,Woodside
4979,-74.00102,40.74175,New York,Chelsea
4980,-74.00165,40.74623,New York,Chelsea
4981,-73.97543,40.75229,New York,Midtown Center
4982,-73.99195,40.73462,New York,Greenwich Village
4983,-73.98843,40.72506,New York,East Village
4984,-73.9922,40.74383,New York,Chelsea
4985,-74.00163,40.7158,New York,Chinatown
4986,-73.98864,40.76885,New York,Clinton
4987,-73.97746,40.77931,New York,Upper West Side
4988,-73.98858,40.74903,New York,Chelsea
4989,-73.99348,40.72766,New York,Noho
4990,-74.006,40.74846,New York,Chelsea
4991,-73.99415,40.75096,New York,Chelsea
4992,-74.00518,40.7198,New York,Tribeca
4993,-73.98826,40.7501,New York,Garment District
4994,-73.98104,40.75043,New York,Midtown South Central
4995,-73.98529,40.74776,New York,Koreatown
4996,-73.96636,40.7668,New York,Upper East Side
4997,-73.99711,40.72493,New York,Soho
4998,-74.00622,40.73422,New York,West Village
4999,-73.98644,40.76839,New York,Clinton
5000,-73.99639,40.76259,New York,Clinton
5001,-73.97838,40.74582,New York,Kips Bay
5002,-73.9684,40.78661,New York,Upper West Side
5003,-73.99743,40.72153,New York,Nolita
5004,0,0,,
5005,-73.98998,40.75183,New York,Garment District
5006,-73.9824,40.76829,New York,Clinton
5007,-74.00547,40.72782,New York,Soho
5008,-73.92088,40.69111,Brooklyn,Bushwick
5009,-73.79004,40.64408,Jamaica,
5010,0,0,,
5011,-73.96241,40.76324,New York,Upper East Side
5012,-73.99,40.71975,New York,Lower East Side
5013,-73.96057,40.78133,New York,Upper East Side
5014,-73.95291,40.78936,New York,East Harlem
5015,-73.98875,40.76014,New York,Clinton
5016,-74.0071,40.72736,New York,Soho
5017,-73.9767,40.68196,Brooklyn,Park Slope
5018,-73.77687,40.64509,Jamaica,
5019,-73.999,40.73424,New York,Greenwich Village
5020,-74.00221,40.73442,New York,West Village
5021,-73.95359,40.77931,New York,Yorkville
5022,-73.99802,40.73564,New York,Greenwich Village
5023,-73.9841,40.72934,New York,East Village
5024,-73.86391,40.76997,Flushing,
5025,-73.97868,40.77728,New York,Lincoln Square
5026,-73.96779,40.75372,New York,Turtle Bay
5027,-74.00868,40.71385,New York,Tribeca
5028,0,0,,
5029,-73.989,40.76353,New York,Clinton
5030,-73.98981,40.75679,New York,Theater District-Times Square
5031,-73.9907,40.75632,New York,Garment District
5032,-73.98643,40.74322,New York,Midtown South Central
5033,-74.00034,40.74267,New York,Chelsea
5034,-73.94837,40.78937,New York,East Harlem
5035,-73.97688,40.78531,New York,Upper West Side
