STT,dropoff_longitude,dropoff_latitude,DOcity,DOdistrict
9531,-74.00627,40.70797,New York,Financial District
9532,-74.00422,40.73049,New York,West Village
9533,-73.99164,40.72253,New York,Lower East Side
9534,-73.98958,40.74152,New York,Flatiron District
9535,-74.00397,40.72384,New York,Soho
9536,0,0,,
9537,-73.9854,40.76211,New York,Theater District-Times Square
9538,-73.9808,40.78285,New York,Upper West Side
9539,-73.98417,40.74767,New York,Midtown South Central
9540,-73.95307,40.76506,New York,Upper East Side
9541,-74.01046,40.71807,New York,Tribeca
9542,-73.97973,40.7463,New York,Kips Bay
9543,-73.97392,40.74739,New York,Murray Hill
9544,-73.99096,40.76085,New York,Clinton
9545,-73.98804,40.74587,New York,Midtown South Central
9546,-73.96309,40.80434,New York,Morningside Heights
9547,-73.99074,40.69292,Brooklyn,Downtown Brooklyn
9548,-73.95423,40.68489,Brooklyn,Bedford-Stuyvesant
9549,-73.97325,40.76394,New York,Midtown Center
9550,-73.94968,40.78441,New York,Yorkville
9551,-73.99957,40.72468,New York,Soho
9552,-73.97802,40.76179,New York,Midtown Center
9553,-73.95696,40.77517,New York,Upper East Side
9554,0,0,,
9555,-73.99284,40.74115,New York,Flatiron District
9556,-73.86467,40.7702,Flushing,
9557,-73.98755,40.71989,New York,Lower East Side
9558,-73.96529,40.71106,Brooklyn,Williamsburg
9559,-73.99111,40.75509,New York,Garment District
9560,-73.9879,40.72084,New York,Lower East Side
9561,-73.95589,40.77296,New York,Upper East Side
9562,-74.00696,40.70574,New York,Financial District
9563,-73.98961,40.73673,New York,Flatiron District
9564,-73.96244,40.776,New York,Upper East Side
9565,-74.00568,40.74828,New York,Chelsea
9566,-73.74086,40.65231,Rosedale,Rosedale
9567,-73.97486,40.76089,New York,Midtown Center
9568,-73.95454,40.76983,New York,Upper East Side
9569,-73.95321,40.77265,New York,Yorkville
9570,-73.95215,40.72625,Brooklyn,Greenpoint
9571,-74.00509,40.75151,New York,Chelsea
9572,-73.95504,40.71984,Brooklyn,Greenpoint
9573,-73.98249,40.72738,New York,East Village
9574,-73.98232,40.77314,New York,Lincoln Square
9575,-73.98798,40.76996,New York,Clinton
9576,-73.98412,40.78059,New York,Upper West Side
9577,-74.00561,40.74863,New York,Chelsea
9578,-73.99687,40.72549,New York,Noho
9579,-73.96327,40.75771,New York,Sutton Place
9580,-73.93473,40.8542,New York,Washington Heights North
9581,-73.96953,40.75912,New York,Midtown Center
9582,-73.92829,40.8552,New York,Washington Heights North
9583,-73.98777,40.73536,New York,Gramercy Park
9584,-73.96367,40.75754,New York,Turtle Bay
9585,-73.97395,40.75708,New York,Midtown Center
9586,-73.97174,40.76438,New York,Upper East Side
9587,-73.97195,40.75735,New York,Midtown Center
9588,-73.98489,40.76886,New York,Clinton
9589,-73.99563,40.76135,New York,Clinton
9590,-73.95566,40.77936,New York,Upper East Side
9591,-73.96353,40.77436,New York,Upper East Side
9592,-74.00836,40.74947,New York,Chelsea
9593,-73.99075,40.74359,New York,Midtown South Central
9594,-73.98437,40.73618,New York,Gramercy Park
9595,-73.98452,40.74708,New York,Midtown South Central
9596,-73.99277,40.74287,New York,Chelsea
9597,-73.95829,40.7688,New York,Upper East Side
9598,-73.99081,40.75596,New York,Garment District
9599,-73.97678,40.78535,New York,Upper West Side
9600,-73.99559,40.76476,New York,Clinton
9601,-73.94257,40.79904,New York,East Harlem
9602,-74.00886,40.7304,New York,West Village
9603,-73.96792,40.76909,New York,Upper East Side
9604,-73.96702,40.75683,New York,Turtle Bay
9605,-73.98664,40.7618,New York,Clinton
9606,-73.97653,40.74766,New York,Murray Hill
9607,-73.96489,40.75552,New York,Turtle Bay
9608,-73.97756,40.75081,New York,Murray Hill
9609,-73.94312,40.78555,New York,East Harlem
9610,-73.98036,40.72715,New York,East Village
9611,-73.99146,40.74993,New York,Chelsea
9612,-73.99182,40.75017,New York,Chelsea
9613,-73.99042,40.73911,New York,Flatiron District
9614,-73.95147,40.77269,New York,Yorkville
9615,-73.92054,40.7665,Astoria,Astoria
9616,-73.99353,40.75762,New York,Hells Kitchen
9617,-73.98154,40.75637,New York,Midtown Center
9618,-73.98395,40.73197,New York,Gramercy Park
9619,-73.98948,40.7323,New York,Greenwich Village
9620,-73.96529,40.75519,New York,Turtle Bay
9621,-73.96774,40.76277,New York,Upper East Side
9622,-74.00666,40.73634,New York,West Village
9623,-73.96622,40.8031,New York,Upper West Side
9624,-73.9842,40.74269,New York,Kips Bay
9625,-73.87274,40.77409,Flushing,
9626,-73.86424,40.7699,Flushing,
9627,-73.95597,40.7676,New York,Upper East Side
9628,-73.97408,40.75105,New York,Midtown South Central
9629,-74.0087,40.71625,New York,Tribeca
9630,-74.0128,40.70364,New York,Financial District
9631,-73.97382,40.77902,New York,Central Park
9632,-73.99123,40.71639,New York,Chinatown
9633,-74.00906,40.73812,New York,West Village
9634,-73.99788,40.75133,New York,Chelsea
9635,-73.99587,40.72318,New York,Nolita
9636,0,0,,
9637,-73.98488,40.75493,New York,Theater District-Times Square
9638,-73.97638,40.74824,New York,Murray Hill
9639,-73.97715,40.6647,Brooklyn,Park Slope
9640,-73.98595,40.76146,New York,Theater District-Times Square
9641,-73.99024,40.73512,New York,Flatiron District
9642,-73.93794,40.7972,New York,East Harlem
9643,-73.98743,40.66804,Brooklyn,Park Slope
9644,-74.0026,40.72617,New York,Soho
9645,-73.9704,40.75774,New York,Midtown Center
9646,-73.84387,40.74433,Flushing,Flushing Meadows Corona Park
9647,-73.96344,40.77098,New York,Upper East Side
9648,-73.98476,40.75176,New York,Midtown South Central
9649,-73.95972,40.78031,New York,Upper East Side
9650,-73.99723,40.7375,New York,West Village
9651,-73.99869,40.72459,New York,Soho
9652,-73.99079,40.69226,Brooklyn,Downtown Brooklyn
9653,-73.97944,40.78486,New York,Upper West Side
9654,-73.9684,40.76755,New York,Upper East Side
9655,-74.01012,40.64184,Brooklyn,Sunset Park
9656,-73.97822,40.71753,New York,Lower East Side
9657,-73.97063,40.78862,New York,Upper West Side
9658,-73.9708,40.75187,New York,Turtle Bay
9659,-73.9806,40.76546,New York,Clinton
9660,-73.95756,40.77031,New York,Upper East Side
9661,-73.99197,40.74901,New York,Chelsea
9662,-73.9875,40.74407,New York,Midtown South Central
9663,-73.95553,40.77257,New York,Upper East Side
9664,-74.00329,40.73264,New York,West Village
9665,-73.98527,40.77839,New York,Lincoln Square
9666,-73.99374,40.72719,New York,Noho
9667,-73.96994,40.76158,New York,Midtown Center
9668,-74.00566,40.70916,New York,Financial District
9669,-73.94579,40.79881,New York,East Harlem
9670,-73.99148,40.75005,New York,Chelsea
9671,-73.99951,40.73882,New York,Chelsea
9672,-74.00826,40.73626,New York,West Village
9673,-73.99668,40.76106,New York,Clinton
9674,-74.0037,40.72703,New York,Soho
9675,-73.97168,40.78619,New York,Upper West Side
9676,-73.95485,40.76761,New York,Upper East Side
9677,-73.98347,40.74356,New York,Kips Bay
9678,-73.95978,40.7708,New York,Upper East Side
9679,-74.00268,40.74992,New York,Chelsea
9680,-74.00349,40.73242,New York,West Village
9681,-73.98426,40.75738,New York,Theater District-Times Square
9682,-73.98018,40.75967,New York,Midtown Center
9683,-73.98882,40.72201,New York,Lower East Side
9684,-73.98189,40.76881,New York,Lincoln Square
9685,-73.99181,40.74433,New York,Chelsea
9686,-73.99417,40.75422,New York,Garment District
9687,-73.97564,40.75158,New York,Midtown Center
9688,-74.00634,40.74141,New York,Chelsea
9689,-73.98405,40.74922,New York,Koreatown
9690,-73.98369,40.74228,New York,Kips Bay
9691,-73.98479,40.74796,New York,Midtown South Central
9692,-73.95685,40.77508,New York,Upper East Side
9693,-73.98291,40.7452,New York,Midtown South Central
9694,-73.9586,40.7724,New York,Upper East Side
9695,-73.99765,40.75657,New York,Hells Kitchen
9696,-73.98869,40.75721,New York,Theater District-Times Square
9697,-74.00119,40.74652,New York,Chelsea
9698,-73.97996,40.74653,New York,Murray Hill
9699,-73.95628,40.71118,Brooklyn,Williamsburg
9700,-73.99169,40.7499,New York,Chelsea
9701,-73.9698,40.76149,New York,Midtown Center
9702,-73.97575,40.75532,New York,Midtown Center
9703,-73.99159,40.74911,New York,Chelsea
9704,-73.99333,40.69755,Brooklyn,
9705,-73.95969,40.76938,New York,Upper East Side
9706,-73.98297,40.7691,New York,Clinton
9707,-73.97194,40.75954,New York,Midtown Center
9708,-73.98179,40.74571,New York,Kips Bay
9709,-74.01388,40.70233,New York,Financial District
9710,-73.98931,40.75742,New York,Theater District-Times Square
9711,-74.00759,40.74311,New York,Chelsea
9712,-74.00204,40.75597,New York,Hells Kitchen
9713,-73.9532,40.77153,New York,Upper East Side
9714,-73.99543,40.73086,New York,Greenwich Village
9715,-73.97567,40.74903,New York,Murray Hill
9716,-74.00463,40.74184,New York,Chelsea
9717,-73.96403,40.76445,New York,Upper East Side
9718,-73.86548,40.77078,Flushing,
9719,-73.98886,40.76375,New York,Clinton
9720,-74.00263,40.74998,New York,Chelsea
9721,-73.99707,40.75626,New York,Hells Kitchen
9722,-73.99407,40.72872,New York,Greenwich Village
9723,-73.98067,40.75753,New York,Midtown Center
9724,-73.97545,40.76532,New York,Midtown Center
9725,-73.97116,40.75629,New York,Midtown Center
9726,-74.0125,40.70744,New York,Financial District
9727,-73.99726,40.71461,New York,Chinatown
9728,-73.96672,40.79075,New York,Upper West Side
9729,-73.96738,40.77089,New York,Upper East Side
9730,-73.99716,40.71472,New York,Chinatown
9731,-74.00334,40.71426,New York,Civic Center
9732,-73.96017,40.77379,New York,Upper East Side
9733,0,0,,
9734,-73.98669,40.75552,New York,Theater District-Times Square
9735,-73.99201,40.76459,New York,Clinton
9736,-73.98919,40.73077,New York,Greenwich Village
9737,-73.99877,40.71444,New York,Chinatown
9738,-73.87781,40.76084,East Elmhurst,Jackson Heights
9739,-73.97956,40.73485,New York,Stuyvesant Town
9740,-73.9857,40.74978,New York,Koreatown
9741,-73.98131,40.78129,New York,Upper West Side
9742,-73.95434,40.81599,New York,Harlem
9743,-73.99472,40.75041,New York,Chelsea
9744,-73.99314,40.75774,New York,Garment District
9745,-73.97221,40.75633,New York,Midtown Center
9746,-73.9776,40.74808,New York,Murray Hill
9747,-73.971,40.75832,New York,Midtown Center
9748,-73.99129,40.72364,New York,Lower East Side
9749,-73.99613,40.76371,New York,Clinton
9750,-73.97047,40.76195,New York,Midtown Center
9751,-73.99376,40.72815,New York,Noho
9752,-73.96112,40.80652,New York,Morningside Heights
9753,-74.00961,40.70491,New York,Financial District
9754,-73.94472,40.81884,New York,Harlem
9755,-74.0134,40.70815,New York,Financial District
9756,-73.98382,40.76209,New York,Theater District-Times Square
9757,-73.97915,40.76302,New York,Clinton
9758,-73.95005,40.78397,New York,Yorkville
9759,-73.98447,40.76651,New York,Clinton
9760,-73.98708,40.75139,New York,Garment District
9761,-73.96755,40.75988,New York,Turtle Bay
9762,-73.98197,40.745,New York,Kips Bay
9763,-73.98465,40.76037,New York,Theater District-Times Square
9764,-73.94877,40.77797,New York,Yorkville
9765,-73.98295,40.74271,New York,Kips Bay
9766,-73.7943,40.65644,Jamaica,
9767,-73.96251,40.77015,New York,Upper East Side
9768,-74.00753,40.71048,New York,Financial District
9769,-73.97354,40.75429,New York,Midtown Center
9770,-73.95597,40.77879,New York,Upper East Side
9771,-73.98322,40.74636,New York,Midtown South Central
9772,-73.97472,40.74663,New York,Murray Hill
9773,-73.78924,40.64244,Jamaica,
9774,-73.9821,40.77101,New York,Lincoln Square
9775,-73.87243,40.77449,Flushing,
9776,-73.96985,40.75301,New York,Turtle Bay
9777,-73.99801,40.74995,New York,Chelsea
9778,-73.97656,40.75419,New York,Midtown Center
9779,-73.96644,40.80406,New York,Upper West Side
9780,-73.95013,40.7781,New York,Yorkville
9781,-74.00661,40.73654,New York,West Village
9782,-73.97096,40.75861,New York,Midtown Center
9783,-73.9632,40.77675,New York,Upper East Side
9784,-73.99154,40.75512,New York,Garment District
9785,-73.78258,40.6441,Jamaica,
9786,0,0,,
9787,-73.98678,40.74918,New York,Koreatown
9788,-73.98098,40.76022,New York,Theater District-Times Square
9789,-74.00033,40.73032,New York,Greenwich Village
9790,-73.97289,40.76519,New York,Central Park
9791,-73.9783,40.73084,New York,Stuyvesant Town
9792,-73.95619,40.70552,Brooklyn,Williamsburg
9793,-73.98579,40.59426,Brooklyn,Gravesend
9794,-73.98018,40.74444,New York,Kips Bay
9795,-73.96957,40.75375,New York,Turtle Bay
9796,-73.97318,40.7639,New York,Midtown Center
9797,-73.94811,40.77861,New York,Yorkville
9798,-73.96944,40.76285,New York,Upper East Side
9799,-73.94412,40.77574,New York,Yorkville
9800,-74.00676,40.73378,New York,West Village
9801,-73.95816,40.7818,New York,Upper East Side
9802,-73.9711,40.75669,New York,Midtown Center
9803,-73.99335,40.76754,New York,Clinton
9804,-73.99953,40.69328,Brooklyn,
9805,-74.00575,40.74022,New York,West Village
9806,-73.94086,40.82323,New York,Harlem
9807,-73.86138,40.83548,Bronx,Parkchester
9808,-73.97211,40.75463,New York,Midtown Center
9809,-73.95999,40.76375,New York,Upper East Side
9810,-73.98208,40.77643,New York,Lincoln Square
9811,-73.95659,40.79999,New York,Harlem
9812,-74.00848,40.70674,New York,Financial District
9813,-73.99451,40.69225,Brooklyn,
9814,-73.95544,40.77957,New York,Upper East Side
9815,-73.93468,40.8032,New York,East Harlem
9816,-74.0021,40.65669,Brooklyn,Greenwood
9817,-73.96286,40.7682,New York,Upper East Side
9818,-73.96902,40.76429,New York,Upper East Side
9819,-74.00674,40.75202,New York,Chelsea
9820,-73.98683,40.75611,New York,Theater District-Times Square
9821,-73.99328,40.73524,New York,Greenwich Village
9822,-73.98799,40.73189,New York,East Village
9823,-73.98256,40.76901,New York,Clinton
9824,-73.88666,40.74466,Elmhurst,Elmhurst
9825,-73.97934,40.74406,New York,Kips Bay
9826,-73.9643,40.76559,New York,Upper East Side
9827,-73.97199,40.76279,New York,Midtown Center
9828,-73.99473,40.73163,New York,Greenwich Village
9829,-73.98877,40.73398,New York,Gramercy Park
9830,-74.01779,40.708,New York,Battery Park City
9831,-73.97639,40.74157,New York,Kips Bay
9832,-73.99804,40.75402,New York,Chelsea
9833,-73.76808,40.6443,New York,
9834,-73.96965,40.7631,New York,Upper East Side
9835,-73.97358,40.75827,New York,Midtown Center
9836,-73.98533,40.76075,New York,Theater District-Times Square
9837,-73.99384,40.75986,New York,Clinton
9838,-73.98833,40.75429,New York,Garment District
9839,-73.9747,40.75071,New York,Murray Hill
9840,-73.9629,40.71165,Brooklyn,Williamsburg
9841,-74.00081,40.7446,New York,Chelsea
9842,-73.96459,40.77041,New York,Upper East Side
9843,-73.97281,40.75593,New York,Midtown Center
9844,-73.98961,40.7744,New York,Lincoln Square
9845,-73.95617,40.77478,New York,Yorkville
9846,-73.98216,40.74938,New York,Midtown South Central
9847,-73.97719,40.75604,New York,Midtown Center
9848,-73.96568,40.75801,New York,Turtle Bay
9849,-73.9611,40.76895,New York,Upper East Side
9850,-73.98418,40.75757,New York,Theater District-Times Square
9851,-74.00053,40.72392,New York,Soho
9852,-74.00756,40.74306,New York,Chelsea
9853,-73.97533,40.79029,New York,Upper West Side
9854,-73.96988,40.76301,New York,Upper East Side
9855,-73.77978,40.64544,Jamaica,
9856,-73.99204,40.76439,New York,Clinton
9857,-73.96331,40.77694,New York,Upper East Side
9858,-73.99122,40.75525,New York,Garment District
9859,-73.94741,40.78022,New York,Yorkville
9860,-73.95874,40.71942,Brooklyn,Greenpoint
9861,-73.80129,40.67291,South Ozone Park,South Ozone Park
9862,-73.98345,40.74406,New York,Kips Bay
9863,-73.98145,40.78032,New York,Upper West Side
9864,-73.96494,40.77322,New York,Upper East Side
9865,-73.97066,40.75238,New York,Turtle Bay
9866,-73.95397,40.76946,New York,Upper East Side
9867,-73.98115,40.78435,New York,Upper West Side
9868,-73.99849,40.72721,New York,Greenwich Village
9869,-73.98903,40.7577,New York,Theater District-Times Square
9870,-73.94801,40.6355,Brooklyn,East Flatbush
9871,-73.97145,40.75085,New York,Turtle Bay
9872,-73.97906,40.77719,New York,Lincoln Square
9873,-73.98377,40.74247,New York,Kips Bay
9874,-73.98324,40.76449,New York,Clinton
9875,-73.78312,40.64886,Jamaica,
9876,-73.97407,40.74335,New York,Kips Bay
9877,-73.98569,40.75238,New York,Midtown South Central
9878,-73.97787,40.78397,New York,Upper West Side
9879,-73.97762,40.76409,New York,Clinton
9880,-73.9466,40.77247,New York,Yorkville
9881,-73.97207,40.79239,New York,Upper West Side
9882,-73.97225,40.79026,New York,Upper West Side
9883,-73.9761,40.77676,New York,Upper West Side
9884,-74.00531,40.74117,New York,Chelsea
9885,-74.00531,40.74103,New York,Chelsea
9886,-73.94591,40.78173,New York,Yorkville
9887,-73.97111,40.7641,New York,Upper East Side
9888,-73.98347,40.75522,New York,Midtown Center
9889,-73.97447,40.78491,New York,Upper West Side
9890,-73.93376,40.82813,New York,
9891,-73.99354,40.74418,New York,Chelsea
9892,-73.97419,40.75711,New York,Midtown Center
9893,-74.00243,40.73977,New York,Chelsea
9894,-73.89493,40.74365,Woodside,Elmhurst
9895,-73.99915,40.74711,New York,Chelsea
9896,-73.95601,40.76779,New York,Upper East Side
9897,-73.96324,40.77173,New York,Upper East Side
9898,-73.95024,40.77593,New York,Yorkville
9899,-73.98503,40.76772,New York,Clinton
