STT,dropoff_longitude,dropoff_latitude,DOCensus_Tract
5260,-73.99337,40.75246,11100
5261,-74.00702,40.70391,700
5262,-73.97326,40.74461,7800
5263,-74.00629,40.73957,7900
5264,-73.92265,40.73561,18700
5265,-73.98767,40.73821,5000
5266,-73.97302,40.74809,8800
5267,-73.99501,40.75498,11100
5268,-73.97424,40.73181,4400
5269,0,0,
5270,-73.99067,40.72664,3800
5271,-74.00364,40.73757,7700
5272,-73.96628,40.79467,18500
5273,-73.96576,40.77117,13000
5274,-74.0024,40.73877,7700
5275,-74.01309,40.70925,1300
5276,-73.9751,40.75588,9400
5277,-73.97428,40.74403,7000
5278,-73.98369,40.75528,9600
5279,-74.00545,40.73991,7900
5280,-73.99906,40.7382,7100
5281,-73.98102,40.74172,6600
5282,-73.98264,40.77156,14900
5283,-73.95358,40.76445,11600
5284,-73.98081,40.74202,6600
5285,-73.9786,40.72446,2602
5286,-74.00079,40.72477,4900
5287,-73.98904,40.73151,4200
5288,-73.95492,40.78319,14802
5289,-73.96143,40.77438,14000
5290,-73.97598,40.75703,9400
5291,-73.95609,40.7772,14000
5292,-73.92624,40.75704,5700
5293,-73.95293,40.77679,14601
5294,-73.97878,40.74121,6600
5295,-73.96953,40.76234,11203
5296,-73.98245,40.77066,14500
5297,-73.95539,40.65503,82200
5298,-73.90437,40.76477,14100
5299,0,0,
5300,-73.9985,40.72265,4500
5301,-73.97625,40.75996,10400
5302,-73.97732,40.75032,8000
5303,-73.96951,40.76145,11203
5304,-73.97789,40.74974,8000
5305,-73.9817,40.73241,4400
5306,-73.96209,40.7795,14300
5307,-73.9894,40.73434,5000
5308,-74.01306,40.7042,900
5309,-73.98203,40.7705,14500
5310,-73.98297,40.76515,13700
5311,-73.97908,40.75031,8200
5312,-73.95921,40.77548,14000
5313,-73.98913,40.74786,7600
5314,-74.00388,40.67573,8500
5315,-73.98682,40.73636,5000
5316,-73.95456,40.73177,56500
5317,-73.92273,40.81155,3900
5318,-73.94939,40.81272,21500
5319,-73.97077,40.75194,9000
5320,-73.99823,40.71961,4100
5321,-74.01351,40.71665,31703
5322,-73.97216,40.75946,10000
5323,-74.00993,40.72123,3900
5324,0,0,
5325,-73.97552,40.74876,8800
5326,-74.0097,40.72608,3700
5327,-73.98469,40.72743,3200
5328,-73.91027,40.7758,11500
5329,-73.94763,40.83005,23700
5330,-73.96903,40.75175,9000
5331,-73.97724,40.75214,9200
5332,-73.97503,40.75494,9200
5333,-73.94495,40.77868,15200
5334,-74.00207,40.72461,4700
5335,-74.00181,40.73948,8100
5336,-73.95242,40.79226,16800
5337,-73.98107,40.73953,6600
5338,-73.95155,40.76985,13200
5339,-73.9558,40.77359,13400
5340,-73.95638,40.74727,100
5341,-73.95252,40.73037,57500
5342,-73.95519,40.76603,12400
5343,-73.79035,40.64376,71600
5344,-74.00283,40.76047,11700
5345,-74.00678,40.7315,6900
5346,-73.99652,40.72577,5501
5347,-73.99011,40.75823,12100
5348,-73.93615,40.82041,23600
5349,-74.00627,40.72187,3300
5350,-74.01153,40.71439,2100
5351,-73.97531,40.76192,10400
5352,-73.98811,40.73037,4000
5353,-73.7902,40.64362,71600
5354,-73.98131,40.76341,13100
5355,-73.99466,40.72501,5502
5356,-73.97796,40.72605,2800
5357,-73.98341,40.73861,6800
5358,-73.99223,40.75827,12100
5359,-73.8616,40.76835,33100
5360,-73.83157,40.76208,86900
5361,-74.0051,40.71562,3300
5362,0,0,
5363,-74.0025,40.71857,3100
5364,-73.98215,40.76478,13700
5365,-73.96612,40.78966,14300
5366,-73.98307,40.7552,9600
5367,-74.01025,40.71434,2100
5368,-73.98315,40.75989,12500
5369,-73.99822,40.76117,12900
5370,-73.99138,40.75052,10100
5371,-73.93795,40.80361,19600
5372,-73.97999,40.76563,13700
5373,-73.97979,40.77203,14900
5374,-74.01435,40.70399,31900
5375,-73.98904,40.74784,7600
5376,-73.96336,40.77511,13000
5377,-73.98153,40.78378,16700
5378,-73.99131,40.7448,5800
5379,-73.99023,40.72647,3800
5380,-73.98636,40.76185,12500
5381,-73.96668,40.76245,11402
5382,-73.98571,40.76373,13300
5383,0,0,
5384,-73.99106,40.75112,10100
5385,-73.98335,40.7438,7200
5386,-73.98818,40.75826,11900
5387,-73.86701,40.76862,35700
5388,-73.98398,40.76181,13100
5389,-73.97904,40.75351,9400
5390,-74.00281,40.75621,9900
5391,-73.98857,40.72968,3800
5392,-74.0109,40.7044,900
5393,-73.98309,40.77436,15300
5394,-73.98503,40.72785,3200
5395,-73.99403,40.75143,10300
5396,-73.97603,40.78807,17100
5397,-73.9928,40.71454,1600
5398,-73.97742,40.7521,9200
5399,-73.99784,40.75663,9900
5400,-73.98219,40.75887,12500
5401,-73.97328,40.76221,11202
5402,-73.99942,40.74925,9700
5403,-73.9961,40.76387,12900
5404,-73.95944,40.77948,15001
5405,-73.98096,40.72978,3400
5406,-73.99015,40.75678,11500
5407,-73.99188,40.71401,600
5408,-73.9806,40.77485,15300
5409,-73.99444,40.75578,11100
5410,-73.94471,40.77904,15200
5411,-73.97596,40.74572,7800
5412,-73.95131,40.71209,51300
5413,-73.98761,40.77944,15900
5414,-73.98866,40.73951,5600
5415,-73.98067,40.73394,4800
5416,-73.96333,40.76198,11000
5417,-73.96578,40.75518,9800
5418,-73.9136,40.7657,14300
5419,-73.99482,40.76186,12900
5420,-73.99125,40.73681,5200
5421,-73.97083,40.67542,15900
5422,-73.99517,40.74992,10300
5423,-73.96199,40.76766,11800
5424,-73.94475,40.68755,26500
5425,-73.9558,40.71951,51700
5426,-73.98178,40.77318,14900
5427,-73.9502,40.71884,51500
5428,-73.96221,40.77344,13000
5429,-73.85001,40.72954,74100
5430,-74.01329,40.71518,2100
5431,-73.97043,40.7858,17300
5432,-74.00837,40.73629,7900
5433,-73.97439,40.79073,17500
5434,-73.97614,40.78825,17500
5435,-73.97076,40.765,11401
5436,-73.97835,40.75097,8000
5437,-73.99051,40.72463,3602
5438,-73.96269,40.7991,18900
5439,-73.86553,40.90055,45102
5440,-74.00944,40.7066,700
5441,-74.0101,40.72138,3900
5442,-73.97349,40.76247,11202
5443,-73.99862,40.7228,4500
5444,-73.9801,40.7546,9600
5445,-73.98202,40.73433,4800
5446,-73.99199,40.73087,5700
5447,-73.93971,40.81927,23000
5448,-74.00742,40.71546,3300
5449,-73.98466,40.71899,2201
5450,-73.97086,40.75231,9000
5451,-73.99375,40.74324,9100
5452,-73.98978,40.732,4200
5453,-73.97182,40.79638,18700
5454,-73.98661,40.75991,12500
5455,-74.01445,40.7032,31900
5456,-73.95328,40.77597,13800
5457,-74.01728,40.70525,31704
5458,-73.97863,40.67056,15500
5459,-73.94867,40.78514,15602
5460,-73.95524,40.7794,14802
5461,-73.92463,40.77123,7100
5462,-73.77643,40.64528,71600
5463,-73.99155,40.74968,10100
5464,-73.9727,40.79052,17700
5465,-73.87078,40.77399,33100
5466,-74.01428,40.71387,31703
5467,-73.98931,40.74168,5600
5468,-73.96165,40.76436,11800
5469,-73.95509,40.7859,16001
5470,-74.00544,40.75119,9900
5471,-74.00132,40.73448,7100
5472,-73.99433,40.7612,12900
5473,-73.95585,40.77221,13400
5474,-73.98954,40.73422,4200
5475,-73.93805,40.80118,19600
5476,-73.96847,40.80256,19500
5477,-73.98088,40.7589,9600
5478,-73.98558,40.77729,15500
5479,-73.92623,40.70872,45300
5480,-73.98977,40.7607,12700
5481,-73.91953,40.81648,6500
5482,-73.94138,40.75513,2500
5483,-73.99719,40.7376,8100
5484,-73.96735,40.75727,9800
5485,-73.99715,40.72548,4900
5486,-73.96227,40.76442,11800
5487,-73.97736,40.75841,10400
5488,-73.9904,40.75566,11300
5489,-73.97921,40.78341,16700
5490,-73.98288,40.76087,12500
5491,-73.97934,40.76522,13700
5492,-74.00352,40.73818,7700
5493,-74.00382,40.72849,6700
5494,-73.95413,40.7756,13800
5495,-74.00566,40.72543,3700
5496,-73.99869,40.71982,4500
5497,-74.00078,40.72223,4700
5498,-74.03767,40.61992,5202
5499,-73.96674,40.7606,10800
5500,-74.00794,40.75148,9900
5501,-73.96904,40.74986,8602
5502,-74.01555,40.71219,31703
5503,-73.96931,40.76653,12200
5504,-73.97801,40.73078,4400
5505,-73.9728,40.7984,18700
5506,-73.98884,40.74852,10100
5507,-73.95703,40.76839,12600
5508,-73.99743,40.76203,12900
5509,-74.01007,40.72094,3900
5510,-73.96897,40.7581,9800
5511,-73.95519,40.78087,14802
5512,-73.97742,40.77709,15700
5513,-74.01663,40.70916,31704
5514,-74.00034,40.74785,9300
5515,-73.9569,40.77755,14000
5516,-73.97472,40.76208,10400
5517,-73.95705,40.78503,16001
5518,-73.97299,40.78692,17300
5519,-73.96309,40.76452,11800
5520,-73.99124,40.7309,5700
5521,-73.99567,40.76461,12900
5522,-74.01365,40.71509,31703
5523,-73.9802,40.72702,3400
5524,-73.99783,40.75653,9900
5525,-74.0062,40.72365,3700
5526,-73.96104,40.81774,21900
5527,-74.00817,40.70748,700
5528,-73.98382,40.74418,7400
5529,-73.97426,40.7832,16500
5530,-73.97495,40.78274,16500
5531,-73.97313,40.76453,14300
5532,-73.98946,40.73172,4200
5533,-73.97484,40.78809,17500
5534,-73.96837,40.75713,9800
5535,-73.92903,40.77594,9100
5536,-73.992,40.76066,12100
5537,-73.99638,40.76263,12900
5538,-73.9965,40.76113,12900
5539,-73.98987,40.7539,10900
5540,-73.98108,40.72533,3200
5541,-73.94901,40.68874,25100
5542,-73.97983,40.7855,16700
5543,-73.99014,40.76715,13500
5544,-73.87071,40.77396,33100
5545,-74.00847,40.73403,7500
5546,-73.9492,40.75407,1900
5547,-73.96321,40.77342,13000
5548,-74.00082,40.73725,7700
5549,-73.97801,40.76176,10400
5550,-73.93819,40.81761,21400
5551,-73.98906,40.75656,11300
5552,-74.00745,40.74118,7900
5553,-73.96298,40.76323,11000
5554,-73.98427,40.77004,14500
5555,-73.94934,40.78121,15400
5556,-73.98707,40.7335,5000
5557,-73.98166,40.7438,7200
5558,-73.99295,40.72421,4300
5559,-73.78923,40.64237,71600
5560,0,0,
5561,-73.95484,40.77578,13800
5562,0,0,
5563,-73.98605,40.73099,4000
5564,-73.97263,40.79091,17700
5565,-73.97781,40.78386,16700
5566,-73.95605,40.77826,14801
5567,-74.00127,40.68468,5100
5568,-74.00382,40.72977,6700
5569,-73.78139,40.64483,71600
5570,-73.86155,40.7682,33100
5571,0,0,
5572,-73.98842,40.77648,15100
5573,-73.99029,40.7517,10900
5574,-73.96183,40.77976,14300
5575,-74.00441,40.7079,1502
5576,-74.00762,40.73569,7500
5577,-74.00679,40.74881,9900
5578,-73.96079,40.76722,11800
5579,-74.00703,40.74641,9900
5580,-73.98409,40.749,7400
5581,-73.99987,40.727,6500
5582,-73.97465,40.77822,16100
5583,-73.98673,40.76152,12700
5584,-73.99871,40.76395,12900
5585,-73.95196,40.77802,14602
5586,-73.98663,40.76145,12500
5587,-73.98014,40.7604,13100
5588,-74.03322,40.72937,7700
5589,-73.9591,40.77796,14200
5590,-74.01272,40.70218,900
5591,-73.98345,40.76233,13100
5592,-74.00769,40.71258,2100
5593,-73.99237,40.74014,5400
5594,-73.97082,40.76026,10000
5595,-73.98827,40.75612,11300
5596,-73.95754,40.77357,13400
5597,-73.98719,40.7527,10900
5598,-74.00053,40.75797,9900
5599,-73.97555,40.78836,17500
5600,-73.97526,40.75976,10200
5601,-73.94891,40.79694,17402
5602,-73.96384,40.75892,10800
5603,-73.99126,40.75005,10100
5604,-73.86166,40.76828,33100
5605,-73.94362,40.84048,24700
5606,-74.0005,40.75761,9900
5607,-73.93217,40.85932,27900
5608,-73.97685,40.76079,10400
5609,-73.95569,40.76941,13400
5610,-73.99336,40.73666,5400
5611,-73.92579,40.69817,42300
5612,-73.96636,40.78916,14300
5613,-73.96468,40.79276,18500
5614,-74.00898,40.73055,6900
5615,-74.01457,40.71581,31703
5616,-73.96785,40.7558,9800
5617,-73.98789,40.75174,10900
5618,-73.99718,40.76155,12900
5619,-73.97381,40.78954,17500
5620,-73.9903,40.74486,5800
5621,-73.99578,40.73883,8100
5622,-73.95718,40.78442,16001
5623,-73.98699,40.76095,12500
5624,-74.00164,40.73618,7100
5625,-73.87401,40.73078,68700
5626,-73.97585,40.72835,2800
5627,-73.96686,40.75847,10800
5628,-73.98819,40.74855,7600
5629,-73.97268,40.79086,17700
5630,-73.97153,40.74944,8800
5631,-73.98742,40.74843,7600
5632,-73.99742,40.72085,4100
5633,-74.00464,40.72851,3700
5634,-73.96215,40.77618,14200
5635,-74.00322,40.72522,4900
5636,-74.00012,40.75854,11700
5637,-73.95281,40.77841,14602
5638,-73.98029,40.7611,13100
5639,-73.95739,40.78547,16001
5640,-73.97749,40.68173,12901
5641,-73.98232,40.74003,6800
5642,-73.98451,40.67342,13500
5643,-73.9874,40.74285,5600
5644,-73.98968,40.75129,10900
5645,-73.95428,40.76409,11600
5646,-74.00692,40.74392,9900
5647,-73.98057,40.74925,8200
5648,-73.97596,40.75152,9200
5649,-73.98009,40.71752,2201
5650,-73.96067,40.76575,11800
5651,-73.996,40.74684,9500
5652,-73.97958,40.76515,13700
5653,-73.98342,40.74457,7400
5654,-74.00943,40.71382,2100
5655,-73.97612,40.75952,10200
5656,-73.97032,40.79953,19100
5657,-73.9872,40.76076,12500
5658,-73.98583,40.7406,6800
5659,-73.98451,40.74014,6800
5660,-74.00519,40.74137,8300
5661,-73.9143,40.7045,44300
5662,-73.98137,40.75057,8200
5663,-73.98712,40.78068,15900
5664,-73.96735,40.68567,19900
5665,-73.94952,40.7847,15601
5666,-73.98273,40.77219,14900
5667,0,0,
5668,-73.99149,40.68793,4300
5669,-73.98531,40.75626,11900
5670,-73.98262,40.76089,13100
5671,-73.98805,40.76995,14700
5672,-73.9744,40.75108,9200
5673,-73.97844,40.75096,8000
5674,-73.97486,40.76432,11201
5675,0,0,
5676,-73.9785,40.76255,13700
5677,-73.98827,40.75823,11900
5678,-73.98358,40.69369,1500
5679,-74.00637,40.73933,7900
5680,-73.98112,40.74992,8200
5681,-73.95403,40.76621,12400
5682,-73.97918,40.68323,3900
5683,-73.98883,40.74818,7600
5684,-73.95432,40.77817,14601
5685,-73.96465,40.77141,13000
5686,-73.97401,40.76186,10200
5687,-73.96573,40.76258,11000
5688,-73.98809,40.73869,5200
5689,-74.00793,40.75131,9900
5690,-74.00528,40.74094,8300
5691,-74.00805,40.73087,6900
5692,-73.986,40.7573,11900
5693,-74.00929,40.71059,1502
5694,-73.96301,40.7584,10800
5695,-73.9753,40.75033,8000
5696,-73.87556,40.74458,46700
5697,-73.95394,40.77495,13800
5698,-73.98576,40.74103,5600
5699,-73.88271,40.74283,26902
5700,-73.95189,40.75008,1900
5701,-73.99479,40.74128,8700
5702,-73.99921,40.73403,6300
5703,-73.93686,40.849,26300
5704,-73.9835,40.72622,3200
5705,-73.95587,40.77963,14802
5706,-74.00459,40.74223,8300
5707,-73.97016,40.7658,11401
5708,-74.00629,40.73339,7300
5709,-73.98625,40.75188,8400
5710,-73.99041,40.75674,11500
5711,-73.97469,40.75181,9200
5712,-73.98106,40.78469,16700
5713,-73.95656,40.80157,21600
5714,-73.95582,40.77234,13400
5715,-73.98323,40.75796,12500
5716,-73.94746,40.71253,50300
5717,-74.00723,40.74119,7900
5718,-73.95941,40.77009,12600
5719,-73.97524,40.7532,9200
5720,-73.99278,40.76331,12700
5721,-73.98533,40.76297,13100
5722,0,0,
5723,-74.00461,40.73981,7700
5724,0,0,
5725,-73.99376,40.73584,6300
5726,-73.99498,40.7317,5900
5727,-73.96897,40.76431,11401
5728,-73.99014,40.74882,10100
5729,-73.97691,40.76423,11201
5730,-73.97774,40.75625,9400
5731,-73.97918,40.75216,8200
5732,0,0,
5733,-73.98528,40.72366,3200
5734,-74.00123,40.76269,12900
5735,-73.95902,40.77768,14000
5736,-73.9935,40.71547,1600
5737,-73.97258,40.7638,11202
5738,-73.98211,40.74562,7200
5739,-73.99156,40.7492,10100
5740,-73.96669,40.7614,10800
5741,-73.99031,40.72503,3602
5742,-73.95375,40.77526,13800
5743,-73.98467,40.73266,4800
5744,-73.95692,40.73145,56500
5745,-73.97723,40.76441,13700
5746,-73.99131,40.74902,10100
5747,-73.9974,40.73591,6300
5748,-73.96,40.67498,30500
5749,-73.98481,40.76071,12500
5750,-73.99632,40.73887,8100
5751,-73.98734,40.76618,13900
5752,-73.98578,40.73528,5000
5753,-74.00001,40.76128,11700
5754,-73.97262,40.76113,10200
5755,-73.97464,40.73597,6200
5756,-73.99135,40.75016,10100
5757,-73.94884,40.67959,24700
5758,-73.98296,40.74498,7400
5759,-73.98176,40.74729,7400
5760,-73.9558,40.77864,14801
5761,-73.98216,40.7753,15300
5762,-73.98432,40.76091,12500
5763,-73.9639,40.77393,13000
5764,-73.99075,40.74732,9500
5765,-73.97071,40.75804,10000
5766,-73.95203,40.76951,13200
5767,-73.99329,40.74646,9500
5768,-73.95892,40.77486,14000
5769,-73.97281,40.75915,10200
5770,-73.98161,40.76061,13100
5771,-74.00244,40.73341,7100
5772,-73.97574,40.75397,9200
5773,-73.94927,40.79359,17401
5774,-73.99425,40.74103,8700
5775,-73.97689,40.74327,7000
5776,-73.95036,40.7774,14602
5777,-73.99672,40.73748,5400
5778,-73.98882,40.74844,10100
5779,-73.99113,40.74233,5800
5780,-73.97402,40.77875,14300
5781,-73.9407,40.70907,49300
5782,-74.01076,40.70804,700
5783,-73.99304,40.75282,11100
5784,-73.97688,40.74187,7000
5785,-73.81623,40.70879,21400
5786,-73.94963,40.72523,57100
5787,-73.98338,40.77936,15900
5788,-73.98305,40.77426,15300
5789,-73.99317,40.71965,1800
5790,-73.95374,40.76738,12400
5791,0,0,
5792,-73.97263,40.75739,10000
5793,-73.92673,40.74389,17900
5794,-73.97223,40.76293,11202
5795,-73.98676,40.7488,7600
5796,-73.95473,40.76727,12400
5797,-73.99282,40.71456,1600
5798,-73.98098,40.75966,12500
5799,-73.9928,40.75343,11100
5800,-73.95451,40.7698,13200
5801,-73.98197,40.74159,6800
5802,-73.98707,40.74529,7600
5803,-73.97671,40.75172,9200
5804,-73.98404,40.75638,11900
5805,-73.94816,40.77723,14402
5806,-73.99912,40.72122,4500
5807,-73.98887,40.76197,12700
5808,-73.98207,40.7669,13700
5809,-73.98906,40.74456,5800
5810,-73.92554,40.69786,42100
5811,-73.99767,40.72166,4500
5812,-73.97903,40.76179,10400
5813,-73.97667,40.76652,14300
5814,-73.99304,40.74399,9100
5815,-73.96432,40.77314,13000
5816,-73.96793,40.7622,11402
5817,-73.96232,40.76697,11800
5818,-73.99501,40.70993,800
5819,-73.96756,40.7624,11402
5820,-73.96213,40.80542,19900
5821,-73.97049,40.79641,18700
5822,-73.97643,40.75169,9200
5823,-73.9725,40.76398,11202
5824,-73.99911,40.73237,6500
5825,-73.97194,40.78171,14300
5826,-73.98919,40.74767,7600
5827,-73.98092,40.76947,14500
5828,-73.983,40.73881,6400
5829,-73.97513,40.75839,10200
5830,-73.97104,40.7932,18300
5831,-73.95467,40.78477,16001
5832,-73.95243,40.78666,15802
5833,-73.95987,40.68336,23100
5834,-74.00799,40.71189,3100
5835,-73.98049,40.7627,13100
5836,-73.98561,40.76071,12500
5837,-73.99092,40.67314,11900
5838,-73.99028,40.73467,5200
5839,-73.96703,40.76104,11203
5840,-73.97203,40.76009,10200
5841,-74.0121,40.67675,5300
5842,-73.99091,40.72389,3602
5843,-73.959,40.76243,10602
5844,-73.98451,40.72959,4000
5845,-73.99086,40.72813,3800
5846,-73.97421,40.75717,10200
5847,-73.78399,40.64359,71600
5848,-73.99503,40.74013,8700
5849,-73.97013,40.79064,17700
5850,-73.97473,40.76195,10400
5851,-73.97113,40.75654,10000
5852,-73.98574,40.75666,11900
5853,-74.00472,40.74196,8300
5854,-73.9883,40.76496,13300
5855,-73.96831,40.76606,12200
5856,-73.98365,40.76111,12500
5857,-73.96334,40.79346,14300
5858,-73.99677,40.76288,12900
5859,-73.97242,40.75657,10000
5860,-73.96942,40.76089,11203
5861,-73.99182,40.74251,5800
5862,-73.87021,40.77328,33100
5863,-73.97538,40.76534,14300
5864,-73.95763,40.73137,56500
5865,-73.95117,40.77756,14601
5866,-73.98327,40.77121,14900
5867,-73.98344,40.76026,12500
5868,-73.99095,40.71403,600
5869,-73.99298,40.73819,5400
5870,-73.96934,40.76687,12200
5871,-73.99649,40.72397,4300
5872,-73.94698,40.77605,14402
5873,-73.9996,40.73177,6500
5874,-73.98562,40.73831,6800
5875,-73.9874,40.75649,11900
5876,-73.98296,40.76382,13100
5877,0,0,
5878,-73.97468,40.76008,10200
5879,-73.9479,40.78192,15400
5880,-73.99539,40.76703,13500
5881,-73.95671,40.7208,55700
5882,-73.98938,40.74762,10100
5883,-74.00175,40.7356,7300
5884,-73.99478,40.75946,12100
5885,-73.98726,40.72233,3001
5886,-73.96646,40.76735,12000
5887,-74.17823,40.68986,980200
5888,-73.97767,40.75757,9400
5889,-73.96941,40.75805,10000
5890,0,0,
5891,-73.95753,40.76177,10602
5892,-73.98341,40.73923,6800
5893,-74.00668,40.70553,700
5894,-73.95073,40.78343,15801
5895,-73.98196,40.74,6600
5896,-73.97747,40.78616,17100
5897,-73.94621,40.77292,13600
5898,-73.98716,40.73924,5600
5899,-73.98273,40.75175,8400
5900,-73.99264,40.7488,10100
5901,-73.99815,40.7407,8100
5902,-73.99526,40.74542,9100
5903,-73.97821,40.75243,9200
5904,-73.97496,40.74157,6200
5905,-73.97073,40.75272,9000
5906,-73.94092,40.75327,3300
5907,-73.95173,40.79867,18600
5908,-74.00357,40.75637,9900
5909,-73.93676,40.68633,27700
5910,-73.99304,40.75001,10100
5911,-73.98929,40.72657,3800
5912,-73.98277,40.76627,13700
5913,-73.97305,40.74617,7800
5914,-73.96019,40.77037,12800
5915,-73.97477,40.67567,15900
5916,-73.97964,40.78426,16700
5917,-73.97726,40.74988,8000
5918,-73.97219,40.75493,9200
5919,-74.01442,40.70407,31900
5920,-74.00781,40.74447,9900
5921,-73.96166,40.75781,10601
5922,-73.95702,40.77915,14801
5923,-73.98771,40.72849,3800
5924,-73.99202,40.74666,9500
5925,-73.8744,40.75584,27300
5926,-73.97455,40.75335,9200
5927,-73.99102,40.76061,12100
5928,-74.01415,40.7097,1300
5929,-73.98366,40.71522,1200
5930,-73.9794,40.74417,7200
5931,-73.97809,40.73679,6200
5932,-73.991,40.75589,11500
5933,-73.97065,40.679,16300
5934,-74.00781,40.75171,9900
5935,0,0,
5936,-73.98664,40.7024,2100
5937,-73.99756,40.74658,9300
5938,-73.98173,40.75957,12500
5939,-73.98472,40.75589,11900
5940,-73.98239,40.77508,15300
5941,-73.96827,40.79939,19100
5942,-73.98034,40.77625,15300
5943,-73.98086,40.7442,7200
5944,-73.97977,40.7812,16300
5945,-73.98848,40.75513,11300
5946,-73.97455,40.76051,10200
5947,-74.00445,40.72162,4700
5948,-73.98226,40.75364,8400
5949,-74.17799,40.6956,980200
5950,-73.97353,40.74768,7800
5951,-73.95287,40.73319,57500
5952,-73.96206,40.77631,14200
5953,0,0,
5954,-73.98026,40.78215,16300
5955,-74.00518,40.74123,8300
5956,-73.96877,40.76433,11401
5957,-73.98435,40.76413,13100
5958,-74.00587,40.71761,3300
5959,-73.97696,40.7587,10200
5960,-73.97518,40.75297,9200
5961,-73.94036,40.74952,1900
5962,-73.95706,40.77473,14000
5963,-73.95636,40.77546,13800
5964,-74.00974,40.73721,7900
5965,-73.91912,40.86124,29900
5966,-73.95458,40.82404,22500
5967,-73.95491,40.77748,13800
5968,-73.98231,40.77755,15700
5969,-73.98312,40.76577,13700
5970,-73.98436,40.76413,13100
5971,-73.95467,40.76602,12400
5972,-73.78181,40.64861,71600
5973,-73.96833,40.77044,12200
5974,-73.98483,40.75954,12500
5975,-73.98668,40.73973,6800
5976,-74.00436,40.73803,7700
5977,-73.98726,40.77091,14700
5978,-73.99084,40.77496,15100
5979,-73.91872,40.74295,23500
5980,-73.97406,40.76306,11201
5981,-73.97272,40.78059,14300
5982,-74.00599,40.70447,700
5983,-73.98691,40.73866,5000
5984,-73.9551,40.78571,16001
5985,-73.9917,40.74487,9100
5986,-73.96958,40.75207,9000
5987,-73.9901,40.76193,12700
5988,-73.98813,40.7524,10900
5989,-73.95376,40.78512,16001
5990,-73.95675,40.71297,51900
5991,-73.97724,40.78457,16500
5992,-73.99825,40.71708,4100
5993,-73.99536,40.74174,8700
5994,-73.78484,40.74109,134700
5995,-73.98859,40.75591,11300
5996,-73.97571,40.73114,4400
5997,-73.97858,40.75659,9400
5998,-73.9809,40.76592,13700
5999,-73.99049,40.75744,11500
6000,-73.97014,40.76794,12200
6001,-73.9595,40.76933,12600
6002,-74.02816,40.62276,13800
6003,-73.95085,40.77165,13600
6004,-73.99172,40.72618,3602
6005,-73.97223,40.74982,8800
6006,-73.98991,40.67284,11900
6007,-73.97932,40.77175,14900
6008,-73.78609,40.64225,71600
6009,-73.99097,40.75052,10100
6010,-73.9894,40.73177,4200
6011,-73.98341,40.74388,7200
6012,-73.98745,40.7752,15100
6013,-73.96771,40.76314,11402
6014,-73.99726,40.76102,12900
6015,-73.9821,40.76731,13700
6016,-73.99511,40.72255,4300
6017,-73.95475,40.7696,13400
6018,-73.96778,40.76158,11203
6019,-73.99731,40.73697,7100
6020,-73.97786,40.76002,10400
6021,-73.97522,40.74133,6200
6022,-73.9669,40.69369,19100
6023,-73.98144,40.72469,2602
6024,-73.94021,40.79415,18000
6025,-74.01592,40.71518,31703
6026,-73.98434,40.76773,13900
6027,-73.98132,40.74119,6600
6028,-73.95121,40.77605,14601
6029,-73.97877,40.75348,9400
6030,-73.99811,40.68671,4500
6031,-73.97068,40.74864,8800
6032,-73.97594,40.78151,16500
6033,-73.9727,40.67392,15900
6034,-73.99309,40.73579,5200
6035,-73.99019,40.75073,10100
6036,-74.00844,40.74198,7900
6037,-73.98651,40.75169,10900
6038,-73.98964,40.73677,5200
6039,-73.94039,40.71571,47700
6040,-73.97424,40.74744,7800
6041,-73.98224,40.74883,8200
6042,-73.97615,40.7764,15700
6043,-73.92433,40.68554,38300
6044,-73.94066,40.84513,25500
6045,-73.95532,40.77346,13800
6046,-73.93958,40.79374,18000
6047,-73.98043,40.74506,7200
6048,-74.02601,40.76261,18200
6049,-74.00194,40.72629,4900
6050,0,0,
6051,-73.94771,40.78462,15602
6052,-73.98371,40.76703,13900
6053,-73.9478,40.77918,15400
6054,-73.96706,40.7569,9800
6055,-74.00647,40.7118,1501
6056,-73.9723,40.76539,14300
6057,-73.95516,40.78771,16002
6058,-73.95648,40.71325,51900
6059,-73.98449,40.76482,13300
6060,-73.98922,40.74097,5600
6061,-73.99131,40.75086,10100
6062,-73.98659,40.74673,7600
6063,-73.99089,40.76011,12100
6064,-73.97703,40.76422,11201
6065,-73.96773,40.76617,12200
6066,-74.00833,40.74932,9900
6067,-73.97569,40.75537,9400
6068,-73.96575,40.75445,9800
6069,-74.0071,40.70881,1502
6070,-73.98895,40.75767,11900
6071,-73.99749,40.75372,10300
6072,-73.95485,40.76812,12400
6073,-73.99492,40.72301,4300
6074,-73.95366,40.6827,24500
6075,-74.00376,40.7432,8300
6076,-73.97689,40.78592,17100
6077,-73.97862,40.75239,8200
6078,-73.98131,40.73078,3400
6079,-73.98074,40.75984,12500
6080,-73.99095,40.74472,5800
6081,-73.95911,40.76002,10602
6082,-73.96065,40.71433,55300
6083,-74.01391,40.70914,1300
6084,-73.97848,40.7541,9400
6085,-73.96487,40.77262,13000
6086,-73.88536,40.77307,33100
6087,-73.99328,40.74327,9100
6088,-73.98207,40.74172,6800
6089,-73.98291,40.75647,9600
6090,-73.96993,40.7633,11401
6091,-73.97957,40.735,6000
6092,-73.98433,40.76166,13100
