STT,pickup_longitude,pickup_latitude,PUCensus_Tract
5009,-73.79004,40.64408,71600
5010,0,0,
5011,-73.96241,40.76324,11000
5012,-73.99,40.71975,1800
5013,-73.96057,40.78133,14300
5014,-73.95291,40.78936,16800
5015,-73.98875,40.76014,12700
5016,-74.0071,40.72736,3700
5017,-73.9767,40.68196,12902
5018,-73.77687,40.64509,71600
5019,-73.999,40.73424,6300
5020,-74.00221,40.73442,7300
5021,-73.95359,40.77931,14602
5022,-73.99802,40.73564,6300
5023,-73.9841,40.72934,4000
5024,-73.86391,40.76997,33100
5025,-73.97868,40.77728,15700
5026,-73.96779,40.75372,9000
5027,-74.00868,40.71385,2100
5028,0,0,
5029,-73.989,40.76353,13300
5030,-73.98981,40.75679,11300
5031,-73.9907,40.75632,11500
5032,-73.98643,40.74322,5600
5033,-74.00034,40.74267,8700
5034,-73.94837,40.78937,16600
5035,-73.97688,40.78531,17100
5036,-73.99098,40.74932,10100
5037,-73.9525,40.77251,13600
5038,-73.96045,40.7755,14000
5039,-73.9917,40.72548,3602
5040,-73.98181,40.77065,14900
5041,-73.87312,40.77416,33100
5042,-73.97938,40.75301,9400
5043,-73.97855,40.73672,6000
5044,-73.97148,40.75621,10000
5045,-73.97771,40.71326,202
5046,-73.96241,40.75882,10601
5047,-73.98229,40.77438,15300
5048,-73.93937,40.84182,25300
5049,-74.00867,40.71955,3900
5050,-73.96757,40.79792,19100
5051,-73.95208,40.76896,13200
5052,-73.95776,40.76519,11600
5053,-73.79027,40.64415,71600
5054,-73.98703,40.76644,13900
5055,-73.98904,40.74393,5800
5056,-73.99224,40.7542,11100
5057,-73.98272,40.73122,4000
5058,-73.99171,40.76797,13500
5059,-73.95197,40.77769,14601
5060,-74.00375,40.74706,9300
5061,-73.96729,40.75735,9800
5062,-73.97923,40.71913,2201
5063,0,0,
5064,-73.97174,40.76324,11202
5065,-73.98304,40.76903,14500
5066,-73.95676,40.76723,12600
5067,-74.00011,40.73789,7100
5068,-73.97106,40.75897,10000
5069,-73.97054,40.78879,17300
5070,-74.00055,40.73741,7700
5071,-73.96817,40.76801,12200
5072,-73.96938,40.75391,9000
5073,-73.97547,40.74163,7000
5074,-73.91073,40.74714,25100
5075,-74.00213,40.72974,6500
5076,-73.9742,40.79123,17900
5077,-73.95219,40.78997,16800
5078,-73.99184,40.76443,12700
5079,-73.96832,40.76229,11402
5080,-73.99324,40.73647,5200
5081,-73.9994,40.7609,11700
5082,-73.78028,40.64561,71600
5083,-73.96785,40.80273,19500
5084,-73.89157,40.74698,28900
5085,-74.01155,40.70777,700
5086,-73.99933,40.76133,12900
5087,-73.98713,40.75131,10900
5088,-73.9909,40.73398,6100
5089,-73.98553,40.74967,7600
5090,-73.99237,40.72476,3602
5091,-73.95614,40.77849,14801
5092,-73.95707,40.78591,16001
5093,-73.96405,40.80792,20500
5094,-73.99,40.73482,5200
5095,-73.95893,40.77769,14000
5096,-73.98801,40.7482,7600
5097,-73.99716,40.76248,12900
5098,-73.96084,40.76566,11800
5099,-73.97089,40.6831,17900
5100,-73.97694,40.78601,17100
5101,-73.99102,40.75563,11500
5102,-74.00634,40.70591,700
5103,-73.95558,40.76444,11600
5104,0,0,
5105,-73.97011,40.78934,17700
5106,-73.9898,40.74186,5800
5107,-73.96808,40.80054,19100
5108,-73.79012,40.64361,71600
5109,-73.97694,40.729,4400
5110,-73.98182,40.76687,13700
5111,-73.99157,40.75964,12100
5112,-73.98747,40.72017,3001
5113,-74.00011,40.71816,4500
5114,-73.98162,40.76249,13100
5115,-73.99308,40.72015,1800
5116,-73.99103,40.75583,11500
5117,-73.95473,40.78063,14802
5118,-73.96395,40.77445,13000
5119,-73.78179,40.64488,71600
5120,-74.00638,40.73935,7900
5121,-73.96824,40.76157,11203
5122,-73.99532,40.68827,4500
5123,-73.98034,40.73363,4400
5124,-73.95293,40.66907,32100
5125,-73.94481,40.77918,15200
5126,-73.97827,40.77308,15300
5127,-73.98073,40.75951,12500
5128,-73.98552,40.75649,11900
5129,-73.96712,40.76686,12200
5130,-73.97945,40.7546,9400
5131,-73.98503,40.76003,12500
5132,-73.94529,40.7786,15200
5133,-73.77672,40.64542,71600
5134,-73.98093,40.74219,7200
5135,-73.98494,40.74811,7600
5136,-73.99109,40.76058,12100
5137,-73.99456,40.73463,6100
5138,-73.98375,40.77373,14900
5139,-73.97711,40.74533,7800
5140,-74.00664,40.74423,8300
5141,-73.96955,40.75767,10000
5142,-73.97077,40.75673,10000
5143,-73.96224,40.779,14200
5144,-73.9543,40.78438,16001
5145,-73.86295,40.7688,33100
5146,-73.98159,40.78073,16300
5147,-73.97574,40.74897,8800
5148,-73.94526,40.77428,14401
5149,-74.01064,40.70498,900
5150,-73.98787,40.74384,5600
5151,-73.7894,40.64702,71600
5152,-73.95475,40.7805,14802
5153,-73.97464,40.75616,9200
5154,-73.97011,40.75544,9800
5155,-73.99206,40.7596,12100
5156,-73.87071,40.77373,33100
5157,-73.97817,40.76291,10400
5158,-73.95117,40.77201,13600
5159,-73.95541,40.78772,16001
5160,-73.98403,40.76228,13100
5161,-73.97259,40.75657,10000
5162,-73.98085,40.67585,13300
5163,-73.96395,40.77448,13000
5164,-73.95961,40.75888,10602
5165,-73.95267,40.77251,13800
5166,0,0,
5167,-73.98697,40.73946,5600
5168,-73.99763,40.74167,8700
5169,-74.00801,40.72343,3900
5170,-73.99255,40.7478,9500
5171,-73.96176,40.77399,13000
5172,-73.96857,40.75068,9000
5173,-73.99967,40.71794,4100
5174,-73.96588,40.76538,12000
5175,-73.96843,40.7621,11203
5176,-73.99321,40.75536,11100
5177,-73.97437,40.75743,10200
5178,-73.95217,40.809,25700
5179,0,0,
5180,-73.97039,40.75166,9000
5181,-73.87602,40.77331,33100
5182,-73.98722,40.7686,13900
5183,-73.9813,40.77399,15300
5184,-73.98111,40.74703,7200
5185,-73.94927,40.78154,15400
5186,-74.0058,40.74018,7900
5187,-73.95471,40.76978,13400
5188,-73.98071,40.65991,16900
5189,-73.87311,40.77416,33100
5190,-73.94935,40.78145,15400
5191,-73.98895,40.76372,13300
5192,-73.79073,40.64422,71600
5193,-73.97565,40.78187,16500
5194,-73.77693,40.64625,71600
5195,-73.97825,40.76223,10400
5196,-73.97954,40.753,9400
5197,-73.96027,40.79792,18900
5198,-73.97664,40.75026,8000
5199,-74.00484,40.72046,3300
5200,-73.99329,40.75218,10900
5201,-73.98882,40.75768,11900
5202,-73.98417,40.74254,6800
5203,-74.00476,40.74195,8300
5204,-73.99432,40.75095,10100
5205,-73.9933,40.72736,5502
5206,-73.9674,40.79298,18100
5207,-73.95468,40.7894,14300
5208,-73.96803,40.76535,11401
5209,-73.98911,40.77707,15500
5210,-73.98876,40.76387,13300
5211,-73.87306,40.77406,33100
5212,-73.99034,40.75796,12100
5213,-73.99387,40.75147,10100
5214,-73.97231,40.75366,9000
5215,-73.9803,40.78561,16700
5216,-73.95945,40.77183,12800
5217,-73.92763,40.74435,17900
5218,-73.99156,40.69613,502
5219,-73.98294,40.73102,4000
5220,-73.97485,40.75627,9400
5221,-73.9639,40.76771,12000
5222,-73.98896,40.75846,12100
5223,-73.9865,40.76688,13900
5224,-73.98346,40.75104,8400
5225,-73.96105,40.76908,12600
5226,-73.80774,40.70036,20800
5227,-73.9838,40.75943,12500
5228,-73.95417,40.76417,11600
5229,-73.97637,40.75658,9400
5230,-73.98159,40.74388,7200
5231,-73.98708,40.76602,13900
5232,-73.97602,40.74872,8000
5233,-73.97563,40.7454,7800
5234,-73.97475,40.74217,7000
5235,-73.95263,40.77229,13200
5236,-73.97176,40.75029,8800
5237,-73.96748,40.7657,12000
5238,-74.00068,40.75853,9900
5239,-73.99761,40.76142,12900
5240,-73.95747,40.76424,11600
5241,-73.98928,40.73614,5000
5242,-73.99467,40.74052,8700
5243,-73.96366,40.71011,54900
5244,-73.99608,40.74434,9100
5245,-73.98929,40.73588,5000
5246,-73.98157,40.764,13700
5247,-74.00364,40.71832,3300
5248,-74.00268,40.7334,7300
5249,0,0,
5250,-73.98738,40.76072,12700
5251,-73.98217,40.76862,14500
5252,-73.99482,40.72812,5501
5253,-74.01175,40.70863,1300
5254,-74.00437,40.72174,4700
5255,-73.97839,40.73682,6200
5256,-73.99065,40.71935,1800
5257,-73.93304,40.79526,17800
5258,-73.98847,40.7489,10100
5259,-73.97813,40.74545,7000
5260,-74.00694,40.74396,9900
5261,-74.00155,40.70727,1501
5262,-73.95234,40.76653,12400
5263,-74.00771,40.73251,6900
5264,-73.86337,40.76926,33100
5265,-73.98749,40.73862,5000
5266,-73.99174,40.75447,10900
5267,-73.94946,40.78101,15400
5268,-73.99336,40.74225,8700
5269,0,0,
5270,-73.99933,40.74261,8700
5271,-73.98591,40.75992,12500
5272,-73.97797,40.7863,17100
5273,-73.99049,40.75114,10900
5274,-73.98544,40.72685,3200
5275,-73.87238,40.77422,33100
5276,-73.98656,40.74821,7600
5277,-73.96841,40.75535,9800
5278,-74.00175,40.71573,3100
5279,-73.9905,40.74201,5800
5280,-73.97594,40.73684,6200
5281,-73.98895,40.71877,1800
5282,-73.96173,40.76279,11000
5283,-73.96452,40.76397,11000
5284,-73.99849,40.71983,4500
5285,-73.97773,40.75812,10400
5286,-73.99008,40.76711,13500
5287,-73.9739,40.68321,3500
5288,-73.99302,40.74239,5800
5289,-73.956,40.78315,15002
5290,-73.99445,40.75105,10300
5291,-73.96228,40.76634,11800
5292,-73.97201,40.74634,7800
5293,-73.96773,40.79384,18100
5294,-73.97211,40.75061,8800
5295,-73.96354,40.76848,12000
5296,-73.99086,40.74557,9500
5297,-73.98804,40.74085,5600
5298,-73.91984,40.76826,7100
5299,-73.98257,40.74845,7400
5300,-74.00597,40.74018,7900
5301,-73.95573,40.77247,13400
5302,-73.99147,40.72986,5700
5303,-73.99107,40.7705,13500
5304,-73.98167,40.76821,14500
5305,-73.9764,40.74426,7000
5306,-73.97099,40.75556,10000
5307,-73.9715,40.75046,8800
5308,-74.01173,40.70858,1300
5309,-73.97705,40.74784,8000
5310,-73.99582,40.76425,12900
5311,-73.98786,40.73849,5200
5312,-74.00064,40.73291,7100
5313,-74.00305,40.75143,9900
5314,-73.97748,40.68438,3500
5315,-73.98948,40.73006,3800
5316,-73.99268,40.76501,12900
5317,-73.96314,40.77477,13000
5318,-73.93528,40.80056,19400
5319,-73.95084,40.7858,15801
5320,-73.97968,40.75521,9600
5321,-74.00378,40.71334,2900
5322,-73.98865,40.7491,10100
5323,-74.00879,40.70395,700
5324,0,0,
5325,-73.95932,40.77174,12800
5326,-73.96572,40.76566,12000
5327,-73.78327,40.64446,71600
5328,-73.97967,40.75254,8200
5329,-73.96945,40.79741,18700
5330,-73.98318,40.7415,6800
5331,-74.01503,40.71453,31703
5332,-74.00402,40.70728,1502
5333,-73.94831,40.77473,14401
5334,-74.0084,40.72057,3300
5335,-73.98547,40.73877,6800
5336,-73.96774,40.76554,12000
5337,-73.97233,40.74965,8800
5338,-73.95068,40.77919,14602
5339,-73.97825,40.75327,9400
5340,-73.9889,40.73666,5000
5341,-73.93079,40.69431,28900
5342,-73.96581,40.76532,12000
5343,-73.97871,40.76119,10400
5344,-73.9862,40.7615,12500
5345,-74.00993,40.71484,2100
5346,-73.97308,40.76269,11202
5347,-73.99201,40.73122,5900
5348,-73.95525,40.76401,11600
5349,-74.0055,40.73906,7900
5350,-74.00018,40.75843,9900
5351,-73.96874,40.7705,14300
5352,-74.00068,40.72089,4700
5353,-73.98781,40.75031,10900
5354,-73.98872,40.76011,12100
5355,-73.99399,40.6955,501
5356,-73.99654,40.72369,4300
5357,-73.98314,40.75107,8400
5358,-73.86353,40.76953,33100
5359,-74.00445,40.72556,3700
5360,-73.832,40.76508,86900
5361,-73.98127,40.75353,8400
5362,0,0,
5363,-73.98566,40.72769,3800
5364,-74.00429,40.72201,4700
5365,-73.97535,40.78809,17500
5366,-73.98307,40.7552,9600
5367,-73.97732,40.74969,8000
5368,-73.97968,40.74339,7000
5369,-73.9793,40.75268,8200
5370,-73.99246,40.73462,6100
5371,-73.94773,40.79035,16600
5372,-73.98655,40.77214,15100
5373,-73.98332,40.78109,16300
5374,-73.98921,40.76326,12700
5375,-74.0059,40.73604,7700
5376,-73.99306,40.74298,9100
5377,-73.988,40.7378,5000
5378,-74.00194,40.74929,9700
5379,-73.99421,40.72494,5502
5380,-73.99996,40.73799,7100
5381,-73.88394,40.74755,26901
5382,-73.99217,40.74862,10100
5383,0,0,
5384,-73.95409,40.77022,13200
5385,-73.98057,40.73406,4800
5386,-73.98347,40.77938,15900
5387,-74.015,40.7095,31704
5388,-73.96205,40.76381,11800
5389,-73.9831,40.74779,7400
5390,-73.97708,40.75436,9400
5391,-73.99417,40.73213,5900
5392,-73.97335,40.78486,16900
5393,-73.98847,40.73948,5600
5394,-73.98966,40.71905,1800
5395,-74.00847,40.74144,7900
5396,-73.96,40.77616,14000
5397,-73.99094,40.71477,1600
5398,-74.01575,40.71158,31703
5399,-73.9923,40.74369,9100
5400,-73.98748,40.75028,10900
5401,-73.98344,40.76034,12500
5402,-73.99464,40.75521,11100
5403,-73.99165,40.74856,10100
5404,-73.98264,40.76729,13900
5405,-73.99149,40.75002,10100
5406,-73.97421,40.76281,11201
5407,-73.98783,40.74832,7600
5408,-73.95964,40.79876,19300
5409,-73.97557,40.74912,8800
5410,-73.97718,40.76443,13700
5411,-73.98262,40.77229,14900
5412,-73.98696,40.70179,2100
5413,-73.96601,40.78995,17700
5414,-74.00283,40.72865,6700
5415,-73.99307,40.75852,11500
5416,-73.95993,40.77943,14200
5417,-73.97317,40.7619,11202
5418,-73.94712,40.78175,15400
5419,-73.98502,40.76902,14500
5420,-74.00152,40.72788,6500
5421,-73.9599,40.71091,52300
5422,-73.9959,40.76434,12900
5423,-73.98856,40.73718,5200
5424,-73.8732,40.77406,33100
5425,-73.9842,40.7251,3200
5426,-73.96868,40.76445,11401
5427,-73.95015,40.71888,51500
5428,-73.9782,40.78325,16500
5429,-73.9191,40.73196,20500
5430,-74.00651,40.70689,1502
5431,-73.98409,40.76539,13900
5432,-73.99762,40.74071,8100
5433,-73.98113,40.78074,16300
5434,-73.95965,40.78033,15001
5435,-73.97795,40.7543,9400
5436,-73.98603,40.74087,5600
5437,-73.98037,40.73446,6400
5438,-73.97931,40.7816,16100
5439,-73.97809,40.75254,9200
5440,-73.9885,40.7227,3001
5441,-73.95614,40.78442,16001
5442,-73.98475,40.72829,3400
5443,-73.99966,40.73367,7100
5444,-73.97743,40.76446,13700
5445,-73.9773,40.75246,9200
5446,-73.94781,40.77892,15200
5447,-73.9882,40.74923,10100
5448,-73.99919,40.72257,4500
5449,-73.99494,40.71837,4100
5450,-74.00049,40.73761,7700
5451,-73.98782,40.75447,11300
5452,-73.98611,40.72242,3002
5453,-73.95848,40.77558,14000
5454,-73.98018,40.75264,8200
5455,-73.9911,40.7557,11500
5456,-73.98926,40.73619,5000
5457,-73.98976,40.72954,3800
5458,-73.9858,40.66989,13700
5459,-73.9744,40.76425,11201
5460,-73.9457,40.79886,18400
5461,-73.95256,40.77681,14601
5462,-73.97621,40.75892,10200
5463,-73.96269,40.75819,10601
5464,-73.97772,40.77369,14300
5465,-73.98483,40.74568,7400
5466,-73.99665,40.72356,4300
5467,-74.00366,40.70705,1501
5468,-73.99489,40.76062,12900
5469,-73.98377,40.74385,7400
5470,-73.9779,40.75333,9400
5471,-73.98449,40.7435,7400
5472,-74.00316,40.71803,3300
5473,-73.78977,40.64393,71600
5474,-73.98136,40.73753,6400
5475,-73.9826,40.772,14900
5476,-73.97517,40.7824,16500
5477,-74.00728,40.72785,3700
5478,-73.97832,40.78846,17100
5479,-73.9605,40.71863,55500
5480,-73.98715,40.76587,13300
5481,-73.95385,40.78773,16002
5482,-73.86335,40.7693,33100
5483,-74.00544,40.74106,8300
5484,-73.96146,40.7627,11000
5485,-74.01492,40.70933,31704
5486,-73.97615,40.7805,16100
5487,-73.97736,40.75841,10400
5488,-73.99242,40.75846,12100
5489,-73.97462,40.79344,17900
5490,-73.99005,40.757,11500
5491,0,0,
5492,-73.9913,40.72387,3602
5493,-73.97919,40.74046,6600
5494,-73.97907,40.78204,16100
5495,-73.9941,40.7564,11500
5496,-73.99048,40.76152,12700
5497,-73.97136,40.75882,10000
5498,-73.98678,40.72568,3800
5499,-73.98551,40.76768,13900
5500,-73.98494,40.73643,5000
5501,-74.00186,40.71554,3100
5502,-74.00101,40.72889,6500
5503,-73.87304,40.774,33100
5504,-73.97822,40.75414,9400
5505,-73.9698,40.76461,11401
5506,-73.99305,40.75837,11500
5507,-73.98973,40.75546,11300
5508,-73.9729,40.75944,10200
5509,-73.9737,40.74781,7800
5510,-73.96825,40.7556,9800
5511,-73.97181,40.76392,11401
5512,-73.9799,40.76026,10400
5513,-73.86293,40.76901,33100
5514,-73.98791,40.71863,1800
5515,-73.96614,40.76191,11000
5516,-73.96651,40.75974,10800
5517,-73.97049,40.75893,10000
5518,-73.99168,40.74444,5800
5519,-73.97307,40.78038,16500
5520,-73.87443,40.77402,33100
5521,-73.98647,40.76215,12700
5522,-74.00471,40.71582,3100
5523,-73.98504,40.75337,8400
5524,-73.98426,40.7605,12500
5525,-73.95666,40.77851,14801
5526,-73.98949,40.75696,11300
5527,-73.98699,40.75025,7600
5528,-73.78504,40.64855,71600
5529,-73.96007,40.782,15002
5530,-73.9823,40.75574,9600
5531,-73.96435,40.77326,13000
5532,-73.97071,40.75225,9000
5533,-73.98265,40.76743,13900
5534,-73.95603,40.77212,13400
5535,-73.95309,40.77614,13800
5536,-73.97982,40.75911,10400
5537,-73.98596,40.74638,7400
5538,-73.99416,40.75125,10300
5539,-73.98535,40.76341,13300
5540,-73.96397,40.7615,11000
5541,-73.99065,40.7146,1600
5542,-73.98197,40.77459,15300
5543,-73.99271,40.74304,9100
5544,-73.98099,40.75045,8200
5545,-73.99451,40.74438,9100
5546,-73.98798,40.72383,3002
5547,-73.95046,40.7797,14602
5548,-74.00738,40.73307,7500
5549,-73.98685,40.73059,4000
5550,-74.00316,40.7505,9900
5551,-73.78214,40.64457,71600
5552,-73.99215,40.75392,10900
5553,-73.98338,40.74299,6800
5554,-73.95136,40.78256,15801
5555,-73.97087,40.76238,11202
5556,-73.97907,40.75329,9400
5557,-73.95681,40.78294,15002
5558,-73.98447,40.74853,7400
5559,-73.95089,40.77416,13600
5560,0,0,
5561,-73.97535,40.75431,9200
5562,0,0,
5563,-73.94857,40.77312,13600
5564,-73.95722,40.77997,14801
5565,-73.98259,40.7716,14900
5566,-73.95845,40.78135,15002
5567,-74.00045,40.67775,6500
5568,-73.87521,40.77418,33100
5569,-73.78192,40.64464,71600
5570,-73.96284,40.7577,10601
5571,0,0,
5572,-73.98293,40.76664,13700
5573,-73.98524,40.75326,8400
5574,-73.94572,40.78025,15200
5575,-73.98947,40.73613,5200
5576,-73.99993,40.73831,7700
5577,-73.94755,40.77939,15400
5578,-73.9798,40.79011,17500
5579,-73.99949,40.71863,4500
5580,-73.97411,40.7626,11202
5581,-73.9877,40.71955,1800
5582,-73.97297,40.76447,14300
5583,-73.99881,40.74471,9100
5584,-74.01537,40.71604,31703
5585,-73.98253,40.78518,16700
5586,-73.95867,40.76403,11600
5587,-73.95908,40.77141,13400
5588,-74.00523,40.72896,6700
5589,-73.95405,40.77883,14801
5590,-73.86378,40.76991,33100
5591,-73.97753,40.76458,13700
5592,-73.98666,40.76156,12700
5593,-74.00591,40.73992,7900
5594,-73.8627,40.7688,33100
5595,-73.96585,40.75855,10800
5596,-73.98934,40.75788,12100
5597,-73.94427,40.83521,24700
5598,-73.9964,40.75818,11500
5599,-73.9656,40.79551,18900
5600,-73.9957,40.76477,12900
5601,-73.95579,40.77958,14801
5602,-73.99573,40.69592,301
5603,-73.86294,40.76881,33100
5604,-73.982,40.76325,13100
5605,-73.98109,40.78158,16300
5606,-73.98552,40.75785,11900
5607,-73.86276,40.77005,33100
5608,-73.98463,40.76837,14500
5609,-73.97447,40.78329,16500
5610,-73.98246,40.76288,13100
5611,-73.9946,40.75045,10100
5612,-73.96372,40.7627,11000
5613,-73.98736,40.7443,5600
5614,-73.99321,40.75753,11500
5615,-74.00755,40.70745,1502
5616,-73.99012,40.76202,12700
5617,-74.0026,40.75009,9900
5618,-73.9829,40.76033,12500
5619,-73.98186,40.7704,14500
5620,-73.98129,40.72501,3200
5621,-73.99579,40.73883,8100
5622,-73.9813,40.7332,4800
5623,-74.00816,40.73069,6900
5624,-73.98318,40.75955,12500
5625,-73.99466,40.71466,1600
5626,-73.98243,40.75093,8200
5627,-73.94557,40.7751,14401
5628,-73.97874,40.75192,8200
5629,-73.97037,40.76462,11401
5630,-73.95701,40.76245,11600
5631,-73.98935,40.73012,4000
5632,-73.96669,40.75949,10800
5633,-73.98782,40.74409,5800
5634,-73.96628,40.76152,11000
5635,-73.98949,40.7567,11300
5636,-73.9957,40.7594,11700
5637,-73.98248,40.77769,15900
5638,-74.0035,40.7227,4700
5639,-73.96867,40.78608,14300
5640,-73.95749,40.72956,56500
5641,-73.9905,40.735,5200
5642,-74.00845,40.71995,3300
5643,-73.99484,40.74006,5400
5644,-73.97355,40.75516,9200
5645,-73.94643,40.77699,14402
5646,-74.00602,40.74037,7900
5647,-73.8639,40.76986,33100
5648,-73.96604,40.76261,11402
5649,-73.99148,40.7495,10100
5650,-73.95286,40.77252,13800
5651,-73.95756,40.78536,16001
5652,-73.97264,40.7466,7800
5653,-73.97372,40.75797,10200
5654,-73.97697,40.74317,7000
5655,-73.95857,40.77836,14200
5656,-73.99116,40.76599,13500
5657,-73.95895,40.76412,11800
5658,-73.99879,40.73499,7100
5659,-73.98133,40.74308,7200
5660,-73.98623,40.75805,11900
5661,-73.98771,40.74789,7600
5662,-73.97795,40.75723,9400
5663,-73.97835,40.76033,10400
5664,-74.00782,40.74048,7900
5665,-73.97007,40.75617,9800
5666,-73.96067,40.78131,14300
5667,0,0,
5668,-73.99301,40.69304,900
5669,-73.98929,40.74497,5800
5670,-73.99789,40.75612,11100
5671,-74.0029,40.76036,11700
5672,-73.97461,40.75085,9200
5673,-73.98364,40.74414,7400
5674,-73.9875,40.75451,11300
5675,0,0,
5676,-73.97758,40.7534,9200
5677,-73.9921,40.72953,5700
5678,-73.99369,40.74685,9500
5679,-74.06055,40.72309,6600
5680,-73.99747,40.72457,4300
5681,-73.97559,40.75508,9400
5682,-73.99356,40.72003,1800
5683,-74.00012,40.72144,4500
5684,-73.77677,40.64572,71600
5685,-73.9905,40.73169,6100
5686,-73.96292,40.76944,12800
5687,-73.78373,40.64865,71600
5688,-73.99685,40.73124,6500
5689,-73.99839,40.74054,8100
5690,-73.98903,40.74452,5800
5691,-73.99541,40.73086,5900
5692,-73.9775,40.75438,9400
5693,-73.7771,40.6464,71600
5694,-73.97911,40.73621,6400
5695,-73.98145,40.74095,6600
5696,-73.88071,40.74804,27900
5697,-73.96998,40.75673,9800
5698,-73.96905,40.75411,9000
5699,-73.87055,40.7335,68300
5700,-73.87091,40.7738,33100
5701,-73.98493,40.75718,11900
5702,-73.97289,40.75547,9200
5703,-73.89831,40.74099,48300
5704,-73.94036,40.79347,18000
5705,-73.97723,40.74965,8000
5706,-74.00393,40.72569,4900
5707,-73.97852,40.77269,14300
5708,-73.97812,40.75366,9400
5709,-73.9947,40.74058,8700
5710,-73.96972,40.76356,11401
5711,-73.96614,40.75865,10800
5712,-73.95603,40.80363,20102
5713,-73.97985,40.7809,16100
5714,-73.97185,40.76051,10200
5715,-73.87485,40.7741,33100
5716,-73.95924,40.70888,52500
5717,-73.97853,40.75308,9400
5718,-73.98416,40.72556,3200
5719,-73.95426,40.77057,13400
5720,-73.96703,40.76152,11203
5721,-73.97461,40.76335,11201
5722,-73.98008,40.74558,7200
5723,-73.98284,40.74545,7400
5724,0,0,
5725,-73.99271,40.74824,9500
5726,-73.87059,40.77369,33100
5727,-73.99653,40.72566,5502
5728,-73.9943,40.75614,11500
5729,-73.99155,40.73034,5700
5730,-73.97299,40.76362,11202
5731,-73.98876,40.7445,5800
5732,0,0,
5733,-74.0082,40.72279,3900
5734,-73.98086,40.74819,8200
5735,-73.97649,40.75808,10200
5736,-73.99296,40.73001,5700
5737,-73.98202,40.76863,14500
5738,-73.99288,40.73722,5400
5739,-73.9786,40.74495,7000
5740,-73.97101,40.7558,10000
5741,-73.98982,40.72569,3800
5742,-73.98093,40.78238,16300
5743,-73.97949,40.75434,9400
5744,-73.77681,40.64505,71600
5745,-73.9748,40.7559,9200
5746,-73.99532,40.72156,4300
5747,-74.00492,40.75188,9900
5748,-73.97822,40.74167,7000
5749,-73.96918,40.75907,10000
5750,-74.00055,40.74753,9300
5751,-74.01085,40.71333,2100
5752,-73.97363,40.75236,9200
5753,-73.97698,40.75164,8000
5754,-73.97104,40.75516,9800
5755,-73.99176,40.74253,5800
5756,-73.99376,40.74148,5400
5757,-73.90652,40.70025,55100
5758,-73.86298,40.76955,33100
5759,-73.99769,40.75402,11100
5760,-73.99634,40.72689,5501
5761,-73.97544,40.78975,17500
5762,-73.97929,40.7527,8200
5763,-73.97483,40.74207,7000
5764,-73.9892,40.76355,12700
5765,-73.97705,40.7493,8000
5766,-73.96425,40.77035,12800
5767,-73.99876,40.73467,6300
5768,-73.96622,40.77067,13000
5769,-73.96875,40.76136,11203
5770,-73.96136,40.76487,11800
5771,-74.00899,40.72603,3700
5772,-73.98693,40.74435,5600
5773,-73.95257,40.78071,14602
5774,-74.00971,40.71927,3900
5775,-73.96049,40.7662,11800
5776,-73.93619,40.84959,27100
5777,-73.97764,40.76262,10400
5778,-73.9982,40.76329,12900
5779,-73.97838,40.75762,9600
5780,-73.9687,40.76823,12200
5781,-73.96132,40.71442,55100
5782,-73.95171,40.78209,15801
5783,-73.99304,40.75282,11100
5784,-73.96488,40.75527,8603
5785,-73.98317,40.73856,6400
5786,-73.99698,40.72128,4100
5787,-73.98586,40.72665,3200
5788,-73.99494,40.76605,13500
5789,-73.98616,40.72652,3800
5790,-73.98554,40.74664,7400
5791,0,0,
5792,-73.9551,40.76806,12400
5793,-73.94657,40.74564,700
5794,-73.99374,40.74134,5400
5795,-73.98845,40.72022,3001
5796,-73.97135,40.76055,10000
5797,-73.97462,40.78285,16500
5798,-73.97463,40.74674,7800
5799,-73.98867,40.73647,5000
5800,-73.95451,40.7698,13200
5801,-73.98898,40.72698,3800
5802,-73.9707,40.79357,18100
5803,-74.00776,40.74061,7900
5804,-73.99022,40.74654,9500
5805,-73.94913,40.78669,15802
5806,-74.01107,40.70293,900
5807,-73.98236,40.77847,15900
5808,-73.98132,40.78084,16300
5809,-73.97806,40.72952,4400
5810,-73.98182,40.72847,3400
5811,-74.00315,40.73164,6700
5812,-73.9788,40.75052,8000
5813,-73.9955,40.75982,12900
5814,-73.99216,40.75352,10900
5815,-73.9742,40.78721,16900
5816,-73.98835,40.77918,15500
5817,-73.96322,40.77199,13000
5818,-73.78117,40.64499,71600
5819,-73.98347,40.75597,11900
5820,-73.95782,40.81106,19701
5821,-73.99112,40.72628,3800
5822,-73.78214,40.64467,71600
5823,-73.96715,40.79352,18100
5824,-73.98233,40.69188,1500
5825,-74.0001,40.73302,7100
5826,-74.00535,40.74115,8300
5827,-73.99402,40.75406,11100
5828,-73.99979,40.72852,6500
5829,-73.96668,40.7729,13000
5830,-74.00112,40.73919,8100
5831,-73.96259,40.76975,12800
5832,-73.97478,40.75554,9200
5833,-73.98738,40.69268,1100
5834,-73.95424,40.7638,11600
5835,-74.00591,40.7149,3300
5836,-73.97427,40.7834,16500
5837,-73.99403,40.69079,900
5838,-73.99062,40.74021,5400
5839,-73.9851,40.73592,4800
5840,-73.96644,40.76143,10800
5841,-74.00268,40.68517,5100
5842,-73.97911,40.73236,4400
